com.samsung.shealth.activity_level,6211031,1
activity_level,start_time,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
180004,2020-10-30 13:14:43.239,2020-10-30 13:14:43.239,2020-10-30 13:14:43.250,UTC-0400,Idp7XEd6un,com.sec.android.app.shealth,7bc65899-8f88-4b8a-8e9d-6a07867cd79a,
