com.samsung.shealth.activity.day_summary,6211031,2
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
5000,3314319,,0,2021-08-03 12:43:08.844,2021-08-02 04:00:00.724,60,1174760,90,4008.0803,266.96136,2151c5ba-59d0-4938-a10f-f521a95d2081.extra_data.json,Idp7XEd6un,22400,com.sec.android.app.shealth,3291919,30900000,2151c5ba-59d0-4938-a10f-f521a95d2081,1627862400000,
5523,3627280,,0,2021-04-12 12:24:49.181,2021-04-11 04:00:00.514,60,120000,100,4411.3354,286.76556,02ebe100-f7db-4c31-9121-419ec0d1942b.extra_data.json,Idp7XEd6un,25600,com.sec.android.app.shealth,3601680,34140000,02ebe100-f7db-4c31-9121-419ec0d1942b,1618099200000,
7928,8111922,90,3824540,2021-12-07 13:04:11.539,2021-12-05 05:00:01.487,-1,1555240,148,5067.189,817.8948,5598888d-974d-4fe3-99bd-2763ea22bfb3.extra_data.json,Idp7XEd6un,29794,com.sec.android.app.shealth,4257588,33540000,5598888d-974d-4fe3-99bd-2763ea22bfb3,1638662400000,
2527,1679635,90,0,2022-01-31 00:42:14.550,2022-01-04 05:00:01.152,-1,47357,30,1957.1335,130.12439,896ce53c-cc3e-465c-8146-0182d19861d4.extra_data.json,Idp7XEd6un,8800,com.sec.android.app.shealth,1670835,30720000,896ce53c-cc3e-465c-8146-0182d19861d4,1641254400000,
5490,3570738,,0,2020-12-31 14:45:50.887,2020-12-30 05:00:00.580,60,180000,96,4473.279,283.3983,4dfbd678-3d3c-49a5-9a16-6b0ae5c7b2fc.extra_data.json,Idp7XEd6un,31913,com.sec.android.app.shealth,3538825,31140000,4dfbd678-3d3c-49a5-9a16-6b0ae5c7b2fc,1609286400000,
7233,4809966,90,0,2022-01-03 15:44:04.777,2022-01-02 05:00:01.040,-1,60000,87,5600.3916,364.75845,ec7a666a-eac4-47d0-a5eb-d6e4c1d7cefc.extra_data.json,Idp7XEd6un,15600,com.sec.android.app.shealth,4794366,34200000,ec7a666a-eac4-47d0-a5eb-d6e4c1d7cefc,1641081600000,
7098,4665486,,0,2021-05-28 03:02:09.659,2021-05-27 04:00:00.874,60,1204040,128,5560.876,370.08307,bc6a9125-f04f-485c-84de-7ace78624e19.extra_data.json,Idp7XEd6un,15188,com.sec.android.app.shealth,4650298,30840000,bc6a9125-f04f-485c-84de-7ace78624e19,1622073600000,
2390,1592528,,0,2021-06-13 02:18:20.393,2021-06-12 04:00:00.910,60,60000,43,1882.4252,122.040054,450960d9-ea2d-4e61-942e-60bdb1c324a5.extra_data.json,Idp7XEd6un,2400,com.sec.android.app.shealth,1590128,35280000,450960d9-ea2d-4e61-942e-60bdb1c324a5,1623456000000,
3494,2241943,,0,2020-10-30 13:13:59.960,2020-10-30 13:13:24.633,-1,240000,0,2673.2612,124.700005,534a2079-9a5c-4d27-8a30-c3e0fe473123.extra_data.json,Idp7XEd6un,8400,com.sec.android.app.shealth,2233543,31200000,534a2079-9a5c-4d27-8a30-c3e0fe473123,1602288000000,
13228,9091847,,1763360,2021-04-19 02:56:16.988,2021-04-18 04:00:00.735,60,1047840,250,9128.6875,781.0405,a50a3397-c30d-4940-b444-067f5e07adfe.extra_data.json,Idp7XEd6un,132133,com.sec.android.app.shealth,7196354,27060000,a50a3397-c30d-4940-b444-067f5e07adfe,1618704000000,
6329,4173948,,0,2021-07-21 01:35:27.322,2021-07-20 04:00:00.954,60,120000,113,5153.8413,332.41098,c36eeaf1-5b1e-4d0c-9175-9f459840615b.extra_data.json,Idp7XEd6un,37104,com.sec.android.app.shealth,4136844,28980000,c36eeaf1-5b1e-4d0c-9175-9f459840615b,1626739200000,
5089,3307883,,0,2021-03-14 07:00:42.520,2021-03-13 05:00:00.412,60,240000,91,4019.204,258.51178,59661557-bda2-41f7-b78c-2c1bd3bfea4f.extra_data.json,Idp7XEd6un,7200,com.sec.android.app.shealth,3300683,34320000,59661557-bda2-41f7-b78c-2c1bd3bfea4f,1615593600000,
7604,4985665,,0,2020-11-26 13:54:23.052,2020-11-25 05:00:00.801,60,1335520,136,6100.8525,377.29373,ae710cd6-8769-443b-82f3-b7b412c59a6e.extra_data.json,Idp7XEd6un,8229,com.sec.android.app.shealth,4977436,27240000,ae710cd6-8769-443b-82f3-b7b412c59a6e,1606262400000,
4534,3024178,90,0,2021-11-27 03:15:02.402,2021-11-26 05:00:01.153,-1,60000,55,3539.8865,227.07837,b2536134-150f-4fc0-9bfd-7c3ba5c0a728.extra_data.json,Idp7XEd6un,0,com.sec.android.app.shealth,3024178,30840000,b2536134-150f-4fc0-9bfd-7c3ba5c0a728,1637884800000,
6497,4287041,90,0,2021-11-14 13:31:05.146,2021-11-13 05:00:00.915,-1,60000,78,5295.904,356.97766,cb5cce00-a239-4e2a-b4c1-58066049e286.extra_data.json,Idp7XEd6un,69600,com.sec.android.app.shealth,4217441,25200000,cb5cce00-a239-4e2a-b4c1-58066049e286,1636761600000,
4440,2899175,90,0,2021-09-27 12:45:54.937,2021-09-16 04:00:00.789,60,180000,53,3603.529,225.95586,18ae6f8a-16c3-4e01-b25e-a280e3f4a4a4.extra_data.json,Idp7XEd6un,8000,com.sec.android.app.shealth,2891175,28800000,18ae6f8a-16c3-4e01-b25e-a280e3f4a4a4,1631750400000,
2218,1475401,,0,2020-12-06 03:31:36.656,2020-12-05 05:00:00.755,60,60000,40,1777.461,113.7565,ab33a41c-b25a-4572-ac9a-5544285dfe79.extra_data.json,Idp7XEd6un,6000,com.sec.android.app.shealth,1469401,34200000,ab33a41c-b25a-4572-ac9a-5544285dfe79,1607126400000,
5147,3501899,90,0,2022-02-13 13:46:32.318,2022-02-12 05:00:00.977,-1,1404880,64,4053.629,367.44876,661373c9-acde-4b9f-9523-9ab0b7d38509.extra_data.json,Idp7XEd6un,4000,com.sec.android.app.shealth,3497899,31620000,661373c9-acde-4b9f-9523-9ab0b7d38509,1644624000000,
3930,2618610,90,0,2021-12-23 13:08:14.818,2021-12-22 05:00:01.123,-1,60000,47,3027.979,199.00044,1b689961-4d0f-4530-bd1c-a450bbd05747.extra_data.json,Idp7XEd6un,4000,com.sec.android.app.shealth,2614610,28440000,1b689961-4d0f-4530-bd1c-a450bbd05747,1640131200000,
2721,1784126,,0,2021-06-03 12:00:50.948,2021-06-02 04:00:00.864,60,120000,48,2205.8918,142.01608,add05917-10ef-4a86-a250-1a85f0a55fb2.extra_data.json,Idp7XEd6un,18000,com.sec.android.app.shealth,1766126,28800000,add05917-10ef-4a86-a250-1a85f0a55fb2,1622592000000,
7152,4693744,90,0,2021-12-20 13:12:28.965,2021-12-19 05:00:01.161,-1,240000,86,5563.31,361.20013,c5a932ef-6fe3-42e5-ae3e-63800a130566.extra_data.json,Idp7XEd6un,10400,com.sec.android.app.shealth,4683344,31260000,c5a932ef-6fe3-42e5-ae3e-63800a130566,1639872000000,
4441,2955472,,0,2020-11-28 14:59:53.102,2020-11-27 05:00:00.734,60,60000,81,3551.4382,225.94969,7dc90737-e6af-43c2-a5f4-8d43e2a26d3a.extra_data.json,Idp7XEd6un,10000,com.sec.android.app.shealth,2945472,26880000,7dc90737-e6af-43c2-a5f4-8d43e2a26d3a,1606435200000,
529,352843,,0,2021-03-24 02:57:10.703,2021-03-23 04:00:00.680,60,39353,8,411.0586,26.339111,1c9aa773-0d9c-4eed-af7c-922601aeb0dd.extra_data.json,Idp7XEd6un,0,com.sec.android.app.shealth,352843,29160000,1c9aa773-0d9c-4eed-af7c-922601aeb0dd,1616457600000,
2601,1720797,,0,2021-02-11 13:19:03.067,2021-02-10 05:00:00.678,60,60000,46,2078.0276,133.90572,5a8be482-64f4-432b-95cf-7337539c28fa.extra_data.json,Idp7XEd6un,6000,com.sec.android.app.shealth,1714797,29880000,5a8be482-64f4-432b-95cf-7337539c28fa,1612915200000,
11775,10354465,90,3738000,2021-09-27 12:45:55.417,2021-09-18 04:00:02.464,60,2970440,191,7162.472,981.1451,a92d3479-0c03-4010-9fff-c7cb43384cdb.extra_data.json,Idp7XEd6un,10800,com.sec.android.app.shealth,6605665,29700000,a92d3479-0c03-4010-9fff-c7cb43384cdb,1631923200000,
1624,1076800,,0,2021-01-30 15:39:05.739,2021-01-29 05:00:00.689,60,50025,28,1316.5521,84.585304,e240ddca-8ba5-4252-b887-512258d66da9.extra_data.json,Idp7XEd6un,9600,com.sec.android.app.shealth,1067200,31020000,e240ddca-8ba5-4252-b887-512258d66da9,1611878400000,
3999,2618854,,0,2021-04-18 11:32:51.232,2021-04-17 04:00:00.480,60,120000,71,3259.0015,208.17416,5abfff38-4286-4544-89b9-21d093e14e78.extra_data.json,Idp7XEd6un,16400,com.sec.android.app.shealth,2602454,28800000,5abfff38-4286-4544-89b9-21d093e14e78,1618617600000,
6016,4046227,,0,2021-07-28 12:36:59.864,2021-07-27 04:00:01.089,60,1207140,110,4771.004,319.71088,1ec95d20-ec7c-437c-8b41-27aa1cf78349.extra_data.json,Idp7XEd6un,40400,com.sec.android.app.shealth,4005827,30900000,1ec95d20-ec7c-437c-8b41-27aa1cf78349,1627344000000,
5568,4342841,,946280,2021-08-25 12:10:09.652,2021-08-24 04:00:01.114,60,1045780,120,4071.9814,351.46057,356622fb-3aa9-45ce-99d9-e28d30cc7248.extra_data.json,Idp7XEd6un,22800,com.sec.android.app.shealth,3373761,30720000,356622fb-3aa9-45ce-99d9-e28d30cc7248,1629763200000,
3029,2008438,90,0,2021-10-29 02:41:27.912,2021-10-28 04:00:00.792,-1,60000,36,2437.0996,156.79515,ee07c9dd-71fe-4c4e-b229-60def73a306a.extra_data.json,Idp7XEd6un,4800,com.sec.android.app.shealth,2003638,28680000,ee07c9dd-71fe-4c4e-b229-60def73a306a,1635379200000,
8077,5201388,90,0,2021-10-28 20:54:43.377,2021-10-01 04:00:01.030,-1,2976100,95,6358.939,414.01205,de34570c-f2a0-4322-9e98-30f135ebc049.extra_data.json,Idp7XEd6un,9200,com.sec.android.app.shealth,5192188,30720000,de34570c-f2a0-4322-9e98-30f135ebc049,1633046400000,
12989,8725664,,935180,2021-06-15 12:20:00.837,2021-06-14 04:00:00.557,60,1352600,240,9475.272,691.65356,95fa63fe-fb1e-4356-9a12-944dc992bbb5.extra_data.json,Idp7XEd6un,16800,com.sec.android.app.shealth,7773684,28740000,95fa63fe-fb1e-4356-9a12-944dc992bbb5,1623628800000,
7245,5665144,,1879840,2020-10-30 13:14:01.884,2020-10-30 13:13:26.714,-1,1092440,0,4416.544,355.7921,1c3b8f80-08be-4210-88c6-67d06d754d03.extra_data.json,Idp7XEd6un,5369,com.sec.android.app.shealth,3779935,44040000,1c3b8f80-08be-4210-88c6-67d06d754d03,1603411200000,
4680,3008723,,0,2021-02-24 13:32:47.120,2021-02-23 05:00:00.578,60,240000,81,3821.5608,246.25317,6c1a5e33-f709-4e62-ba50-a3dfe7aee4b1.extra_data.json,Idp7XEd6un,47520,com.sec.android.app.shealth,2961203,27660000,6c1a5e33-f709-4e62-ba50-a3dfe7aee4b1,1614038400000,
981,654327,90,0,2021-12-07 03:28:15.947,2021-12-06 05:00:01.191,-1,48691,11,761.9961,48.94342,06dfa82a-0e55-4cc9-95e5-a1bdfaa94978.extra_data.json,Idp7XEd6un,0,com.sec.android.app.shealth,654327,30000000,06dfa82a-0e55-4cc9-95e5-a1bdfaa94978,1638748800000,
10756,6918975,,0,2021-05-03 12:36:30.738,2021-05-02 04:00:00.842,60,692500,191,8583.325,540.9895,bdc5d5db-4848-4edc-9310-2eb9f8bdee15.extra_data.json,Idp7XEd6un,15600,com.sec.android.app.shealth,6903375,31260000,bdc5d5db-4848-4edc-9310-2eb9f8bdee15,1619913600000,
3406,2246659,,0,2021-04-10 02:59:03.574,2021-04-09 04:00:00.663,60,60000,61,2705.0745,173.49704,67ec0db3-805b-41d6-8722-c4a14f772a11.extra_data.json,Idp7XEd6un,7600,com.sec.android.app.shealth,2239059,28440000,67ec0db3-805b-41d6-8722-c4a14f772a11,1617926400000,
5520,3586510,,0,2021-02-07 04:48:35.381,2021-02-06 05:00:00.631,60,240000,98,4413.1084,279.68872,b1b3585b-6169-4452-b89f-9f39bf0bed7a.extra_data.json,Idp7XEd6un,11600,com.sec.android.app.shealth,3574910,32100000,b1b3585b-6169-4452-b89f-9f39bf0bed7a,1612569600000,
6322,4122979,,0,2021-05-29 03:49:24.402,2021-05-28 04:00:01.068,60,641720,113,5291.5312,365.1508,5d7145e2-c1e4-40b4-a545-4e74ff50087d.extra_data.json,Idp7XEd6un,148863,com.sec.android.app.shealth,3974116,30240000,5d7145e2-c1e4-40b4-a545-4e74ff50087d,1622160000000,
3186,2113425,90,0,2022-01-26 13:09:35.916,2022-01-25 05:00:01.366,-1,60000,38,2486.5962,162.06383,9abcac99-ba09-42c5-b11c-bcc286114f2e.extra_data.json,Idp7XEd6un,12291,com.sec.android.app.shealth,2101134,29340000,9abcac99-ba09-42c5-b11c-bcc286114f2e,1643068800000,
3047,1989261,90,0,2022-02-15 03:35:41.071,2022-02-14 05:00:01.320,-1,240000,35,2362.982,157.80112,dcc80122-a69a-45a2-8a70-0ff06262851a.extra_data.json,Idp7XEd6un,26400,com.sec.android.app.shealth,1962861,29280000,dcc80122-a69a-45a2-8a70-0ff06262851a,1644796800000,
7992,5828868,90,1107540,2021-10-06 12:38:57.690,2021-10-05 04:00:00.764,-1,1107540,106,5771.06,465.6074,6e779d54-ebfc-431c-9c32-87e345723b62.extra_data.json,Idp7XEd6un,6800,com.sec.android.app.shealth,4714528,29760000,6e779d54-ebfc-431c-9c32-87e345723b62,1633392000000,
4679,3022092,90,0,2021-09-27 12:45:54.156,2021-09-13 04:00:00.846,60,300000,55,3765.0913,240.90565,7e2ecaa4-5b3f-446e-891d-975a88664a7c.extra_data.json,Idp7XEd6un,16800,com.sec.android.app.shealth,3005292,30900000,7e2ecaa4-5b3f-446e-891d-975a88664a7c,1631491200000,
8683,5625549,,0,2020-11-02 13:37:22.834,2020-11-01 13:31:53.901,60,1736940,155,6948.3564,440.72314,a3da009d-29aa-4a1a-9da2-c0f03816c3ec.extra_data.json,Idp7XEd6un,17409,com.sec.android.app.shealth,5608140,34380000,a3da009d-29aa-4a1a-9da2-c0f03816c3ec,1604188800000,
9547,6270475,,0,2021-07-17 13:04:01.479,2021-06-20 04:00:00.860,60,180000,173,7557.2036,481.41974,be6e894e-9f83-49c7-91a5-0aef36b09a7b.extra_data.json,Idp7XEd6un,4762,com.sec.android.app.shealth,6265713,29760000,be6e894e-9f83-49c7-91a5-0aef36b09a7b,1624147200000,
8934,5836695,,0,2021-06-27 02:29:44.136,2021-06-26 04:00:00.854,60,180000,160,7134.2095,456.8585,9caad362-5643-45bd-b35a-3a2b5cb584b9.extra_data.json,Idp7XEd6un,27395,com.sec.android.app.shealth,5809300,31320000,9caad362-5643-45bd-b35a-3a2b5cb584b9,1624665600000,
6655,5504497,,1769360,2021-05-23 15:44:05.222,2021-05-22 04:00:00.939,60,925560,151,4571.7275,453.3649,3135ab64-aa43-4cb0-a79d-38b8b559eacb.extra_data.json,Idp7XEd6un,9600,com.sec.android.app.shealth,3725537,33060000,3135ab64-aa43-4cb0-a79d-38b8b559eacb,1621641600000,
3900,2593662,90,0,2022-01-31 00:42:14.204,2022-01-03 05:00:01.131,-1,60000,47,3055.331,198.15909,2952f764-cf87-4dfc-9fae-49fba00a4c31.extra_data.json,Idp7XEd6un,8400,com.sec.android.app.shealth,2585262,30600000,2952f764-cf87-4dfc-9fae-49fba00a4c31,1641168000000,
13548,12002938,,4117220,2021-06-20 12:16:45.856,2021-06-19 04:00:00.813,60,1483420,331,9486.474,976.1082,c475611a-de9c-43d7-857d-cfe244c825f5.extra_data.json,Idp7XEd6un,10800,com.sec.android.app.shealth,7874918,29040000,c475611a-de9c-43d7-857d-cfe244c825f5,1624060800000,
4935,3094491,,0,2021-06-14 12:31:35.231,2021-06-13 04:00:00.885,60,785980,85,3980.16,253.16994,52534ad7-1998-402d-97e7-a91d749b4935.extra_data.json,Idp7XEd6un,18302,com.sec.android.app.shealth,3076189,32040000,52534ad7-1998-402d-97e7-a91d749b4935,1623542400000,
2652,1748434,90,0,2022-01-25 03:54:19.520,2022-01-24 05:00:01.012,-1,60000,31,2051.7046,136.15562,756c94b9-9c16-40a1-972d-6f87043287bb.extra_data.json,Idp7XEd6un,19600,com.sec.android.app.shealth,1728834,29040000,756c94b9-9c16-40a1-972d-6f87043287bb,1642982400000,
2434,1603163,90,0,2021-12-28 16:26:35.212,2021-12-01 05:00:01.278,-1,60000,28,1922.8779,123.611855,653b241e-693d-42a4-96c0-5341e268907a.extra_data.json,Idp7XEd6un,16400,com.sec.android.app.shealth,1586763,28680000,653b241e-693d-42a4-96c0-5341e268907a,1638316800000,
9648,6321641,,0,2021-07-03 12:16:27.494,2021-07-02 04:00:00.822,60,1063240,175,7840.0083,494.97943,8f23a6ae-af6a-4dcf-a35f-ae4b9a1c4011.extra_data.json,Idp7XEd6un,16800,com.sec.android.app.shealth,6304841,30300000,8f23a6ae-af6a-4dcf-a35f-ae4b9a1c4011,1625184000000,
2755,1636767,,0,2021-03-28 03:05:38.444,2021-03-27 04:00:00.536,60,360000,43,2283.582,152.01636,9d7c4d5d-f348-49e6-88ce-c04765c9f4ce.extra_data.json,Idp7XEd6un,90930,com.sec.android.app.shealth,1545837,30840000,9d7c4d5d-f348-49e6-88ce-c04765c9f4ce,1616803200000,
6306,4538185,90,0,2021-09-27 12:45:56.083,2021-09-21 04:00:00.911,60,2357480,82,5146.2593,344.823,710663e0-1694-4abc-b00a-8830f1c0b2e2.extra_data.json,Idp7XEd6un,41250,com.sec.android.app.shealth,4496935,30300000,710663e0-1694-4abc-b00a-8830f1c0b2e2,1632182400000,
6349,4138720,,0,2020-10-30 13:14:01.166,2020-10-30 13:13:26.461,-1,120000,0,4909.0586,229.58003,e8cdfa09-b1e5-472e-ac3e-e2c18dbad2fd.extra_data.json,Idp7XEd6un,23600,com.sec.android.app.shealth,4115120,31500000,e8cdfa09-b1e5-472e-ac3e-e2c18dbad2fd,1603065600000,
4934,3150119,,0,2021-04-01 12:37:08.501,2021-03-31 04:00:00.702,60,646260,86,3934.9766,257.64642,a08a50af-7f26-495f-89ed-227d9095bc53.extra_data.json,Idp7XEd6un,21039,com.sec.android.app.shealth,3129080,30960000,a08a50af-7f26-495f-89ed-227d9095bc53,1617148800000,
10625,6828375,90,0,2021-09-27 12:45:52.053,2021-09-06 04:00:00.967,60,2000720,125,8044.5947,576.83344,3da6a688-8f72-4b1e-a02c-32b902e43757.extra_data.json,Idp7XEd6un,8400,com.sec.android.app.shealth,6819975,28800000,3da6a688-8f72-4b1e-a02c-32b902e43757,1630886400000,
3906,2604605,90,0,2022-01-24 13:06:26.002,2022-01-24 05:00:01.568,-1,60000,47,3003.752,198.07202,7933bb3c-aef4-4517-8b74-9c549f9d23e9.extra_data.json,Idp7XEd6un,0,com.sec.android.app.shealth,2604605,22740000,7933bb3c-aef4-4517-8b74-9c549f9d23e9,1642896000000,
7351,4753524,,0,2021-01-04 12:34:44.179,2021-01-03 05:00:00.477,60,180000,131,5939.659,389.54034,bc94717b-7835-4524-af14-07f80aa1f465.extra_data.json,Idp7XEd6un,63600,com.sec.android.app.shealth,4689924,34200000,bc94717b-7835-4524-af14-07f80aa1f465,1609632000000,
4432,3245940,,757820,2021-04-16 12:09:01.306,2021-04-15 04:00:00.509,60,757820,88,2900.8867,271.43546,ae2ca2ae-b174-421e-a5c3-726894bdb3ec.extra_data.json,Idp7XEd6un,16800,com.sec.android.app.shealth,2471320,28680000,ae2ca2ae-b174-421e-a5c3-726894bdb3ec,1618444800000,
5454,3559457,,0,2021-06-09 12:38:38.371,2021-06-08 04:00:00.755,60,120000,98,4444.228,278.26785,3df4909c-467b-40fc-b47a-fa0962202dbe.extra_data.json,Idp7XEd6un,18658,com.sec.android.app.shealth,3540799,30780000,3df4909c-467b-40fc-b47a-fa0962202dbe,1623110400000,
1841,1225811,,0,2021-01-26 13:34:57.243,2021-01-25 05:00:00.512,60,52026,33,1473.5779,93.66367,88a6bf5e-b827-469e-9e73-138d5b374953.extra_data.json,Idp7XEd6un,3200,com.sec.android.app.shealth,1222611,30720000,88a6bf5e-b827-469e-9e73-138d5b374953,1611532800000,
11100,7301151,,0,2021-03-15 06:53:17.141,2021-03-14 08:00:00.699,60,240000,201,8651.264,555.09595,00d5c10b-b629-460b-bf70-593fb481417f.extra_data.json,Idp7XEd6un,2800,com.sec.android.app.shealth,7298351,26520000,00d5c10b-b629-460b-bf70-593fb481417f,1615680000000,
752,501584,,0,2021-03-29 02:30:53.807,2021-03-28 04:00:00.632,60,38019,13,580.9492,37.590576,5a58ef9f-df0d-4380-833a-2b2d952ab319.extra_data.json,Idp7XEd6un,0,com.sec.android.app.shealth,501584,33900000,5a58ef9f-df0d-4380-833a-2b2d952ab319,1616889600000,
6412,4150373,,0,2021-08-12 12:43:26.522,2021-08-11 04:00:01.143,60,300000,113,5141.5176,328.06375,a410e759-baaa-4c41-95eb-3279f7e4019b.extra_data.json,Idp7XEd6un,16000,com.sec.android.app.shealth,4134373,28800000,a410e759-baaa-4c41-95eb-3279f7e4019b,1628640000000,
2977,1982026,90,0,2022-01-28 03:34:12.356,2022-01-27 05:00:01.282,-1,120000,35,2322.8162,149.8492,253369af-9714-4886-82bc-a842a4e05cb7.extra_data.json,Idp7XEd6un,2400,com.sec.android.app.shealth,1979626,29280000,253369af-9714-4886-82bc-a842a4e05cb7,1643241600000,
5721,3736476,,0,2021-06-10 02:51:03.828,2021-06-09 04:00:00.422,60,180000,101,4629.104,294.69305,d02764fb-96ba-4596-a957-4c3ff3e7858a.extra_data.json,Idp7XEd6un,23082,com.sec.android.app.shealth,3713394,31020000,d02764fb-96ba-4596-a957-4c3ff3e7858a,1623196800000,
2974,1960963,90,0,2021-11-13 15:57:26.402,2021-11-12 05:00:01.890,-1,44022,35,2406.589,160.28004,55300f47-9ec7-4074-a855-9a97ca39b957.extra_data.json,Idp7XEd6un,34000,com.sec.android.app.shealth,1926963,25200000,55300f47-9ec7-4074-a855-9a97ca39b957,1636675200000,
2182,1438840,,0,2020-12-15 13:10:25.930,2020-12-14 05:00:00.603,60,52026,38,1757.687,116.30815,92c9044a-57df-41e8-8e17-3b407432ec5f.extra_data.json,Idp7XEd6un,24800,com.sec.android.app.shealth,1414040,27000000,92c9044a-57df-41e8-8e17-3b407432ec5f,1607904000000,
2510,1658098,,0,2021-02-21 14:22:03.871,2021-02-20 05:00:00.851,60,120000,45,2010.7971,130.17691,62e03a19-da32-4857-aeda-3f397c0befaf.extra_data.json,Idp7XEd6un,8398,com.sec.android.app.shealth,1649700,34560000,62e03a19-da32-4857-aeda-3f397c0befaf,1613779200000,
587,391529,,0,2021-03-09 03:26:28.874,2021-03-08 05:00:00.515,60,38686,10,453.93915,29.461758,3381a4a4-56fd-40ab-bc85-9f8680ce1a34.extra_data.json,Idp7XEd6un,0,com.sec.android.app.shealth,391529,31260000,3381a4a4-56fd-40ab-bc85-9f8680ce1a34,1615161600000,
17216,10784830,,0,2021-03-19 05:36:27.190,2021-03-18 06:03:11.956,60,1475024,298,13813.944,882.8928,dc3979ad-822a-436c-a126-5eb9aef9a1bc.extra_data.json,Idp7XEd6un,87429,com.sec.android.app.shealth,10697401,24120000,dc3979ad-822a-436c-a126-5eb9aef9a1bc,1616025600000,
4484,2858568,,0,2021-05-13 12:32:28.371,2021-05-12 04:39:48.501,60,685080,78,3581.389,226.96,f0e13105-c009-4224-9fa2-559ade057c4b.extra_data.json,Idp7XEd6un,4800,com.sec.android.app.shealth,2853768,31140000,f0e13105-c009-4224-9fa2-559ade057c4b,1620777600000,
4475,3001499,90,0,2021-11-17 12:38:35.744,2021-11-16 05:00:02.435,-1,1172180,54,3508.1165,239.60912,5758d407-0709-4f5d-be68-e1745d0e5196.extra_data.json,Idp7XEd6un,8866,com.sec.android.app.shealth,2992633,28140000,5758d407-0709-4f5d-be68-e1745d0e5196,1637020800000,
12503,7820185,90,0,2021-10-15 19:29:06.526,2021-10-14 22:00:00.529,-1,902814,144,9792.856,623.90155,b6ecd8c2-d2ae-46fe-b472-1943342e394e.extra_data.json,Idp7XEd6un,0,com.sec.android.app.shealth,7820185,34800000,b6ecd8c2-d2ae-46fe-b472-1943342e394e,1634256000000,
3466,2374768,,0,2021-01-25 01:23:51.514,2021-01-24 05:00:00.846,60,1353480,65,2716.4863,175.00935,d12cbdb2-4a43-4cc8-8585-b64bf566e62b.extra_data.json,Idp7XEd6un,30800,com.sec.android.app.shealth,2343968,36000000,d12cbdb2-4a43-4cc8-8585-b64bf566e62b,1611446400000,
4002,2628359,90,0,2021-10-07 12:37:08.856,2021-10-06 04:00:00.955,-1,240000,47,3162.3416,206.87221,f193c83f-6179-4742-bed9-12e373b9b67d.extra_data.json,Idp7XEd6un,9200,com.sec.android.app.shealth,2619159,31020000,f193c83f-6179-4742-bed9-12e373b9b67d,1633478400000,
13492,8556227,90,0,2021-10-18 12:07:16.451,2021-10-16 22:00:00.892,-1,1443100,157,10640.965,683.60565,e054aaa2-787b-4fae-b243-39d1d150a47a.extra_data.json,Idp7XEd6un,10000,com.sec.android.app.shealth,8546227,31980000,e054aaa2-787b-4fae-b243-39d1d150a47a,1634428800000,
2889,1916016,90,0,2021-12-04 12:09:06.285,2021-12-03 05:00:01.251,-1,50692,34,2250.261,150.39706,a0abc2dd-dc8f-41b8-a580-f12a17faee74.extra_data.json,Idp7XEd6un,16400,com.sec.android.app.shealth,1899616,27060000,a0abc2dd-dc8f-41b8-a580-f12a17faee74,1638489600000,
6739,4504678,,0,2021-07-29 03:07:02.532,2021-07-28 04:00:01.289,60,651380,123,5311.41,348.4343,052a6534-cb38-4198-b676-7dec2ca3c21a.extra_data.json,Idp7XEd6un,6356,com.sec.android.app.shealth,4498322,28800000,052a6534-cb38-4198-b676-7dec2ca3c21a,1627430400000,
3138,2066320,,0,2020-11-22 15:31:12.447,2020-11-21 05:00:00.579,60,60000,55,2558.3118,165.8146,f4a4b97f-92c7-4263-b07b-1d89616cd1fc.extra_data.json,Idp7XEd6un,39564,com.sec.android.app.shealth,2026756,35460000,f4a4b97f-92c7-4263-b07b-1d89616cd1fc,1605916800000,
15233,9649488,,0,2021-05-16 03:24:25.065,2021-05-15 04:00:01.029,60,2564840,266,12076.451,779.4031,4b36e679-890d-46a5-8660-08519ac1a496.extra_data.json,Idp7XEd6un,14800,com.sec.android.app.shealth,9634688,29880000,4b36e679-890d-46a5-8660-08519ac1a496,1621036800000,
12044,7750472,,0,2020-11-12 02:48:45.052,2020-11-11 05:00:00.562,60,1080000,213,9543.121,586.0144,92b8b135-45ec-4b78-8b30-d39ab8178644.extra_data.json,Idp7XEd6un,25302,com.sec.android.app.shealth,7725170,27360000,92b8b135-45ec-4b78-8b30-d39ab8178644,1605052800000,
3778,2380763,,0,2021-04-24 01:52:04.211,2021-04-23 04:00:00.812,60,791880,65,2993.235,192.01585,3857d459-9cb4-4eb9-99ec-fbcd17a4e458.extra_data.json,Idp7XEd6un,2400,com.sec.android.app.shealth,2378363,27000000,3857d459-9cb4-4eb9-99ec-fbcd17a4e458,1619136000000,
6265,5751074,,1810240,2021-08-19 12:38:54.268,2021-08-18 04:00:00.555,60,1109920,158,4774.845,776.74567,b3e9b27e-47bb-46c0-b0a5-ddd37f15f30c.extra_data.json,Idp7XEd6un,27590,com.sec.android.app.shealth,3913244,28800000,b3e9b27e-47bb-46c0-b0a5-ddd37f15f30c,1629244800000,
