com.samsung.shealth.tracker.pedometer_step_count,6211031,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
18704,4,0,32,2022-02-25 17:29:00.000,230002,,2022-02-25 17:31:20.267,2022-02-25 17:31:20.266,32,1.3055556,24.42,1.61,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 17:29:59.999,b3a5ea0b-22fc-08d6-c065-12009b1e3ac9,
14446,4,0,27,2022-02-26 00:58:00.000,230002,,2022-02-26 01:00:19.458,2022-02-26 01:00:19.458,27,1.5,21.67,1.33,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 00:58:59.999,7c4ca839-e429-9a24-cb64-4dca1ccc8e74,
28239,4,0,45,2022-02-23 01:35:00.000,230002,,2022-02-23 01:36:35.323,2022-02-23 01:36:35.322,45,1.1944444,33.73,2.37,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 01:35:59.999,9a57bc0e-ab00-2f82-1d12-e4d62d874168,
7517,4,0,10,2022-02-23 13:43:00.000,230002,,2022-02-23 13:43:54.365,2022-02-23 13:43:54.365,10,0.9444444,7.1,0.57,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 13:43:59.999,0c05f6b6-7eb0-e3f0-7b74-8a17c2aad0eb,
14056,4,0,23,2022-02-23 21:56:00.000,230002,,2022-02-23 22:02:53.336,2022-02-23 22:02:53.336,23,1.25,17.57,1.14,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 21:56:59.999,ba155c0b-3bfb-e523-f4fd-0c71c4cf28cd,
12024,4,0,16,2022-02-23 12:55:00.000,,,2022-02-23 12:55:36.006,2022-02-23 12:55:29.745,16,0.9815045,11.802246,0.82788086,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-23 12:56:00.000,0a736169-6b91-4613-ac54-faed64aefe9d,
25000,4,0,41,2022-02-26 01:00:00.000,230002,,2022-02-26 01:00:41.181,2022-02-26 01:00:19.469,41,1.231576,30.79,2.1,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:00:59.999,3d1546d9-78f0-7f1a-77c8-b75df661ffb8,
18321,4,0,33,2022-02-23 19:15:00.000,230002,,2022-02-23 19:15:51.113,2022-02-23 19:15:30.680,33,1.4294891,26.19,1.61,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 19:15:59.999,d6c9cce1-27f4-e64d-a924-635d870359a8,
5454,4,0,11,2022-02-25 17:36:00.000,230002,,2022-02-25 17:55:17.124,2022-02-25 17:55:17.118,11,1.6666666,9.09,0.48,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 17:36:59.999,b40a8bb8-900b-9506-f9c8-05945e50e240,
8929,4,0,16,2022-02-26 01:02:00.000,230002,,2022-02-26 01:04:30.355,2022-02-26 01:04:30.355,16,1.4166666,12.65,0.76,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:02:59.999,91a1f96b-982c-4035-3644-31ce3d518b4b,
19938,4,0,31,2022-02-25 03:45:00.000,,,2022-02-25 03:45:22.689,2022-02-25 03:45:01.214,31,1.1902541,23.731934,1.5527344,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-25 03:46:00.000,365a74fb-8d40-4e82-8c1a-5b82689995ac,
31853,4,0,53,2022-02-25 00:31:00.000,,,2022-02-25 00:31:55.065,2022-02-25 00:31:04.634,53,1.3012567,41.44922,2.6237488,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-25 00:32:00.000,cfde47ad-9dbb-4d11-bf99-3b67a8beb19d,
6596,4,0,10,2022-02-23 13:32:00.000,230002,,2022-02-23 13:35:02.114,2022-02-23 13:35:02.113,10,1.1111112,7.33,0.5,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 13:32:59.999,1c098375-bc62-b462-41ab-8471d73398ad,
2838,4,0,7,2022-02-22 02:53:00.000,230002,,2022-02-22 02:54:25.401,2022-02-22 02:54:25.401,7,2.1666667,6.15,0.51,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 02:53:59.999,cc76af37-fad1-9bf1-7ac0-b55ae2a33a7a,
20008,4,19,30,2022-02-26 01:03:00.000,230002,,2022-02-26 01:04:30.361,2022-02-26 01:04:30.361,49,2.1111112,42.24,3.2,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:03:59.999,85b1c3b3-e174-1245-4260-91de004c28a7,
7521,4,0,17,2022-02-23 21:54:00.000,230002,,2022-02-23 21:55:05.137,2022-02-23 21:55:05.137,17,1.8055556,13.58,0.69,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 21:54:59.999,fe7f751e-cd3c-b17f-e16d-996e7b67bde4,
6705,4,0,12,2022-02-25 17:43:00.000,230002,,2022-02-25 17:55:17.296,2022-02-25 17:55:17.296,12,1.4166666,9.5,0.58,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 17:43:59.999,6363fb87-0543-c484-4190-33edd791db20,
4807,4,0,10,2022-02-26 01:10:00.000,230002,,2022-02-26 01:14:19.335,2022-02-26 01:14:19.335,10,1.7222222,8.28,0.47,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:10:59.999,158957a5-4212-2dbd-f6e5-01929ade2ac8,
7227,4,0,13,2022-02-22 17:29:00.000,230002,,2022-02-22 17:35:09.120,2022-02-22 17:29:05.608,13,1.4291968,10.33,0.54,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 17:29:59.999,41e77284-fbb9-c101-eb27-1bf6493d6721,
22035,4,0,35,2022-02-24 23:08:00.000,,,2022-02-24 23:08:43.465,2022-02-24 23:08:23.426,35,1.2146401,26.765137,1.7536011,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-24 23:09:00.000,ddc28160-d600-4504-a053-cc19e257e5f0,
20060,4,0,30,2022-02-23 23:24:00.000,,,2022-02-23 23:24:53.862,2022-02-23 23:24:37.753,30,1.1306158,22.680176,1.516449,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-23 23:25:00.000,9d25e2aa-d08b-4eed-9095-391a76895fd6,
9175,4,0,14,2022-02-22 19:43:00.000,230002,,2022-02-22 19:46:14.292,2022-02-22 19:46:14.292,14,1.1388888,10.45,0.78,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 19:43:59.999,b23f7264-9800-b19d-c327-c0b466a05f2c,
5418,4,0,11,2022-02-26 01:11:00.000,230002,,2022-02-26 01:14:19.344,2022-02-26 01:14:19.343,11,1.6388888,8.88,0.55,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:11:59.999,8212186c-3a10-a395-e85e-3b1956fa5c4c,
24906,4,0,34,2022-02-24 03:12:00.000,,,2022-02-24 03:13:19.451,2022-02-24 03:12:24.246,34,1.01748,25.342285,1.7416687,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-24 03:13:00.000,54ec786a-1456-4ac7-87e4-8571b5521d3a,
12176,4,0,20,2022-02-25 17:57:00.000,230002,,2022-02-25 18:05:53.317,2022-02-25 18:05:53.317,20,1.25,15.22,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 17:57:59.999,520aac9c-555e-61f8-c414-07f3a1ed445c,
7740,4,0,13,2022-02-23 21:52:00.000,230002,,2022-02-23 21:55:05.121,2022-02-23 21:55:05.120,13,1.2777778,9.89,0.63,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 21:52:59.999,0b07e8e8-f9ba-f5d7-4c29-9b91f8fc2c71,
10657,4,0,17,2022-02-25 02:08:00.000,230002,,2022-02-25 02:10:15.359,2022-02-25 02:10:15.358,17,1.1944444,12.73,0.81,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 02:08:59.999,9df4fbd5-1669-b9a1-8f02-e765e036dd78,
14152,4,0,23,2022-02-26 01:12:00.000,230002,,2022-02-26 01:14:19.349,2022-02-26 01:14:19.349,23,1.25,17.69,1.12,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:12:59.999,7bb10f39-3b89-1cf8-6e53-fc7484478e52,
13554,4,0,21,2022-02-22 23:57:00.000,,,2022-02-22 23:57:25.330,2022-02-22 23:57:04.660,21,1.1756747,15.936035,1.059433,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-22 23:58:00.000,928d5cbf-3986-42de-bafd-74bdc0d1e0c9,
7122,4,0,11,2022-02-22 22:24:00.000,230002,,2022-02-22 22:35:06.106,2022-02-22 22:35:06.105,11,1.1666666,8.31,0.53,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 22:24:59.999,cc3b143f-3895-34ab-6330-919972fa3039,
8362,4,0,19,2022-02-26 01:13:00.000,230002,,2022-02-26 01:14:19.354,2022-02-26 01:14:19.354,19,1.9444444,16.26,0.84,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:13:59.999,57a9daa8-ac12-7182-315d-d65076e49cc3,
8684,4,0,15,2022-02-25 17:58:00.000,230002,,2022-02-25 18:05:53.324,2022-02-25 18:05:53.323,15,1.3611112,11.82,0.73,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 17:58:59.999,4378b938-27e7-84c8-d982-5dba4777ea73,
9535,4,0,14,2022-02-21 20:36:00.000,230002,,2022-02-21 20:37:10.264,2022-02-21 20:37:10.263,14,1.0833334,10.33,0.71,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-21 20:36:59.999,52ba4a0b-2216-9ae0-17cf-4a243048a390,
13625,4,0,18,2022-02-22 13:13:00.000,,,2022-02-22 13:13:42.894,2022-02-22 13:13:25.640,18,0.97083485,13.228027,0.93510437,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-22 13:14:00.000,e0cf90cf-4bb2-4fcd-acf8-07a8f259c0af,
7863,4,0,13,2022-02-22 17:22:00.000,,,2022-02-22 17:23:31.355,2022-02-22 17:23:31.355,13,1.2596159,9.905029,0.6552429,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-22 17:23:00.000,cd811828-186d-40c2-81dd-07cc99fa2925,
24426,4,0,43,2022-02-26 01:14:00.000,230002,,2022-02-26 01:15:00.484,2022-02-26 01:14:19.360,43,1.3747494,33.58,2.28,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:14:59.999,ae7bba3d-bc39-5f95-5ac2-de72fc588e92,
15370,4,0,29,2022-02-21 22:21:00.000,230002,,2022-02-21 22:23:02.424,2022-02-21 22:23:02.424,29,1.5555556,23.91,1.37,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-21 22:21:59.999,c4572328-d818-ac53-e0cf-df0323380120,
43642,4,0,20,2022-02-21 22:29:00.000,230002,,2022-02-21 22:30:30.312,2022-02-21 22:29:37.225,20,0.37225252,16.24621,1.0899909,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-21 22:29:59.999,ee824f2e-cb89-504b-6a0a-03285d8d7bf0,
12959,4,0,24,2022-02-26 01:15:00.000,230002,,2022-02-26 01:25:15.321,2022-02-26 01:25:15.320,24,1.4444444,18.72,1.18,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:15:59.999,d501a425-8e63-ced2-8f46-582cb60c4b12,
22268,4,0,43,2022-02-25 18:04:00.000,230002,,2022-02-25 18:05:53.330,2022-02-25 18:05:53.329,43,1.5555556,34.64,2.13,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 18:04:59.999,80faeb21-d26a-5bbf-381e-8504610e7e10,
11947,4,0,25,2022-02-23 01:34:00.000,,,2022-02-23 01:34:51.405,2022-02-23 01:34:51.405,25,1.6966778,20.270996,1.2211609,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-23 01:35:00.000,cc35216c-fad5-459d-bbd0-1dc3e37fc8f9,
8814,4,0,13,2022-02-24 03:14:00.000,,,2022-02-24 03:14:23.821,2022-02-24 03:14:23.821,13,1.1088443,9.774414,0.66030884,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-24 03:15:00.000,d045f027-558f-4a00-997b-916b582a2b2a,
4270,4,7,10,2022-02-24 23:15:00.000,230002,,2022-02-24 23:15:54.269,2022-02-24 23:15:54.268,17,3.8333333,16.37,1.28,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-24 23:15:59.999,7d6d89ed-d9f4-15ee-8b27-47392684a942,
16407,4,0,31,2022-02-26 01:16:00.000,230002,,2022-02-26 01:25:15.334,2022-02-26 01:25:15.334,33,1.6388888,26.89,1.64,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:16:59.999,b9d0ca2d-48cd-7087-f6d4-1a54ba2cfc97,
5679,4,0,8,2022-02-22 18:07:00.000,,,2022-02-22 18:07:25.671,2022-02-22 18:07:25.671,8,1.0622123,6.033203,0.4056549,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-22 18:08:00.000,f655d0cf-8213-4960-902d-7dc4a7e0fce6,
14927,4,0,32,2022-02-23 03:43:00.000,230002,,2022-02-23 03:44:16.297,2022-02-23 03:43:39.394,32,1.7819173,26.6,1.56,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 03:43:59.999,0f09bc2e-24e6-c1cf-dabf-5f7c15a36a51,
40109,4,0,77,2022-02-26 01:17:00.000,230002,,2022-02-26 01:25:15.343,2022-02-26 01:25:15.341,75,1.4722222,59.05,3.79,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:17:59.999,1d02a8b4-1232-f1dd-96d6-39de2dc863eb,
13300,4,0,26,2022-02-25 18:05:00.000,230002,,2022-02-25 18:05:53.342,2022-02-25 18:05:53.341,26,1.5555556,20.69,1.29,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 18:05:59.999,6564b94d-1286-3b93-e7b0-3e82ca523cd8,
13257,4,0,22,2022-02-25 00:41:00.000,230002,,2022-02-25 00:52:07.290,2022-02-25 00:52:07.289,22,1.2777778,16.94,1.1,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 00:41:59.999,d157d0b4-fdf8-494b-0677-1cba16aefd70,
14411,4,0,16,2022-02-23 00:11:00.000,230002,,2022-02-23 00:12:55.160,2022-02-23 00:11:16.316,23,1.2351424,17.8,1.14,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 00:11:59.999,81fb8e69-4a32-f54b-d3c6-7ee7a42b43a9,
21394,4,0,38,2022-02-21 19:51:00.000,230002,,2022-02-21 19:55:06.129,2022-02-21 19:55:06.129,38,1.3611112,29.12,1.96,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-21 19:51:59.999,5dd9a9ae-ddf5-b123-b5c8-b4473e633d62,
587,4,0,1,2022-02-26 01:18:00.000,230002,,2022-02-26 01:25:15.352,2022-02-26 01:25:15.351,1,1.3611112,0.8,0.05,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:18:59.999,6cf32cc3-2acf-48f2-03e4-06ca1e4f21d0,
10412,4,0,19,2022-02-22 00:11:00.000,230002,,2022-02-22 00:12:23.327,2022-02-22 00:12:23.327,19,1.4444444,15.04,0.89,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 00:11:59.999,fbf1442d-01f9-3298-a94b-5892dc8594f7,
10060,4,0,13,2022-02-23 21:42:00.000,,,2022-02-23 21:43:03.143,2022-02-23 21:43:03.143,13,0.97127837,9.771484,0.6600647,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-23 21:43:00.000,1691b02f-dea6-41e9-9d9d-6c0e0b97e674,
11906,4,0,23,2022-02-26 01:43:00.000,230002,,2022-02-26 01:48:43.479,2022-02-26 01:48:43.478,23,1.5277778,18.19,1.06,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:43:59.999,244aa0b4-daef-3d30-fed2-d1a7944fa665,
30614,4,0,53,2022-02-25 18:07:00.000,230002,,2022-02-25 18:09:33.321,2022-02-25 18:09:33.321,53,1.3611112,41.67,2.66,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 18:07:59.999,4cd96a39-6941-d171-430b-fc889cf82609,
5036,4,0,8,2022-02-24 13:48:00.000,230002,,2022-02-24 13:48:04.765,2022-02-24 13:48:03.083,8,1.2349623,6.22,0.37,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-24 13:48:59.999,d05da304-7454-9d87-b8b1-18faef5d411a,
8352,4,0,9,2022-02-25 01:09:00.000,,,2022-02-25 01:09:51.119,2022-02-25 01:09:49.984,9,0.8316103,6.945801,0.4496765,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-25 01:10:00.000,f78e3c4d-3b48-4ff7-b6f6-58e1162843bb,
38886,4,0,71,2022-02-26 01:44:00.000,230002,,2022-02-26 01:48:43.487,2022-02-26 01:48:43.486,71,1.4444444,56.17,3.57,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:44:59.999,44ab69f0-4dca-92fd-dc87-053704ce93c5,
9132,4,0,16,2022-02-23 15:19:00.000,230002,,2022-02-23 15:35:16.104,2022-02-23 15:35:16.103,16,1.3611112,12.43,0.78,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 15:19:59.999,50b584de-0d48-dcb4-db37-1b76509f6781,
22618,4,0,51,2022-02-22 23:55:00.000,230002,,2022-02-22 23:56:34.367,2022-02-22 23:56:34.366,49,1.7777778,40.21,2.4,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 23:55:59.999,197941e8-3bf5-de42-7cd6-9fcabc2d83a3,
24748,4,0,39,2022-02-24 18:15:00.000,230002,,2022-02-24 18:22:30.315,2022-02-24 18:22:30.314,42,1.3055556,32.31,2.04,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-24 18:15:59.999,0c336b54-7289-f154-bcd2-8abbfd768f75,
7726,4,0,14,2022-02-26 01:45:00.000,230002,,2022-02-26 01:48:43.494,2022-02-26 01:48:43.493,14,1.4444444,11.16,0.67,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:45:59.999,67ee8577-b1c1-33b2-7871-2e52e11fb751,
12585,4,0,22,2022-02-25 18:08:00.000,230002,,2022-02-25 18:09:33.337,2022-02-25 18:09:33.336,22,1.3333334,16.78,1.11,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 18:08:59.999,dc6d1938-66bb-0d22-7612-ee2f48234876,
7226,4,0,15,2022-02-25 01:06:00.000,,,2022-02-25 01:06:54.517,2022-02-25 01:06:54.517,15,1.6526569,11.942383,0.7398987,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-25 01:07:00.000,55e066fb-0710-494b-bb22-70c4f5490e7f,
11716,4,0,15,2022-02-24 13:22:00.000,230002,,2022-02-24 13:28:51.451,2022-02-24 13:28:51.448,15,0.9166667,10.74,0.77,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-24 13:22:59.999,ee2e88b4-4384-4d84-fcf4-5d0a9997ab98,
19523,4,0,36,2022-02-21 19:52:00.000,230002,,2022-02-21 19:55:06.137,2022-02-21 19:55:06.136,36,1.4444444,28.2,1.89,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-21 19:52:59.999,4ede61b4-b452-1b7c-1739-18426fb1050e,
17349,4,0,28,2022-02-26 01:59:00.000,230002,,2022-02-26 02:15:12.109,2022-02-26 01:59:31.130,28,1.2109587,21.01,1.5,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 01:59:59.999,386cf759-38a9-15f0-5a4e-df908790764d,
58769,4,0,97,2022-02-23 00:01:00.000,,,2022-02-23 00:02:29.301,2022-02-23 00:02:29.301,97,1.2822027,75.35474,4.809204,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-23 00:02:00.000,cc17cf88-09c6-49ad-9a85-c0ebea7f1f9c,
7129,4,0,11,2022-02-25 00:29:00.000,230002,,2022-02-25 00:30:36.349,2022-02-25 00:30:36.349,11,1.1388888,8.12,0.54,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 00:29:59.999,fe36fb01-5d2f-61d6-2ad9-287e49893990,
21617,4,0,30,2022-02-26 02:41:00.000,230002,,2022-02-26 02:43:48.337,2022-02-26 02:41:19.034,30,1.0102947,21.84,1.59,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 02:41:59.999,3320a321-ff07-5d02-1168-2b6b726f957f,
15268,4,37,12,2022-02-25 18:10:00.000,230002,,2022-02-25 18:11:10.150,2022-02-25 18:10:44.364,49,2.951104,45.06,4.3,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 18:10:59.999,800666d2-ca67-5c48-c68c-13bb685f5982,
12107,4,35,10,2022-02-21 20:38:00.000,230002,,2022-02-21 20:52:24.367,2022-02-21 20:52:24.367,45,3.5555556,43.05,4.05,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-21 20:38:59.999,1eb0e538-dafc-3356-4e19-04bdba8ff237,
12589,4,0,17,2022-02-22 01:46:00.000,230002,,2022-02-22 01:46:42.367,2022-02-22 01:46:42.366,17,0.9722222,12.24,0.91,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 01:46:59.999,115d6b92-db5b-3d38-01e2-497e4a8d1fd0,
10177,4,0,15,2022-02-23 21:47:00.000,,,2022-02-23 21:47:42.369,2022-02-23 21:47:25.100,15,1.1163093,11.361328,0.75842285,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-23 21:48:00.000,e801b61a-c58e-42c2-b73b-4e5748db2d90,
5317,4,0,12,2022-02-26 02:42:00.000,230002,,2022-02-26 02:43:48.355,2022-02-26 02:43:48.355,12,1.9444444,10.34,0.49,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 02:42:59.999,f940d874-9842-5cbe-d087-91bb4519c2a5,
5855,4,0,10,2022-02-25 13:41:00.000,230002,,2022-02-25 13:42:32.445,2022-02-25 13:42:32.445,10,1.3611112,7.97,0.46,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 13:41:59.999,9a0fdd47-caca-326d-4bde-06deabe41664,
4987,4,0,11,2022-02-22 01:48:00.000,230002,,2022-02-22 01:48:44.343,2022-02-22 01:48:44.343,11,1.8888888,9.42,0.48,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 01:48:59.999,e42b86ce-117a-ad28-f990-7930a6ef5046,
5742,4,0,12,2022-02-26 02:43:00.000,230002,,2022-02-26 02:43:48.369,2022-02-26 02:43:48.367,12,1.7222222,9.89,0.62,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 02:43:59.999,d6bba5ef-f5c1-3bda-dbcd-2e66f948893f,
6414,4,0,12,2022-02-25 18:11:00.000,230002,,2022-02-25 18:15:05.109,2022-02-25 18:15:05.108,12,1.5277778,9.8,0.64,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 18:11:59.999,8cd7f228-533b-b694-481e-04c217d71ea2,
21945,4,0,39,2022-02-22 19:46:00.000,230002,,2022-02-22 19:49:19.238,2022-02-22 19:49:19.238,39,1.3611112,29.87,1.99,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 19:46:59.999,e3f96af3-5dc0-7932-6428-7ab77a86cb88,
19439,4,0,36,2022-02-23 13:08:00.000,230002,,2022-02-23 13:11:07.330,2022-02-23 13:11:07.329,36,1.1666666,22.68,1.82,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 13:08:59.999,18cdea42-ebc6-2a7c-50d2-06141682d183,
13643,4,0,24,2022-02-22 19:42:00.000,,,2022-02-22 19:42:22.300,2022-02-22 19:42:21.937,24,1.3937532,19.015137,1.1793518,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-22 19:43:00.000,6fe206d4-1fab-4f9d-b10f-c6b7d2f2b098,
8366,4,0,15,2022-02-26 03:50:00.000,230002,,2022-02-26 03:52:09.467,2022-02-26 03:52:09.467,15,1.3888888,11.62,0.76,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 03:50:59.999,6fcee5a0-d128-3f17-29ef-fc623dcb1ea3,
31243,4,0,58,2022-02-23 23:34:00.000,230002,,2022-02-23 23:35:02.259,2022-02-23 23:35:02.258,58,1.4444444,45.13,2.82,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 23:34:59.999,1c68d42f-1cde-702f-b016-c6f972e73dbc,
5462,4,0,14,2022-02-22 17:30:00.000,230002,,2022-02-22 17:35:09.137,2022-02-22 17:35:09.136,14,2.25,12.29,0.77,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 17:30:59.999,5dbe9f2d-2382-b8fc-815e-bd42a3df3959,
30032,4,0,39,2022-02-26 03:51:00.000,230002,,2022-02-26 03:52:09.479,2022-02-26 03:52:09.479,39,0.9166667,27.53,2.26,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 03:51:59.999,dd2bb3bc-b39c-d126-8b9f-32770a41de6b,
13167,4,0,24,2022-02-25 18:15:00.000,230002,,2022-02-25 18:35:15.116,2022-02-25 18:15:06.573,26,1.5723202,20.703829,1.2768286,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-25 18:15:59.999,8325ae89-b7a6-8a9b-3a0c-88c0a40bc35c,
14924,4,0,30,2022-02-22 13:51:00.000,230002,,2022-02-22 13:55:07.138,2022-02-22 13:55:07.138,30,1.6388888,24.46,1.46,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-22 13:51:59.999,5df35229-2ec9-8e5c-89a1-193c487135de,
25656,4,0,39,2022-02-23 13:45:00.000,230002,,2022-02-23 13:46:09.445,2022-02-23 13:46:09.445,39,1.1388888,29.22,1.99,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-23 13:45:59.999,7c535c1c-4836-9cef-9660-8e98b54804e3,
9602,4,0,20,2022-02-23 19:16:00.000,,,2022-02-23 19:16:35.918,2022-02-23 19:16:29.676,20,1.7165822,16.483398,0.97402954,UTC-0500,Idp7XEd6un,com.sec.android.app.shealth,2022-02-23 19:17:00.000,e2ba59a0-2269-409f-ae97-afca3a6fb111,
7483,4,0,14,2022-02-26 13:42:00.000,230002,,2022-02-26 13:42:33.387,2022-02-26 13:42:33.386,14,1.4444444,10.81,0.66,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 13:42:59.999,b6f32667-864b-3795-0a62-5425d445ad47,
