com.samsung.shealth.tracker.pedometer_day_summary,6211031,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
5490,273fdc9d-0a90-477e-a094-ef711c65ce01.binning_data.json,2835085,8000,85,2020-12-31 14:45:51.596,com.sec.android.app.shealth,2020-12-30 13:39:29.483,273fdc9d-0a90-477e-a094-ef711c65ce01.source_info.json,1.5778285,4473.2783,283.39825,5405,VfS0qUERdZ,com.sec.android.app.shealth,0,273fdc9d-0a90-477e-a094-ef711c65ce01.achievement.json,273fdc9d-0a90-477e-a094-ef711c65ce01,1609286400000,
4120,96a6a70c-0226-4c7b-86ac-6d3da2664ea1.binning_data.json,2331215,8000,67,2021-03-31 02:04:25.051,com.sec.android.app.shealth,2021-03-30 12:30:24.343,96a6a70c-0226-4c7b-86ac-6d3da2664ea1.source_info.json,1.4210662,3312.8123,214.41147,4053,VfS0qUERdZ,com.sec.android.app.shealth,0,96a6a70c-0226-4c7b-86ac-6d3da2664ea1.achievement.json,96a6a70c-0226-4c7b-86ac-6d3da2664ea1,1617062400000,
1557,f270321f-1820-425f-848d-7a5993a0a350.binning_data.json,1008848,8000,10,2021-02-08 05:00:01.737,com.sec.android.app.shealth,2021-02-08 05:00:01.737,,1.2045557,1215.2148,78.968506,1547,Idp7XEd6un,com.sec.android.app.shealth,0,f270321f-1820-425f-848d-7a5993a0a350.achievement.json,f270321f-1820-425f-848d-7a5993a0a350,1612656000000,
711,167ea5c6-7ff7-4859-9521-c49cce1800de.binning_data.json,457588,8000,0,2021-02-22 05:00:01.871,com.sec.android.app.shealth,2021-02-22 05:00:01.871,,1.2191467,557.8673,35.321793,711,Idp7XEd6un,com.sec.android.app.shealth,0,167ea5c6-7ff7-4859-9521-c49cce1800de.achievement.json,167ea5c6-7ff7-4859-9521-c49cce1800de,1613865600000,
7192,7633d7f8-00f7-4e10-86b8-d3b5204cf160.binning_data.json,3949739,8000,47,2021-06-23 14:22:20.984,com.sec.android.app.shealth,2021-06-21 12:00:14.905,7633d7f8-00f7-4e10-86b8-d3b5204cf160.source_info.json,1.4577872,5757.88,371.74564,7145,VfS0qUERdZ,com.sec.android.app.shealth,0,7633d7f8-00f7-4e10-86b8-d3b5204cf160.achievement.json,7633d7f8-00f7-4e10-86b8-d3b5204cf160,1624233600000,
3854,3b5a902b-c1af-4b2e-9a6b-883bed497240.binning_data.json,2037896,8000,49,2021-02-09 03:02:17.741,com.sec.android.app.shealth,2021-02-08 13:33:57.208,3b5a902b-c1af-4b2e-9a6b-883bed497240.source_info.json,1.5296263,3117.2207,198.38846,3805,VfS0qUERdZ,com.sec.android.app.shealth,0,3b5a902b-c1af-4b2e-9a6b-883bed497240.achievement.json,3b5a902b-c1af-4b2e-9a6b-883bed497240,1612742400000,
2239,be96e3d3-acf2-49ea-9fd2-e97799de7dd8.binning_data.json,1185981,8000,84,2021-02-16 05:00:04.220,com.sec.android.app.shealth,2021-02-15 05:00:04.378,,1.5432198,1830.23,118.83,2155,j9zBUHWfhn,com.sec.android.app.shealth,0,be96e3d3-acf2-49ea-9fd2-e97799de7dd8.achievement.json,be96e3d3-acf2-49ea-9fd2-e97799de7dd8,1613260800000,
9414,e045ca95-997d-478f-9f99-ad54c8819490.binning_data.json,4802108,8000,50,2021-07-04 04:00:04.010,com.sec.android.app.shealth,2021-07-03 04:00:04.525,,1.5907743,7639.0703,480.5904,9364,j9zBUHWfhn,com.sec.android.app.shealth,0,e045ca95-997d-478f-9f99-ad54c8819490.achievement.json,e045ca95-997d-478f-9f99-ad54c8819490,1625184000000,
6575,5a550948-a1c7-4ee7-a47b-56525a94c697.binning_data.json,3336469,6000,255,2020-10-30 13:13:59.686,com.sec.android.app.shealth,2020-10-30 13:13:59.686,5a550948-a1c7-4ee7-a47b-56525a94c697.source_info.json,1.5482533,5165.7,248.07,6320,VfS0qUERdZ,com.sec.android.app.shealth,0,5a550948-a1c7-4ee7-a47b-56525a94c697.achievement.json,5a550948-a1c7-4ee7-a47b-56525a94c697,1603497600000,
752,45413831-399d-4913-8cbb-7757709d383e.binning_data.json,512799,8000,0,2021-03-29 04:00:01.628,com.sec.android.app.shealth,2021-03-29 04:00:01.628,,1.1328963,580.9492,37.590576,752,Idp7XEd6un,com.sec.android.app.shealth,0,45413831-399d-4913-8cbb-7757709d383e.achievement.json,45413831-399d-4913-8cbb-7757709d383e,1616889600000,
4004,9c083fed-4dd4-4c76-9d02-5008fcf5de0e.binning_data.json,2097730,8000,46,2021-02-03 13:10:53.739,com.sec.android.app.shealth,2021-02-02 13:08:41.546,9c083fed-4dd4-4c76-9d02-5008fcf5de0e.source_info.json,1.5499729,3251.4246,205.24237,3958,VfS0qUERdZ,com.sec.android.app.shealth,0,9c083fed-4dd4-4c76-9d02-5008fcf5de0e.achievement.json,9c083fed-4dd4-4c76-9d02-5008fcf5de0e,1612224000000,
10073,4c7eb284-ab05-4158-8bf4-5ce72a0717f1.binning_data.json,6187120,8000,50,2021-03-16 06:09:35.241,com.sec.android.app.shealth,2021-03-16 06:09:35.241,,1.2775897,7904.6016,504.51697,10023,Idp7XEd6un,com.sec.android.app.shealth,0,4c7eb284-ab05-4158-8bf4-5ce72a0717f1.achievement.json,4c7eb284-ab05-4158-8bf4-5ce72a0717f1,1615766400000,
7169,f7a3f483-f8b4-4586-b445-1cf65f1aa4bc.binning_data.json,3921799,8000,20,2021-05-22 13:13:07.450,com.sec.android.app.shealth,2021-05-21 12:21:48.905,f7a3f483-f8b4-4586-b445-1cf65f1aa4bc.source_info.json,1.4594096,5723.5117,361.71802,7149,VfS0qUERdZ,com.sec.android.app.shealth,0,f7a3f483-f8b4-4586-b445-1cf65f1aa4bc.achievement.json,f7a3f483-f8b4-4586-b445-1cf65f1aa4bc,1621555200000,
1853,39aa8c8e-0546-46e0-8e0a-83464397ab09.binning_data.json,1164010,8000,0,2021-07-01 04:00:01.540,com.sec.android.app.shealth,2021-07-01 04:00:01.540,,1.2305397,1432.3613,92.41284,1853,Idp7XEd6un,com.sec.android.app.shealth,0,39aa8c8e-0546-46e0-8e0a-83464397ab09.achievement.json,39aa8c8e-0546-46e0-8e0a-83464397ab09,1625011200000,
5032,fee2f1a3-831b-469d-b8fa-089996d89fdc.binning_data.json,2700318,8000,22,2021-05-22 04:00:04.336,com.sec.android.app.shealth,2021-05-21 04:00:04.083,,1.4884864,4019.388,254.78435,5010,j9zBUHWfhn,com.sec.android.app.shealth,0,fee2f1a3-831b-469d-b8fa-089996d89fdc.achievement.json,fee2f1a3-831b-469d-b8fa-089996d89fdc,1621468800000,
4424,d7e5a40d-ab5e-41b0-8306-e765d34e4f52.binning_data.json,2850445,8000,10,2021-07-06 04:00:01.908,com.sec.android.app.shealth,2021-07-06 04:00:01.908,,1.2099493,3448.8943,222.43066,4414,Idp7XEd6un,com.sec.android.app.shealth,0,d7e5a40d-ab5e-41b0-8306-e765d34e4f52.achievement.json,d7e5a40d-ab5e-41b0-8306-e765d34e4f52,1625443200000,
9720,f3b251e3-d67e-4593-8952-4d135f6878d6.binning_data.json,5714188,8000,0,2021-06-15 04:00:01.946,com.sec.android.app.shealth,2021-06-15 04:00:01.946,,1.338235,7646.927,480.49115,9720,Idp7XEd6un,com.sec.android.app.shealth,0,f3b251e3-d67e-4593-8952-4d135f6878d6.achievement.json,f3b251e3-d67e-4593-8952-4d135f6878d6,1623628800000,
2859,d88926d6-9405-4312-8302-4cdb39bf3c0c.binning_data.json,1510067,8000,9,2021-01-24 05:00:04.011,com.sec.android.app.shealth,2021-01-23 05:00:04.833,,1.5254191,2303.485,145.84937,2850,j9zBUHWfhn,com.sec.android.app.shealth,0,d88926d6-9405-4312-8302-4cdb39bf3c0c.achievement.json,d88926d6-9405-4312-8302-4cdb39bf3c0c,1611273600000,
272,3868dc85-2319-4dfc-ba0b-649a7aca625e.binning_data.json,179814,8000,0,2021-01-21 05:00:01.805,com.sec.android.app.shealth,2021-01-21 05:00:01.805,,1.15661,207.97566,13.701659,272,Idp7XEd6un,com.sec.android.app.shealth,0,3868dc85-2319-4dfc-ba0b-649a7aca625e.achievement.json,3868dc85-2319-4dfc-ba0b-649a7aca625e,1611100800000,
6735,020c8f51-749e-4ea3-83cc-1b898f826a61.binning_data.json,3585662,8000,77,2021-07-07 12:31:00.576,com.sec.android.app.shealth,2021-07-06 12:01:06.405,020c8f51-749e-4ea3-83cc-1b898f826a61.source_info.json,1.502724,5388.2617,346.11282,6658,VfS0qUERdZ,com.sec.android.app.shealth,0,020c8f51-749e-4ea3-83cc-1b898f826a61.achievement.json,020c8f51-749e-4ea3-83cc-1b898f826a61,1625529600000,
1741,c79dc725-67a0-423a-8280-beed1ec64987.binning_data.json,1050794,8000,0,2021-06-17 04:00:02.060,com.sec.android.app.shealth,2021-06-17 04:00:02.060,,1.2938534,1359.5742,86.2937,1741,Idp7XEd6un,com.sec.android.app.shealth,0,c79dc725-67a0-423a-8280-beed1ec64987.achievement.json,c79dc725-67a0-423a-8280-beed1ec64987,1623801600000,
4522,e1547a8b-5ed5-4edc-8a65-a01f76f7ac86.binning_data.json,2435007,8000,9,2021-06-08 04:00:04.134,com.sec.android.app.shealth,2021-06-07 04:00:03.818,,1.4770124,3596.5369,228.00606,4513,j9zBUHWfhn,com.sec.android.app.shealth,0,e1547a8b-5ed5-4edc-8a65-a01f76f7ac86.achievement.json,e1547a8b-5ed5-4edc-8a65-a01f76f7ac86,1622937600000,
2653,6aaba79a-f0f7-4082-9ab6-68f17f87bf4c.binning_data.json,1393183,6000,15,2020-11-18 05:00:03.859,com.sec.android.app.shealth,2020-11-17 05:00:03.932,,1.5318508,2134.15,134.88,2638,j9zBUHWfhn,com.sec.android.app.shealth,0,6aaba79a-f0f7-4082-9ab6-68f17f87bf4c.achievement.json,6aaba79a-f0f7-4082-9ab6-68f17f87bf4c,1605484800000,
7783,36d96d9a-c23c-48d2-9f90-a76d05b1a93b.binning_data.json,4223807,6000,4,2020-12-08 05:00:04.559,com.sec.android.app.shealth,2020-12-07 05:00:04.211,,1.462599,6177.7363,393.3465,7779,j9zBUHWfhn,com.sec.android.app.shealth,0,36d96d9a-c23c-48d2-9f90-a76d05b1a93b.achievement.json,36d96d9a-c23c-48d2-9f90-a76d05b1a93b,1607212800000,
9648,bdfe764f-041a-4990-bb40-e81c0cf157aa.binning_data.json,5029489,8000,47,2021-07-03 12:16:27.651,com.sec.android.app.shealth,2021-07-02 12:25:55.429,bdfe764f-041a-4990-bb40-e81c0cf157aa.source_info.json,1.5558392,7825.076,490.69452,9601,VfS0qUERdZ,com.sec.android.app.shealth,0,bdfe764f-041a-4990-bb40-e81c0cf157aa.achievement.json,bdfe764f-041a-4990-bb40-e81c0cf157aa,1625184000000,
4290,1b28fe3f-8712-4db8-823b-4a3f168cec1b.binning_data.json,2259581,6000,411,2020-11-24 05:00:03.631,com.sec.android.app.shealth,2020-11-24 05:00:03.631,,1.5915095,3596.1448,242.90927,3879,j9zBUHWfhn,com.sec.android.app.shealth,0,1b28fe3f-8712-4db8-823b-4a3f168cec1b.achievement.json,1b28fe3f-8712-4db8-823b-4a3f168cec1b,1606089600000,
20215,5f5b16a7-ebc3-4f4e-adec-f65d0101baf1.binning_data.json,9488877,6000,218,2020-10-30 13:14:01.684,com.sec.android.app.shealth,2020-10-30 13:14:01.684,5f5b16a7-ebc3-4f4e-adec-f65d0101baf1.source_info.json,1.4271717,13542.259,822.22,19997,VfS0qUERdZ,com.sec.android.app.shealth,0,5f5b16a7-ebc3-4f4e-adec-f65d0101baf1.achievement.json,5f5b16a7-ebc3-4f4e-adec-f65d0101baf1,1601683200000,
4205,748beeac-6ae6-4d79-95e3-1648d208f1a2.binning_data.json,2294981,8000,32,2021-05-01 04:00:29.042,com.sec.android.app.shealth,2021-04-30 04:00:04.083,,1.4758795,3387.1167,213.36949,4173,j9zBUHWfhn,com.sec.android.app.shealth,0,748beeac-6ae6-4d79-95e3-1648d208f1a2.achievement.json,748beeac-6ae6-4d79-95e3-1648d208f1a2,1619654400000,
1203,3837ee74-0539-44cb-bc33-5f7d4e493231.binning_data.json,717094,8000,147,2021-03-02 05:00:01.965,com.sec.android.app.shealth,2021-03-02 05:00:01.965,,1.423102,1020.4988,71.0336,1056,Idp7XEd6un,com.sec.android.app.shealth,0,3837ee74-0539-44cb-bc33-5f7d4e493231.achievement.json,3837ee74-0539-44cb-bc33-5f7d4e493231,1614556800000,
5296,6fac7082-fb3b-431c-840f-59f0b3228aaf.binning_data.json,2865003,8000,15,2021-01-15 13:32:22.678,com.sec.android.app.shealth,2021-01-14 13:29:56.969,6fac7082-fb3b-431c-840f-59f0b3228aaf.source_info.json,1.4888148,4265.4595,269.92166,5281,VfS0qUERdZ,com.sec.android.app.shealth,0,6fac7082-fb3b-431c-840f-59f0b3228aaf.achievement.json,6fac7082-fb3b-431c-840f-59f0b3228aaf,1610582400000,
9524,8e67bad6-4126-4da5-ad55-0eddaa9fdc58.binning_data.json,5088584,8000,33,2021-06-26 12:41:44.690,com.sec.android.app.shealth,2021-06-25 12:00:19.699,8e67bad6-4126-4da5-ad55-0eddaa9fdc58.source_info.json,1.507735,7672.237,484.86725,9491,VfS0qUERdZ,com.sec.android.app.shealth,0,8e67bad6-4126-4da5-ad55-0eddaa9fdc58.achievement.json,8e67bad6-4126-4da5-ad55-0eddaa9fdc58,1624579200000,
4849,73519f8d-fbf3-4554-9032-afa35c430b30.binning_data.json,2562699,6000,502,2020-11-15 05:00:04.330,com.sec.android.app.shealth,2020-11-14 05:00:30.936,,1.5808724,4051.301,277.97852,4347,j9zBUHWfhn,com.sec.android.app.shealth,0,73519f8d-fbf3-4554-9032-afa35c430b30.achievement.json,73519f8d-fbf3-4554-9032-afa35c430b30,1605225600000,
13228,e92e2567-97ef-40e9-b615-5e02b539ee31.binning_data.json,7172975,8000,596,2021-04-19 02:56:16.694,com.sec.android.app.shealth,2021-04-18 11:31:18.222,e92e2567-97ef-40e9-b615-5e02b539ee31.source_info.json,1.5086905,10821.8,708.81824,12632,VfS0qUERdZ,com.sec.android.app.shealth,0,e92e2567-97ef-40e9-b615-5e02b539ee31.achievement.json,e92e2567-97ef-40e9-b615-5e02b539ee31,1618704000000,
10947,2fca04cf-e8e5-4f93-abe0-24f37ea315e6.binning_data.json,5610552,6000,52,2020-11-15 16:18:43.151,com.sec.android.app.shealth,2020-11-14 14:33:19.415,2fca04cf-e8e5-4f93-abe0-24f37ea315e6.source_info.json,1.5892729,8916.698,554.599,10895,VfS0qUERdZ,com.sec.android.app.shealth,0,2fca04cf-e8e5-4f93-abe0-24f37ea315e6.achievement.json,2fca04cf-e8e5-4f93-abe0-24f37ea315e6,1605312000000,
4121,e582c32f-ca2d-4016-9b6d-1275eb3b52f6.binning_data.json,2137077,8000,16,2021-01-20 06:41:27.931,com.sec.android.app.shealth,2021-01-19 05:00:04.762,,1.5582902,3330.1873,210.74956,4105,j9zBUHWfhn,com.sec.android.app.shealth,0,e582c32f-ca2d-4016-9b6d-1275eb3b52f6.achievement.json,e582c32f-ca2d-4016-9b6d-1275eb3b52f6,1610928000000,
2433,6af38370-95b8-47f9-8afb-c0d523331d1e.binning_data.json,1416338,6000,0,2020-11-25 05:00:01.734,com.sec.android.app.shealth,2020-11-25 05:00:01.734,,1.3488986,1910.4976,120.13922,2433,Idp7XEd6un,com.sec.android.app.shealth,0,6af38370-95b8-47f9-8afb-c0d523331d1e.achievement.json,6af38370-95b8-47f9-8afb-c0d523331d1e,1606176000000,
6100,a69e6532-4b81-40a3-bcb7-6f37f90f2eec.binning_data.json,3675333,8000,0,2021-05-02 04:00:19.906,com.sec.android.app.shealth,2021-05-02 04:00:19.906,,1.2935506,4754.2305,302.2588,6100,Idp7XEd6un,com.sec.android.app.shealth,0,a69e6532-4b81-40a3-bcb7-6f37f90f2eec.achievement.json,a69e6532-4b81-40a3-bcb7-6f37f90f2eec,1619827200000,
3129,6fed1e26-3228-4aa3-a7f0-d0d973b1db65.binning_data.json,1688696,8000,3,2021-02-18 05:00:04.617,com.sec.android.app.shealth,2021-02-17 05:00:04.814,,1.4837596,2505.62,158.93,3126,j9zBUHWfhn,com.sec.android.app.shealth,0,6fed1e26-3228-4aa3-a7f0-d0d973b1db65.achievement.json,6fed1e26-3228-4aa3-a7f0-d0d973b1db65,1613433600000,
5454,de84e7c6-ab32-47c0-83b8-9dddf5a77d7c.binning_data.json,2808182,8000,47,2021-06-09 12:38:38.717,com.sec.android.app.shealth,2021-06-08 12:33:06.484,de84e7c6-ab32-47c0-83b8-9dddf5a77d7c.source_info.json,1.5825993,4444.2275,278.26794,5407,VfS0qUERdZ,com.sec.android.app.shealth,0,de84e7c6-ab32-47c0-83b8-9dddf5a77d7c.achievement.json,de84e7c6-ab32-47c0-83b8-9dddf5a77d7c,1623110400000,
6614,f3c4442c-151b-4192-8fa1-edf953144ac5.binning_data.json,3541975,8000,58,2021-07-04 13:33:58.189,com.sec.android.app.shealth,2021-07-03 12:14:04.328,f3c4442c-151b-4192-8fa1-edf953144ac5.source_info.json,1.5029641,5323.462,338.553,6556,VfS0qUERdZ,com.sec.android.app.shealth,0,f3c4442c-151b-4192-8fa1-edf953144ac5.achievement.json,f3c4442c-151b-4192-8fa1-edf953144ac5,1625270400000,
2958,b2ae0ba2-611b-49c4-9189-6d30fd48485f.binning_data.json,1694094,6000,0,2020-11-13 05:00:01.846,com.sec.android.app.shealth,2020-11-13 05:00:01.846,,1.3801411,2338.0898,146.01245,2958,Idp7XEd6un,com.sec.android.app.shealth,0,b2ae0ba2-611b-49c4-9189-6d30fd48485f.achievement.json,b2ae0ba2-611b-49c4-9189-6d30fd48485f,1605139200000,
3263,780bf9c0-44f5-430e-8f62-00c9aa6106b5.binning_data.json,1833918,8000,0,2021-06-14 04:00:01.886,com.sec.android.app.shealth,2021-06-14 04:00:01.886,,1.4190934,2602.502,160.30994,3263,Idp7XEd6un,com.sec.android.app.shealth,0,780bf9c0-44f5-430e-8f62-00c9aa6106b5.achievement.json,780bf9c0-44f5-430e-8f62-00c9aa6106b5,1623542400000,
843,9bf59663-7165-4f57-94cd-9098da928752.binning_data.json,513208,8000,3,2021-03-19 17:30:50.700,com.sec.android.app.shealth,2021-03-12 13:14:33.986,9bf59663-7165-4f57-94cd-9098da928752.source_info.json,1.2811049,657.47437,42.18611,840,VfS0qUERdZ,com.sec.android.app.shealth,0,9bf59663-7165-4f57-94cd-9098da928752.achievement.json,9bf59663-7165-4f57-94cd-9098da928752,1615507200000,
2947,ba511013-7fd8-49b0-8362-1c00a032a0e8.binning_data.json,1508165,8000,22,2021-01-18 05:00:04.434,com.sec.android.app.shealth,2021-01-18 05:00:04.434,,1.5791575,2381.63,151.64,2925,j9zBUHWfhn,com.sec.android.app.shealth,0,ba511013-7fd8-49b0-8362-1c00a032a0e8.achievement.json,ba511013-7fd8-49b0-8362-1c00a032a0e8,1610841600000,
1103,b214d8d4-e1fc-4034-8250-730a12279bce.binning_data.json,716913,8000,0,2020-12-14 05:00:06.019,com.sec.android.app.shealth,2020-12-13 06:18:57.471,,1.1969007,858.0742,54.964844,1103,Idp7XEd6un,com.sec.android.app.shealth,0,b214d8d4-e1fc-4034-8250-730a12279bce.achievement.json,b214d8d4-e1fc-4034-8250-730a12279bce,1607731200000,
6637,6a662c2d-fb92-4c5d-ab3f-6c29a8ae4eb3.binning_data.json,3659375,8000,53,2021-06-17 12:35:32.018,com.sec.android.app.shealth,2021-06-16 12:25:28.456,6a662c2d-fb92-4c5d-ab3f-6c29a8ae4eb3.source_info.json,1.4581269,5335.8345,342.4642,6584,VfS0qUERdZ,com.sec.android.app.shealth,0,6a662c2d-fb92-4c5d-ab3f-6c29a8ae4eb3.achievement.json,6a662c2d-fb92-4c5d-ab3f-6c29a8ae4eb3,1623801600000,
1576,e139d060-c966-4cf2-b48d-2de9079aabb0.binning_data.json,956539,6000,0,2020-11-05 05:00:01.889,com.sec.android.app.shealth,2020-11-05 05:00:01.889,,1.2883499,1232.3574,78.1145,1576,Idp7XEd6un,com.sec.android.app.shealth,0,e139d060-c966-4cf2-b48d-2de9079aabb0.achievement.json,e139d060-c966-4cf2-b48d-2de9079aabb0,1604448000000,
8460,fecc14ea-a471-4588-8c60-58468006ed56.binning_data.json,4476341,8000,32,2021-07-15 17:51:46.238,com.sec.android.app.shealth,2021-07-14 12:33:05.791,fecc14ea-a471-4588-8c60-58468006ed56.source_info.json,1.5193521,6801.138,429.3889,8428,VfS0qUERdZ,com.sec.android.app.shealth,0,fecc14ea-a471-4588-8c60-58468006ed56.achievement.json,fecc14ea-a471-4588-8c60-58468006ed56,1626220800000,
752,03c220d8-f640-4693-86db-82938914997c.binning_data.json,512799,8000,0,2021-03-29 02:30:53.622,com.sec.android.app.shealth,2021-03-28 13:25:56.141,03c220d8-f640-4693-86db-82938914997c.source_info.json,1.1328963,580.9492,37.590576,752,VfS0qUERdZ,com.sec.android.app.shealth,0,03c220d8-f640-4693-86db-82938914997c.achievement.json,03c220d8-f640-4693-86db-82938914997c,1616889600000,
9131,36c622a7-f79a-435c-9d72-ca4c410fe63f.binning_data.json,4872976,8000,22,2021-06-09 04:00:04.439,com.sec.android.app.shealth,2021-06-08 04:00:04.155,,1.5051887,7334.7495,459.7775,9109,j9zBUHWfhn,com.sec.android.app.shealth,0,36c622a7-f79a-435c-9d72-ca4c410fe63f.achievement.json,36c622a7-f79a-435c-9d72-ca4c410fe63f,1623024000000,
4266,bf2065a5-c6e1-4ca6-9478-7e55e4dc4320.binning_data.json,2364755,8000,51,2021-03-05 03:44:11.022,com.sec.android.app.shealth,2021-03-04 13:23:52.552,bf2065a5-c6e1-4ca6-9478-7e55e4dc4320.source_info.json,1.4601756,3452.959,217.48413,4215,VfS0qUERdZ,com.sec.android.app.shealth,0,bf2065a5-c6e1-4ca6-9478-7e55e4dc4320.achievement.json,bf2065a5-c6e1-4ca6-9478-7e55e4dc4320,1614816000000,
4207,69ed1f34-0b44-46a7-8abe-543e9fed934d.binning_data.json,2235370,8000,59,2021-04-17 04:00:03.121,com.sec.android.app.shealth,2021-04-17 04:00:03.121,,1.5204504,3398.77,218.71,4148,j9zBUHWfhn,com.sec.android.app.shealth,0,69ed1f34-0b44-46a7-8abe-543e9fed934d.achievement.json,69ed1f34-0b44-46a7-8abe-543e9fed934d,1618444800000,
2905,dcd68d5c-2e29-47f3-835b-52ee916b45a7.binning_data.json,1562515,8000,3,2020-12-18 13:12:31.318,com.sec.android.app.shealth,2020-12-17 12:30:25.293,dcd68d5c-2e29-47f3-835b-52ee916b45a7.source_info.json,1.4900234,2328.185,146.85695,2902,VfS0qUERdZ,com.sec.android.app.shealth,0,dcd68d5c-2e29-47f3-835b-52ee916b45a7.achievement.json,dcd68d5c-2e29-47f3-835b-52ee916b45a7,1608163200000,
3028,c2206814-9f23-42c3-804d-933b07b8fb71.binning_data.json,1608977,8000,13,2021-03-05 05:00:04.018,com.sec.android.app.shealth,2021-03-04 05:00:04.258,,1.5208414,2447.0,154.68,3015,j9zBUHWfhn,com.sec.android.app.shealth,0,c2206814-9f23-42c3-804d-933b07b8fb71.achievement.json,c2206814-9f23-42c3-804d-933b07b8fb71,1614729600000,
2169,fcd73728-bb9b-4713-99ee-03b5fdf68d9e.binning_data.json,1171336,8000,22,2021-02-05 05:00:22.237,com.sec.android.app.shealth,2021-02-04 05:00:04.541,,1.4825197,1736.53,112.99,2147,j9zBUHWfhn,com.sec.android.app.shealth,0,fcd73728-bb9b-4713-99ee-03b5fdf68d9e.achievement.json,fcd73728-bb9b-4713-99ee-03b5fdf68d9e,1612310400000,
3458,4a88182b-a5d5-4813-8ee6-532ef5e57c02.binning_data.json,1859654,8000,29,2021-02-06 05:00:04.436,com.sec.android.app.shealth,2021-02-05 05:00:22.243,,1.4898285,2770.5667,176.88832,3429,j9zBUHWfhn,com.sec.android.app.shealth,0,4a88182b-a5d5-4813-8ee6-532ef5e57c02.achievement.json,4a88182b-a5d5-4813-8ee6-532ef5e57c02,1612396800000,
6387,7bec2818-0507-454f-9716-5479a3005732.binning_data.json,3400878,8000,27,2021-06-19 12:16:24.635,com.sec.android.app.shealth,2021-06-18 12:34:05.101,7bec2818-0507-454f-9716-5479a3005732.source_info.json,1.5229185,5179.261,325.93237,6360,VfS0qUERdZ,com.sec.android.app.shealth,0,7bec2818-0507-454f-9716-5479a3005732.achievement.json,7bec2818-0507-454f-9716-5479a3005732,1623974400000,
1540,20b80385-f4ef-4820-be03-13f92364701e.binning_data.json,806283,8000,24,2021-01-31 05:00:04.057,com.sec.android.app.shealth,2021-01-30 05:03:42.364,,1.5535601,1252.61,80.34,1516,j9zBUHWfhn,com.sec.android.app.shealth,0,20b80385-f4ef-4820-be03-13f92364701e.achievement.json,20b80385-f4ef-4820-be03-13f92364701e,1611878400000,
4033,a656bf0f-6f5c-49a0-af2b-fd9842e7e6e2.binning_data.json,2037136,8000,36,2021-02-11 05:00:04.416,com.sec.android.app.shealth,2021-02-10 05:00:04.319,,1.6275481,3315.537,209.49146,3997,j9zBUHWfhn,com.sec.android.app.shealth,0,a656bf0f-6f5c-49a0-af2b-fd9842e7e6e2.achievement.json,a656bf0f-6f5c-49a0-af2b-fd9842e7e6e2,1612828800000,
3299,bf053a0b-ca5e-4c22-90d3-4fcbd30432d9.binning_data.json,1798185,8000,40,2021-04-13 02:11:35.574,com.sec.android.app.shealth,2021-04-12 12:24:49.059,bf053a0b-ca5e-4c22-90d3-4fcbd30432d9.source_info.json,1.4735876,2649.7844,168.26157,3259,VfS0qUERdZ,com.sec.android.app.shealth,0,bf053a0b-ca5e-4c22-90d3-4fcbd30432d9.achievement.json,bf053a0b-ca5e-4c22-90d3-4fcbd30432d9,1618185600000,
17216,c416494a-6784-44bc-aff9-943782c3cf1c.binning_data.json,10036822,8000,275,2021-03-19 06:00:37.099,com.sec.android.app.shealth,2021-03-18 15:30:42.150,,1.3695074,13745.502,878.1494,16941,Idp7XEd6un,com.sec.android.app.shealth,0,c416494a-6784-44bc-aff9-943782c3cf1c.achievement.json,c416494a-6784-44bc-aff9-943782c3cf1c,1616025600000,
5695,e4925749-addc-412d-b3ed-e7067af522a1.binning_data.json,3114254,8000,47,2021-05-18 04:00:04.480,com.sec.android.app.shealth,2021-05-17 04:00:04.304,,1.4748752,4593.136,299.96976,5648,j9zBUHWfhn,com.sec.android.app.shealth,0,e4925749-addc-412d-b3ed-e7067af522a1.achievement.json,e4925749-addc-412d-b3ed-e7067af522a1,1621123200000,
607,cef601d5-3a47-4302-a063-a838e8a832e4.binning_data.json,413308,8000,0,2021-03-25 04:00:01.880,com.sec.android.app.shealth,2021-03-25 04:00:01.880,,1.1236403,464.41016,30.537354,607,Idp7XEd6un,com.sec.android.app.shealth,0,cef601d5-3a47-4302-a063-a838e8a832e4.achievement.json,cef601d5-3a47-4302-a063-a838e8a832e4,1616544000000,
2755,9fb68003-7efd-417c-a6ae-5e133b76ff9a.binning_data.json,1528370,8000,250,2021-03-28 03:05:38.263,com.sec.android.app.shealth,2021-03-27 12:34:18.522,9fb68003-7efd-417c-a6ae-5e133b76ff9a.source_info.json,1.4941281,2283.582,152.01636,2505,VfS0qUERdZ,com.sec.android.app.shealth,0,9fb68003-7efd-417c-a6ae-5e133b76ff9a.achievement.json,9fb68003-7efd-417c-a6ae-5e133b76ff9a,1616803200000,
