com.samsung.shealth.tracker.pedometer_day_summary,6211031,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
7928,5774090d-34d1-4390-9cb7-54f63d32ea9b.binning_data.json,4457869,8000,105,2021-12-07 13:04:11.652,com.sec.android.app.shealth,2021-12-05 14:19:11.766,5774090d-34d1-4390-9cb7-54f63d32ea9b.source_info.json,1.3949721,6218.603,402.4454,7823,VfS0qUERdZ,com.sec.android.app.shealth,0,5774090d-34d1-4390-9cb7-54f63d32ea9b.achievement.json,5774090d-34d1-4390-9cb7-54f63d32ea9b,1638662400000,
1367,d95cef4c-c35a-49b2-b00b-aeb231e75892.binning_data.json,877134,8000,0,2021-11-24 05:00:02.564,com.sec.android.app.shealth,2021-11-24 05:00:02.564,,1.2055653,1057.4434,68.1597,1367,Idp7XEd6un,com.sec.android.app.shealth,0,d95cef4c-c35a-49b2-b00b-aeb231e75892.achievement.json,d95cef4c-c35a-49b2-b00b-aeb231e75892,1637625600000,
3343,7622d8b2-3b0c-4ada-a537-6c73e7f27aca.binning_data.json,1872949,8000,51,2022-02-03 03:15:22.307,com.sec.android.app.shealth,2022-02-02 13:00:14.292,7622d8b2-3b0c-4ada-a537-6c73e7f27aca.source_info.json,1.397577,2617.592,171.34935,3292,VfS0qUERdZ,com.sec.android.app.shealth,0,7622d8b2-3b0c-4ada-a537-6c73e7f27aca.achievement.json,7622d8b2-3b0c-4ada-a537-6c73e7f27aca,1643760000000,
1521,bb50d0f9-f776-4323-8a7e-7b5216f4e312.binning_data.json,977426,8000,0,2021-12-15 05:00:02.384,com.sec.android.app.shealth,2021-12-15 05:00:02.384,,1.21832,1190.8184,75.43909,1521,Idp7XEd6un,com.sec.android.app.shealth,0,bb50d0f9-f776-4323-8a7e-7b5216f4e312.achievement.json,bb50d0f9-f776-4323-8a7e-7b5216f4e312,1639440000000,
5309,d8cad6ef-4acd-4955-89a9-b11b89626971.binning_data.json,2900545,8000,57,2021-08-26 04:00:04.559,com.sec.android.app.shealth,2021-08-25 04:00:04.944,,1.4446744,4190.3433,273.3123,5252,j9zBUHWfhn,com.sec.android.app.shealth,0,d8cad6ef-4acd-4955-89a9-b11b89626971.achievement.json,d8cad6ef-4acd-4955-89a9-b11b89626971,1629763200000,
735,acfec8df-43e5-4501-b0e9-e6241dba8327.binning_data.json,489163,8000,0,2022-01-05 05:00:02.235,com.sec.android.app.shealth,2022-01-05 05:00:02.235,,1.1595465,567.208,36.72052,735,Idp7XEd6un,com.sec.android.app.shealth,0,acfec8df-43e5-4501-b0e9-e6241dba8327.achievement.json,acfec8df-43e5-4501-b0e9-e6241dba8327,1641254400000,
844,f0a751b1-4b3f-4517-86b6-46047ee17e78.binning_data.json,559330,8000,0,2021-08-27 02:34:45.389,com.sec.android.app.shealth,2021-08-26 12:31:00.829,f0a751b1-4b3f-4517-86b6-46047ee17e78.source_info.json,1.1708902,654.91504,42.045532,844,VfS0qUERdZ,com.sec.android.app.shealth,0,f0a751b1-4b3f-4517-86b6-46047ee17e78.achievement.json,f0a751b1-4b3f-4517-86b6-46047ee17e78,1629936000000,
6570,d8df4de9-ca55-44ae-bf46-183c8512585d.binning_data.json,3503092,8000,62,2021-09-21 12:24:52.834,com.sec.android.app.shealth,2021-09-20 12:00:12.115,d8df4de9-ca55-44ae-bf46-183c8512585d.source_info.json,1.5044447,5270.209,337.33218,6508,VfS0qUERdZ,com.sec.android.app.shealth,0,d8df4de9-ca55-44ae-bf46-183c8512585d.achievement.json,d8df4de9-ca55-44ae-bf46-183c8512585d,1632096000000,
2930,665d5e96-4c60-4173-9304-93956fd017d0.binning_data.json,1926480,8000,0,2021-08-02 04:00:02.584,com.sec.android.app.shealth,2021-08-01 04:00:47.951,,1.1734746,2260.6758,146.49829,2930,Idp7XEd6un,com.sec.android.app.shealth,0,665d5e96-4c60-4173-9304-93956fd017d0.achievement.json,665d5e96-4c60-4173-9304-93956fd017d0,1627776000000,
3688,ca1ef14f-8da2-47b6-8f0c-32ce12587d72.binning_data.json,2167118,8000,9,2022-02-06 13:38:58.456,com.sec.android.app.shealth,2022-02-05 14:01:01.856,ca1ef14f-8da2-47b6-8f0c-32ce12587d72.source_info.json,1.3230497,2867.205,186.03847,3679,VfS0qUERdZ,com.sec.android.app.shealth,0,ca1ef14f-8da2-47b6-8f0c-32ce12587d72.achievement.json,ca1ef14f-8da2-47b6-8f0c-32ce12587d72,1644019200000,
4083,b2eb78b4-0c76-4c03-9738-294ef9c3a88a.binning_data.json,2315177,8000,51,2021-12-27 05:00:37.773,com.sec.android.app.shealth,2021-12-26 05:00:05.170,,1.3918324,3222.339,206.62086,4032,j9zBUHWfhn,com.sec.android.app.shealth,0,b2eb78b4-0c76-4c03-9738-294ef9c3a88a.achievement.json,b2eb78b4-0c76-4c03-9738-294ef9c3a88a,1640390400000,
9311,8ca9c9eb-695e-4902-9098-0d539b1f4ef6.binning_data.json,5490439,8000,25,2022-03-26 15:59:51.214,com.sec.android.app.shealth,2022-03-26 15:59:18.864,8ca9c9eb-695e-4902-9098-0d539b1f4ef6.source_info.json,1.3278497,7290.478,466.10162,9286,VfS0qUERdZ,com.sec.android.app.shealth,0,8ca9c9eb-695e-4902-9098-0d539b1f4ef6.achievement.json,8ca9c9eb-695e-4902-9098-0d539b1f4ef6,1647129600000,
4562,317fa941-4d38-49b5-95ba-83c193f82046.binning_data.json,2534794,8000,35,2021-09-12 02:55:03.863,com.sec.android.app.shealth,2021-09-11 13:00:24.239,317fa941-4d38-49b5-95ba-83c193f82046.source_info.json,1.4534892,3684.2961,237.16972,4527,VfS0qUERdZ,com.sec.android.app.shealth,0,317fa941-4d38-49b5-95ba-83c193f82046.achievement.json,317fa941-4d38-49b5-95ba-83c193f82046,1631318400000,
6776,4d089f6d-3fdc-4b1e-9140-cef1a3fcfcdd.binning_data.json,3848975,8000,56,2021-08-22 02:19:36.070,com.sec.android.app.shealth,2021-08-21 13:00:12.057,4d089f6d-3fdc-4b1e-9140-cef1a3fcfcdd.source_info.json,1.4033529,5401.4697,349.56073,6720,VfS0qUERdZ,com.sec.android.app.shealth,0,4d089f6d-3fdc-4b1e-9140-cef1a3fcfcdd.achievement.json,4d089f6d-3fdc-4b1e-9140-cef1a3fcfcdd,1629504000000,
2742,b659656b-4855-4e7d-acb7-15ac8bc3f951.binning_data.json,1541023,8000,23,2022-01-12 03:27:56.532,com.sec.android.app.shealth,2022-01-11 13:03:07.601,b659656b-4855-4e7d-acb7-15ac8bc3f951.source_info.json,1.395077,2149.846,139.46718,2719,VfS0qUERdZ,com.sec.android.app.shealth,0,b659656b-4855-4e7d-acb7-15ac8bc3f951.achievement.json,b659656b-4855-4e7d-acb7-15ac8bc3f951,1641859200000,
12291,28fbda3c-f3f5-47d3-863b-d63ac6e1afaa.binning_data.json,6755608,8000,27,2021-08-29 03:58:46.954,com.sec.android.app.shealth,2021-08-28 13:18:53.840,28fbda3c-f3f5-47d3-863b-d63ac6e1afaa.source_info.json,1.439878,9727.251,620.36584,12264,VfS0qUERdZ,com.sec.android.app.shealth,0,28fbda3c-f3f5-47d3-863b-d63ac6e1afaa.achievement.json,28fbda3c-f3f5-47d3-863b-d63ac6e1afaa,1630108800000,
2395,fbb4cb9a-e66e-4048-955c-5da6e582f875.binning_data.json,1462022,8000,0,2021-08-25 04:00:02.121,com.sec.android.app.shealth,2021-08-25 04:00:02.121,,1.2784579,1869.1338,118.67822,2395,Idp7XEd6un,com.sec.android.app.shealth,0,fbb4cb9a-e66e-4048-955c-5da6e582f875.achievement.json,fbb4cb9a-e66e-4048-955c-5da6e582f875,1629763200000,
17116,3f8308a1-fb2d-477e-980b-7a97a91f9d8d.binning_data.json,9711010,8000,5,2022-03-07 17:00:06.899,com.sec.android.app.shealth,2022-03-06 17:00:05.185,,1.349583,13105.816,869.7367,17111,j9zBUHWfhn,com.sec.android.app.shealth,0,3f8308a1-fb2d-477e-980b-7a97a91f9d8d.achievement.json,3f8308a1-fb2d-477e-980b-7a97a91f9d8d,1646524800000,
1362,96a3ca3b-b941-43c1-8d5b-1112885a836b.binning_data.json,876937,8000,0,2021-12-01 05:00:02.598,com.sec.android.app.shealth,2021-12-01 05:00:02.598,,1.1930604,1046.2393,68.31717,1362,Idp7XEd6un,com.sec.android.app.shealth,0,96a3ca3b-b941-43c1-8d5b-1112885a836b.achievement.json,96a3ca3b-b941-43c1-8d5b-1112885a836b,1638230400000,
795,75a99c9f-d8c8-4aa8-ab21-b0911040dda4.binning_data.json,528363,8000,0,2021-10-30 04:00:01.543,com.sec.android.app.shealth,2021-10-30 04:00:01.543,,1.1732578,619.90674,39.65953,795,Idp7XEd6un,com.sec.android.app.shealth,0,75a99c9f-d8c8-4aa8-ab21-b0911040dda4.achievement.json,75a99c9f-d8c8-4aa8-ab21-b0911040dda4,1635465600000,
3855,3a6856d4-887c-4753-ac90-28326af67fce.binning_data.json,2278616,8000,11,2022-03-26 15:59:20.272,com.sec.android.app.shealth,2022-03-26 15:59:20.272,3a6856d4-887c-4753-ac90-28326af67fce.source_info.json,1.2957324,2952.4768,199.67342,3844,VfS0qUERdZ,com.sec.android.app.shealth,0,3a6856d4-887c-4753-ac90-28326af67fce.achievement.json,3a6856d4-887c-4753-ac90-28326af67fce,1646006400000,
4003,551430ce-3fb5-42c7-8ed9-31ea93cf2b62.binning_data.json,2255181,8000,0,2021-11-27 05:00:05.667,com.sec.android.app.shealth,2021-11-27 05:00:05.667,,1.389591,3133.78,200.45,4003,j9zBUHWfhn,com.sec.android.app.shealth,0,551430ce-3fb5-42c7-8ed9-31ea93cf2b62.achievement.json,551430ce-3fb5-42c7-8ed9-31ea93cf2b62,1637884800000,
5096,2a0eb3c4-1dc0-4741-8105-6b38c201555e.binning_data.json,3208235,8000,0,2021-10-06 04:00:02.392,com.sec.android.app.shealth,2021-10-06 04:00:02.392,,1.2227113,3922.745,254.77917,5096,Idp7XEd6un,com.sec.android.app.shealth,0,2a0eb3c4-1dc0-4741-8105-6b38c201555e.achievement.json,2a0eb3c4-1dc0-4741-8105-6b38c201555e,1633392000000,
4623,b3e17bda-2680-473a-972f-49e71ee2cf8c.binning_data.json,2505788,8000,50,2021-10-09 22:00:09.094,com.sec.android.app.shealth,2021-10-09 06:22:52.322,,1.4870969,3726.351,239.09735,4573,j9zBUHWfhn,com.sec.android.app.shealth,0,b3e17bda-2680-473a-972f-49e71ee2cf8c.achievement.json,b3e17bda-2680-473a-972f-49e71ee2cf8c,1633651200000,
2318,ed63ecad-e6f2-4f1b-9d9f-e1571332eaf2.binning_data.json,1333674,8000,48,2022-01-07 13:10:10.138,com.sec.android.app.shealth,2022-01-06 13:30:29.636,ed63ecad-e6f2-4f1b-9d9f-e1571332eaf2.source_info.json,1.3506272,1801.2972,120.55767,2270,VfS0qUERdZ,com.sec.android.app.shealth,0,ed63ecad-e6f2-4f1b-9d9f-e1571332eaf2.achievement.json,ed63ecad-e6f2-4f1b-9d9f-e1571332eaf2,1641427200000,
3050,6542f4be-9589-4338-b195-6eeeb111daba.binning_data.json,1593890,8000,53,2021-07-30 04:00:15.607,com.sec.android.app.shealth,2021-07-30 04:00:15.607,,1.5376468,2450.8406,161.37863,2997,j9zBUHWfhn,com.sec.android.app.shealth,0,6542f4be-9589-4338-b195-6eeeb111daba.achievement.json,6542f4be-9589-4338-b195-6eeeb111daba,1627516800000,
5143,fe938292-1b52-4e6e-a367-e7ee8ee6d149.binning_data.json,2937050,8000,28,2021-12-13 13:49:14.866,com.sec.android.app.shealth,2021-12-12 05:03:11.601,fe938292-1b52-4e6e-a367-e7ee8ee6d149.source_info.json,1.3753839,4039.571,262.42484,5115,VfS0qUERdZ,com.sec.android.app.shealth,0,fe938292-1b52-4e6e-a367-e7ee8ee6d149.achievement.json,fe938292-1b52-4e6e-a367-e7ee8ee6d149,1639267200000,
10941,bd6ea6d7-8e85-4f54-a7ba-c0541e4b63a3.binning_data.json,6523349,8000,16,2022-01-01 05:00:46.142,com.sec.android.app.shealth,2021-12-31 05:00:05.699,,1.2905388,8418.635,550.9267,10925,j9zBUHWfhn,com.sec.android.app.shealth,0,bd6ea6d7-8e85-4f54-a7ba-c0541e4b63a3.achievement.json,bd6ea6d7-8e85-4f54-a7ba-c0541e4b63a3,1640822400000,
981,c8f8a96b-4e1b-42f7-a34c-8076841cf68c.binning_data.json,651236,8000,0,2021-12-07 05:00:02.635,com.sec.android.app.shealth,2021-12-07 05:00:02.635,,1.1700766,761.9961,48.94342,981,Idp7XEd6un,com.sec.android.app.shealth,0,c8f8a96b-4e1b-42f7-a34c-8076841cf68c.achievement.json,c8f8a96b-4e1b-42f7-a34c-8076841cf68c,1638748800000,
4058,7c348e6f-b3d7-48c4-9227-f1cee097a433.binning_data.json,2270548,8000,7,2022-01-17 05:00:05.094,com.sec.android.app.shealth,2022-01-17 05:00:05.094,,1.3989965,3176.49,204.67,4051,j9zBUHWfhn,com.sec.android.app.shealth,0,7c348e6f-b3d7-48c4-9227-f1cee097a433.achievement.json,7c348e6f-b3d7-48c4-9227-f1cee097a433,1642291200000,
4204,3052bc9d-4b8e-425b-a90d-ddf9f48773b4.binning_data.json,2444031,8000,51,2021-12-03 12:32:25.417,com.sec.android.app.shealth,2021-12-02 12:39:56.101,3052bc9d-4b8e-425b-a90d-ddf9f48773b4.source_info.json,1.3406671,3276.6333,213.4943,4153,VfS0qUERdZ,com.sec.android.app.shealth,0,3052bc9d-4b8e-425b-a90d-ddf9f48773b4.achievement.json,3052bc9d-4b8e-425b-a90d-ddf9f48773b4,1638403200000,
7403,bae0c80c-ed06-42d9-aeb2-6ba4108faee1.binning_data.json,4499080,8000,18,2022-03-13 17:00:03.143,com.sec.android.app.shealth,2022-03-13 17:00:03.143,,1.2865026,5788.078,370.47485,7385,Idp7XEd6un,com.sec.android.app.shealth,0,bae0c80c-ed06-42d9-aeb2-6ba4108faee1.achievement.json,bae0c80c-ed06-42d9-aeb2-6ba4108faee1,1647129600000,
3768,f412e599-2669-440f-8d88-dac2a445cc7b.binning_data.json,2193004,8000,38,2022-01-09 14:21:09.281,com.sec.android.app.shealth,2022-01-08 14:02:34.221,f412e599-2669-440f-8d88-dac2a445cc7b.source_info.json,1.3401272,2938.9053,191.9574,3730,VfS0qUERdZ,com.sec.android.app.shealth,0,f412e599-2669-440f-8d88-dac2a445cc7b.achievement.json,f412e599-2669-440f-8d88-dac2a445cc7b,1641600000000,
5041,54c48c58-8eb5-43bf-b03c-7006650062cb.binning_data.json,2962630,8000,39,2022-03-16 17:00:02.548,com.sec.android.app.shealth,2022-03-16 17:00:02.548,,1.3423567,3976.9062,253.32812,5002,Idp7XEd6un,com.sec.android.app.shealth,0,54c48c58-8eb5-43bf-b03c-7006650062cb.achievement.json,54c48c58-8eb5-43bf-b03c-7006650062cb,1647388800000,
1085,b1cc2d8b-c9a6-450c-a277-100382d342e4.binning_data.json,699041,8000,0,2021-09-17 04:00:02.576,com.sec.android.app.shealth,2021-09-17 04:00:02.576,,1.1971183,836.83594,54.1687,1085,Idp7XEd6un,com.sec.android.app.shealth,0,b1cc2d8b-c9a6-450c-a277-100382d342e4.achievement.json,b1cc2d8b-c9a6-450c-a277-100382d342e4,1631750400000,
1137,b507f34c-6e47-467b-b957-f3d846294d78.binning_data.json,735329,8000,0,2022-01-03 05:00:02.223,com.sec.android.app.shealth,2022-01-03 05:00:02.223,,1.1999342,882.3467,56.71338,1137,Idp7XEd6un,com.sec.android.app.shealth,0,b507f34c-6e47-467b-b957-f3d846294d78.achievement.json,b507f34c-6e47-467b-b957-f3d846294d78,1641081600000,
11372,7e87b76f-2625-4420-b0f7-698c50a5a528.binning_data.json,6803027,8000,13,2021-12-31 14:10:54.807,com.sec.android.app.shealth,2021-12-30 13:43:43.257,7e87b76f-2625-4420-b0f7-698c50a5a528.source_info.json,1.2879986,8762.29,571.99567,11359,VfS0qUERdZ,com.sec.android.app.shealth,0,7e87b76f-2625-4420-b0f7-698c50a5a528.achievement.json,7e87b76f-2625-4420-b0f7-698c50a5a528,1640822400000,
5720,8c13f136-1e98-4f74-a04d-1418795c28b2.binning_data.json,3499691,8000,7,2022-03-03 17:00:02.474,com.sec.android.app.shealth,2022-03-02 18:18:25.926,,1.272384,4452.9517,285.57526,5713,Idp7XEd6un,com.sec.android.app.shealth,0,8c13f136-1e98-4f74-a04d-1418795c28b2.achievement.json,8c13f136-1e98-4f74-a04d-1418795c28b2,1646265600000,
2307,81d4cf98-28b7-4e1d-9324-d986afd11821.binning_data.json,1342393,8000,10,2022-02-02 17:16:44.634,com.sec.android.app.shealth,2022-02-01 12:30:10.622,81d4cf98-28b7-4e1d-9324-d986afd11821.source_info.json,1.3368907,1794.6339,119.058945,2297,VfS0qUERdZ,com.sec.android.app.shealth,0,81d4cf98-28b7-4e1d-9324-d986afd11821.achievement.json,81d4cf98-28b7-4e1d-9324-d986afd11821,1643673600000,
10278,209aa106-6a1b-4802-8459-44ac3c3e2706.binning_data.json,5725534,8000,0,2022-03-12 17:00:05.845,com.sec.android.app.shealth,2022-03-11 17:00:05.726,,1.3696696,7842.0903,531.51917,10278,j9zBUHWfhn,com.sec.android.app.shealth,0,209aa106-6a1b-4802-8459-44ac3c3e2706.achievement.json,209aa106-6a1b-4802-8459-44ac3c3e2706,1646956800000,
4371,08ff834e-c231-476d-8008-572ceb8f0537.binning_data.json,2587745,8000,367,2022-02-28 05:00:02.743,com.sec.android.app.shealth,2022-02-28 05:00:02.743,,1.3802286,3571.6802,242.12094,4004,Idp7XEd6un,com.sec.android.app.shealth,0,08ff834e-c231-476d-8008-572ceb8f0537.achievement.json,08ff834e-c231-476d-8008-572ceb8f0537,1645920000000,
2076,7559918d-0ac0-47fa-8bdc-7a8f8f238b6d.binning_data.json,1260033,8000,0,2021-10-01 04:00:02.746,com.sec.android.app.shealth,2021-10-01 04:00:02.746,,1.2859714,1620.3667,102.92938,2076,Idp7XEd6un,com.sec.android.app.shealth,0,7559918d-0ac0-47fa-8bdc-7a8f8f238b6d.achievement.json,7559918d-0ac0-47fa-8bdc-7a8f8f238b6d,1632960000000,
4197,1bca03d7-cced-477a-b7c9-09998eb48119.binning_data.json,2272412,8000,635,2022-02-27 05:00:05.667,com.sec.android.app.shealth,2022-02-27 05:00:05.667,,1.5020478,3413.2722,246.14084,3562,j9zBUHWfhn,com.sec.android.app.shealth,0,1bca03d7-cced-477a-b7c9-09998eb48119.achievement.json,1bca03d7-cced-477a-b7c9-09998eb48119,1645833600000,
1959,91180fa1-4fa4-471f-83cf-efe29bf11896.binning_data.json,1160607,8000,0,2021-09-10 04:00:01.994,com.sec.android.app.shealth,2021-09-10 04:00:01.994,,1.325636,1538.543,97.40088,1959,Idp7XEd6un,com.sec.android.app.shealth,0,91180fa1-4fa4-471f-83cf-efe29bf11896.achievement.json,91180fa1-4fa4-471f-83cf-efe29bf11896,1631145600000,
9604,77120210-6fcb-4b2c-861e-926eef761e87.binning_data.json,5048246,8000,66,2021-08-08 04:01:15.637,com.sec.android.app.shealth,2021-08-07 04:44:43.027,,1.5340213,7744.1177,487.17062,9538,j9zBUHWfhn,com.sec.android.app.shealth,0,77120210-6fcb-4b2c-861e-926eef761e87.achievement.json,77120210-6fcb-4b2c-861e-926eef761e87,1628208000000,
3294,c3e669cc-30d5-429d-b660-e2925bce52a5.binning_data.json,1826194,8000,5,2021-11-29 05:00:05.615,com.sec.android.app.shealth,2021-11-28 05:00:06.659,,1.4122537,2579.05,166.81,3289,j9zBUHWfhn,com.sec.android.app.shealth,0,c3e669cc-30d5-429d-b660-e2925bce52a5.achievement.json,c3e669cc-30d5-429d-b660-e2925bce52a5,1637971200000,
1167,c6330776-04b1-4ef7-ad4e-9ffdeb0da7de.binning_data.json,716868,8000,0,2022-01-02 05:00:02.238,com.sec.android.app.shealth,2022-01-02 05:00:02.238,,1.2681744,909.11475,58.487762,1167,Idp7XEd6un,com.sec.android.app.shealth,0,c6330776-04b1-4ef7-ad4e-9ffdeb0da7de.achievement.json,c6330776-04b1-4ef7-ad4e-9ffdeb0da7de,1640995200000,
7450,fde7b9f7-a4f6-4979-a3e1-ca946f428f79.binning_data.json,3959048,8000,263,2021-11-02 04:00:04.178,com.sec.android.app.shealth,2021-11-01 04:00:04.199,,1.5258263,6040.82,399.0506,7187,j9zBUHWfhn,com.sec.android.app.shealth,0,fde7b9f7-a4f6-4979-a3e1-ca946f428f79.achievement.json,fde7b9f7-a4f6-4979-a3e1-ca946f428f79,1635638400000,
3035,95dde3c9-09fb-4df2-a186-7b2d1ac06232.binning_data.json,1716992,8000,581,2022-02-19 05:00:02.371,com.sec.android.app.shealth,2022-02-19 05:00:02.371,,1.5231036,2615.157,188.84213,2454,Idp7XEd6un,com.sec.android.app.shealth,0,95dde3c9-09fb-4df2-a186-7b2d1ac06232.achievement.json,95dde3c9-09fb-4df2-a186-7b2d1ac06232,1645142400000,
2309,8c952d9d-c086-4e08-a2a9-87bb5724bf73.binning_data.json,1273902,8000,15,2022-03-03 17:00:05.052,com.sec.android.app.shealth,2022-03-02 15:25:40.175,,1.4348115,1827.81,116.7,2294,j9zBUHWfhn,com.sec.android.app.shealth,0,8c952d9d-c086-4e08-a2a9-87bb5724bf73.achievement.json,8c952d9d-c086-4e08-a2a9-87bb5724bf73,1646179200000,
8443,51847fcb-fb56-4ba8-b5be-ee924346606e.binning_data.json,4405395,8000,20,2021-09-21 04:00:03.770,com.sec.android.app.shealth,2021-09-20 04:00:04.605,,1.5415932,6791.3276,425.8543,8423,j9zBUHWfhn,com.sec.android.app.shealth,0,51847fcb-fb56-4ba8-b5be-ee924346606e.achievement.json,51847fcb-fb56-4ba8-b5be-ee924346606e,1632009600000,
2977,5af19dec-8615-48da-abc8-292f93b17990.binning_data.json,1764369,8000,6,2022-01-28 03:34:12.214,com.sec.android.app.shealth,2022-01-27 13:08:49.872,5af19dec-8615-48da-abc8-292f93b17990.source_info.json,1.3165133,2322.8162,149.8492,2971,VfS0qUERdZ,com.sec.android.app.shealth,0,5af19dec-8615-48da-abc8-292f93b17990.achievement.json,5af19dec-8615-48da-abc8-292f93b17990,1643241600000,
1884,3bfdea1e-3eef-44b7-8ae0-b554215ee444.binning_data.json,1213034,8000,1,2021-09-04 03:14:11.785,com.sec.android.app.shealth,2021-09-03 12:41:47.926,3bfdea1e-3eef-44b7-8ae0-b554215ee444.source_info.json,1.2078182,1465.1255,94.540955,1883,VfS0qUERdZ,com.sec.android.app.shealth,0,3bfdea1e-3eef-44b7-8ae0-b554215ee444.achievement.json,3bfdea1e-3eef-44b7-8ae0-b554215ee444,1630627200000,
1848,e434b4ff-e6d3-438b-8029-ad4fdc998a07.binning_data.json,1064845,8000,61,2021-12-10 05:00:05.952,com.sec.android.app.shealth,2021-12-09 05:00:24.918,,1.3548474,1442.7032,96.625,1787,j9zBUHWfhn,com.sec.android.app.shealth,0,e434b4ff-e6d3-438b-8029-ad4fdc998a07.achievement.json,e434b4ff-e6d3-438b-8029-ad4fdc998a07,1638921600000,
6992,870aa12d-b73b-464b-9448-8fbcce5a8c88.binning_data.json,3992933,8000,53,2021-11-22 05:00:04.775,com.sec.android.app.shealth,2021-11-21 05:00:06.011,,1.3559304,5414.1406,355.30768,6939,j9zBUHWfhn,com.sec.android.app.shealth,0,870aa12d-b73b-464b-9448-8fbcce5a8c88.achievement.json,870aa12d-b73b-464b-9448-8fbcce5a8c88,1637366400000,
1589,43a3d910-8f64-4e9e-b678-ac3856d89e5c.binning_data.json,1020866,8000,0,2021-11-04 04:00:02.249,com.sec.android.app.shealth,2021-11-04 04:00:02.249,,1.2036287,1228.7444,79.48341,1589,Idp7XEd6un,com.sec.android.app.shealth,0,43a3d910-8f64-4e9e-b678-ac3856d89e5c.achievement.json,43a3d910-8f64-4e9e-b678-ac3856d89e5c,1635897600000,
1903,9948a4eb-7061-44cf-8009-3bbaa0cf916b.binning_data.json,1242050,8000,5,2022-01-04 05:00:02.317,com.sec.android.app.shealth,2022-01-04 05:00:02.317,,1.1959429,1485.4219,95.22217,1898,Idp7XEd6un,com.sec.android.app.shealth,0,9948a4eb-7061-44cf-8009-3bbaa0cf916b.achievement.json,9948a4eb-7061-44cf-8009-3bbaa0cf916b,1641168000000,
2620,4f1ea63d-455a-4705-a7f5-019e2dc2da26.binning_data.json,1484721,8000,29,2021-12-19 05:00:05.012,com.sec.android.app.shealth,2021-12-18 05:00:04.967,,1.3659596,2028.07,133.85,2591,j9zBUHWfhn,com.sec.android.app.shealth,0,4f1ea63d-455a-4705-a7f5-019e2dc2da26.achievement.json,4f1ea63d-455a-4705-a7f5-019e2dc2da26,1639699200000,
1698,e533adaa-340c-4728-8818-0a39cfe6abe1.binning_data.json,1033923,8000,0,2022-02-22 05:00:02.368,com.sec.android.app.shealth,2022-02-22 05:00:02.368,,1.291552,1335.3656,84.60244,1698,Idp7XEd6un,com.sec.android.app.shealth,0,e533adaa-340c-4728-8818-0a39cfe6abe1.achievement.json,e533adaa-340c-4728-8818-0a39cfe6abe1,1645401600000,
12578,d69fe17a-b2af-40c8-bc9a-1c6f97e11b23.binning_data.json,7638564,8000,3,2021-10-10 22:00:02.751,com.sec.android.app.shealth,2021-10-10 22:00:02.751,,1.2815462,9789.174,625.1733,12575,Idp7XEd6un,com.sec.android.app.shealth,0,d69fe17a-b2af-40c8-bc9a-1c6f97e11b23.achievement.json,d69fe17a-b2af-40c8-bc9a-1c6f97e11b23,1633824000000,
2296,0eb56969-dab5-4fa8-81c6-7806402cbf18.binning_data.json,1280622,8000,17,2021-10-30 15:55:48.558,com.sec.android.app.shealth,2021-10-29 12:01:54.994,0eb56969-dab5-4fa8-81c6-7806402cbf18.source_info.json,1.4074475,1802.4095,118.64923,2279,VfS0qUERdZ,com.sec.android.app.shealth,0,0eb56969-dab5-4fa8-81c6-7806402cbf18.achievement.json,0eb56969-dab5-4fa8-81c6-7806402cbf18,1635465600000,
3779,afd80797-4de5-475c-9569-d65eacaba6c9.binning_data.json,2271687,8000,0,2021-10-24 04:00:02.092,com.sec.android.app.shealth,2021-10-24 04:00:02.092,,1.2993575,2951.7344,187.94849,3779,Idp7XEd6un,com.sec.android.app.shealth,0,afd80797-4de5-475c-9569-d65eacaba6c9.achievement.json,afd80797-4de5-475c-9569-d65eacaba6c9,1634947200000,
981,481a1812-9d70-4452-9696-1b5447e0f2d0.binning_data.json,651236,8000,0,2021-12-07 03:28:15.708,com.sec.android.app.shealth,2021-12-06 13:20:15.487,481a1812-9d70-4452-9696-1b5447e0f2d0.source_info.json,1.1700766,761.9961,48.94342,981,VfS0qUERdZ,com.sec.android.app.shealth,0,481a1812-9d70-4452-9696-1b5447e0f2d0.achievement.json,481a1812-9d70-4452-9696-1b5447e0f2d0,1638748800000,
3870,b84ac872-257d-4861-ad84-bc217de746c5.binning_data.json,2056110,8000,86,2021-11-19 05:00:04.334,com.sec.android.app.shealth,2021-11-18 05:00:04.200,,1.5290284,3143.8523,208.84409,3784,j9zBUHWfhn,com.sec.android.app.shealth,0,b84ac872-257d-4861-ad84-bc217de746c5.achievement.json,b84ac872-257d-4861-ad84-bc217de746c5,1637107200000,
1677,51d2f066-fc88-4265-ab84-539880227141.binning_data.json,1120179,8000,0,2022-03-26 04:00:02.465,com.sec.android.app.shealth,2022-03-26 04:00:02.465,,1.1635413,1303.3754,85.08423,1677,Idp7XEd6un,com.sec.android.app.shealth,0,51d2f066-fc88-4265-ab84-539880227141.achievement.json,51d2f066-fc88-4265-ab84-539880227141,1648166400000,
