com.samsung.shealth.step_daily_trend,6211031,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
90c5e0f1-3e7c-48ab-ace3-f024833b34ea.binning_data.json,2022-03-26 15:59:47.959,2022-03-26 15:59:47.959,com.sec.android.app.shealth,0,3207,1.3043559,2516.3223,158.80786,Idp7XEd6un,com.sec.android.app.shealth,90c5e0f1-3e7c-48ab-ace3-f024833b34ea,1605312000000,
b0806867-ef85-4b9f-9664-382094955363.binning_data.json,2022-03-26 15:59:47.955,2022-03-26 15:59:47.955,com.sec.android.app.shealth,0,5149,1.339997,4063.4336,257.6938,Idp7XEd6un,com.sec.android.app.shealth,b0806867-ef85-4b9f-9664-382094955363,1604707200000,
8c583ae7-4450-46f2-b45a-98609108e678.binning_data.json,2022-03-26 15:59:47.957,2022-03-26 15:59:47.957,com.sec.android.app.shealth,0,8967,1.5724868,7296.83,450.88867,Idp7XEd6un,com.sec.android.app.shealth,8c583ae7-4450-46f2-b45a-98609108e678,1605052800000,
38f59aea-185d-4e01-a828-b9c2061bafc3.binning_data.json,2022-03-26 15:59:47.960,2022-03-26 15:59:47.960,com.sec.android.app.shealth,0,2476,1.4735036,2045.7461,137.02344,Idp7XEd6un,com.sec.android.app.shealth,38f59aea-185d-4e01-a828-b9c2061bafc3,1605484800000,
9f46cdee-06ef-4ea8-9a32-685ac77a4002.binning_data.json,2022-03-26 15:59:47.956,2022-03-26 15:59:47.956,com.sec.android.app.shealth,0,973,1.134485,747.76074,48.812866,Idp7XEd6un,com.sec.android.app.shealth,9f46cdee-06ef-4ea8-9a32-685ac77a4002,1604880000000,
044d1409-1046-458e-8b49-37275272566a.binning_data.json,2022-03-26 15:59:47.958,2022-03-26 15:59:47.958,com.sec.android.app.shealth,0,2958,1.3801411,2338.0898,146.01245,Idp7XEd6un,com.sec.android.app.shealth,044d1409-1046-458e-8b49-37275272566a,1605139200000,
f3fcb38d-c348-4430-8d8b-c81f37fda855.binning_data.json,2022-03-26 15:59:47.961,2022-03-26 15:59:47.961,com.sec.android.app.shealth,0,3100,1.1980234,2397.5227,154.68266,Idp7XEd6un,com.sec.android.app.shealth,f3fcb38d-c348-4430-8d8b-c81f37fda855,1605830400000,
e4069843-ba04-420b-ba4f-31e8dcabf49c.binning_data.json,2022-03-26 15:59:47.960,2022-03-26 15:59:47.960,com.sec.android.app.shealth,0,1478,1.2525862,1148.2344,74.24585,Idp7XEd6un,com.sec.android.app.shealth,e4069843-ba04-420b-ba4f-31e8dcabf49c,1605571200000,
319b50ec-28da-4d45-a15f-721c3f2d5e75.binning_data.json,2022-03-26 15:59:47.958,2022-03-26 15:59:47.958,com.sec.android.app.shealth,0,3100,1.4989979,2623.5723,183.08215,Idp7XEd6un,com.sec.android.app.shealth,319b50ec-28da-4d45-a15f-721c3f2d5e75,1605225600000,
08dfc3f4-d493-4f52-b779-9d8fa1f54b17.binning_data.json,2022-03-26 15:59:47.962,2022-03-26 15:59:47.962,com.sec.android.app.shealth,0,3344,1.3339231,2617.6892,165.65242,Idp7XEd6un,com.sec.android.app.shealth,08dfc3f4-d493-4f52-b779-9d8fa1f54b17,1606003200000,
3337dad8-203f-4bef-922d-2cefaf0ab597.binning_data.json,2022-03-26 15:59:47.959,2022-03-26 15:59:47.959,com.sec.android.app.shealth,0,2519,1.3090233,1987.4375,126.57202,Idp7XEd6un,com.sec.android.app.shealth,3337dad8-203f-4bef-922d-2cefaf0ab597,1605398400000,
6aed6f00-44a2-4e62-92ee-753268e86e28.binning_data.json,2022-03-26 15:59:47.960,2022-03-26 15:59:47.960,com.sec.android.app.shealth,0,2127,1.7280314,1936.0742,146.354,Idp7XEd6un,com.sec.android.app.shealth,6aed6f00-44a2-4e62-92ee-753268e86e28,1605657600000,
50718a22-94e1-43c2-a246-55d75a30e4f5.binning_data.json,2022-03-26 15:59:47.961,2022-03-26 15:59:47.961,com.sec.android.app.shealth,0,1715,1.5044146,1444.2852,100.03931,Idp7XEd6un,com.sec.android.app.shealth,50718a22-94e1-43c2-a246-55d75a30e4f5,1605744000000,
162e3392-60bc-4e09-84c1-90cf693f8b81.binning_data.json,2022-03-26 15:59:47.963,2022-03-26 15:59:47.963,com.sec.android.app.shealth,0,1617,1.5013655,1415.7178,104.27762,Idp7XEd6un,com.sec.android.app.shealth,162e3392-60bc-4e09-84c1-90cf693f8b81,1606089600000,
47b52fdc-842e-4fd8-9316-6f0d815d9944.binning_data.json,2022-03-26 15:59:47.964,2022-03-26 15:59:47.964,com.sec.android.app.shealth,0,4716,1.2946165,3676.8525,233.79309,Idp7XEd6un,com.sec.android.app.shealth,47b52fdc-842e-4fd8-9316-6f0d815d9944,1606348800000,
35fbeaee-96e9-491a-a872-87bb92f73ec0.binning_data.json,2022-03-26 15:59:47.962,2022-03-26 15:59:47.962,com.sec.android.app.shealth,0,497,1.2108139,386.94775,24.76889,Idp7XEd6un,com.sec.android.app.shealth,35fbeaee-96e9-491a-a872-87bb92f73ec0,1605916800000,
985256f0-006f-4b71-9e0a-240ba8d10975.binning_data.json,2022-03-26 15:59:47.965,2022-03-26 15:59:47.965,com.sec.android.app.shealth,0,2838,1.5252368,2432.0908,170.09137,Idp7XEd6un,com.sec.android.app.shealth,985256f0-006f-4b71-9e0a-240ba8d10975,1606521600000,
23ee1f0e-fd0f-442e-a554-7094aedaeb2b.binning_data.json,2022-03-26 15:59:47.963,2022-03-26 15:59:47.963,com.sec.android.app.shealth,0,3059,1.3337303,2411.2314,151.48596,Idp7XEd6un,com.sec.android.app.shealth,23ee1f0e-fd0f-442e-a554-7094aedaeb2b,1606262400000,
95d51a2f-444a-42f0-b89a-d24e242391c7.binning_data.json,2022-03-26 15:59:47.963,2022-03-26 15:59:47.963,com.sec.android.app.shealth,0,2433,1.3488986,1910.4976,120.13922,Idp7XEd6un,com.sec.android.app.shealth,95d51a2f-444a-42f0-b89a-d24e242391c7,1606176000000,
43b4e92d-56a2-4dcd-860f-f23401dac4a9.binning_data.json,2022-03-26 15:59:47.967,2022-03-26 15:59:47.967,com.sec.android.app.shealth,0,2157,1.331094,1691.5039,106.67395,Idp7XEd6un,com.sec.android.app.shealth,43b4e92d-56a2-4dcd-860f-f23401dac4a9,1606867200000,
8102e4bc-9b9a-4c0a-b5c8-4884775aa878.binning_data.json,2022-03-26 15:59:47.964,2022-03-26 15:59:47.964,com.sec.android.app.shealth,0,688,1.1525663,533.6377,34.8833,Idp7XEd6un,com.sec.android.app.shealth,8102e4bc-9b9a-4c0a-b5c8-4884775aa878,1606435200000,
e36e0441-c318-4285-a364-c6780b8893e4.binning_data.json,2022-03-26 15:59:47.967,2022-03-26 15:59:47.967,com.sec.android.app.shealth,0,3590,1.3110399,2796.6582,178.1117,Idp7XEd6un,com.sec.android.app.shealth,e36e0441-c318-4285-a364-c6780b8893e4,1607040000000,
28be883a-fbcf-4f4e-b1e8-e4ecf46cc4aa.binning_data.json,2022-03-26 15:59:47.965,2022-03-26 15:59:47.965,com.sec.android.app.shealth,0,788,1.1610906,609.334,39.355347,Idp7XEd6un,com.sec.android.app.shealth,28be883a-fbcf-4f4e-b1e8-e4ecf46cc4aa,1606608000000,
49b3acb3-0d03-466d-a9fb-074ddcdade93.binning_data.json,2022-03-26 15:59:47.966,2022-03-26 15:59:47.966,com.sec.android.app.shealth,0,1403,1.1742369,1088.4668,70.029785,Idp7XEd6un,com.sec.android.app.shealth,49b3acb3-0d03-466d-a9fb-074ddcdade93,1606694400000,
9be4b60f-5056-47b7-b4dd-70d2ae612fb9.binning_data.json,2022-03-26 15:59:47.966,2022-03-26 15:59:47.966,com.sec.android.app.shealth,0,1894,1.1925608,1470.6016,94.82617,Idp7XEd6un,com.sec.android.app.shealth,9be4b60f-5056-47b7-b4dd-70d2ae612fb9,1606780800000,
10731d38-ab17-4f0f-aa69-b8954e43d60c.binning_data.json,2022-03-26 15:59:47.969,2022-03-26 15:59:47.969,com.sec.android.app.shealth,0,589,1.2421145,457.8125,29.482178,Idp7XEd6un,com.sec.android.app.shealth,10731d38-ab17-4f0f-aa69-b8954e43d60c,1607385600000,
33be3265-29f3-4e92-ad35-9e35ecd205d1.binning_data.json,2022-03-26 15:59:47.971,2022-03-26 15:59:47.971,com.sec.android.app.shealth,0,6820,1.2236574,5270.926,340.94287,Idp7XEd6un,com.sec.android.app.shealth,33be3265-29f3-4e92-ad35-9e35ecd205d1,1607558400000,
9a4777c3-16bf-4a76-b3ec-8414e66c288d.binning_data.json,2022-03-26 15:59:47.967,2022-03-26 15:59:47.967,com.sec.android.app.shealth,0,1895,1.2480408,1476.9141,93.94702,Idp7XEd6un,com.sec.android.app.shealth,9a4777c3-16bf-4a76-b3ec-8414e66c288d,1606953600000,
c7324982-e73f-4eb3-b84f-6a45655a0926.binning_data.json,2022-03-26 15:59:47.969,2022-03-26 15:59:47.969,com.sec.android.app.shealth,0,1526,1.2964944,1196.5723,75.46631,Idp7XEd6un,com.sec.android.app.shealth,c7324982-e73f-4eb3-b84f-6a45655a0926,1607299200000,
409229a7-4dd5-44ed-bcad-05fd4e3dbe72.binning_data.json,2022-03-26 15:59:47.968,2022-03-26 15:59:47.968,com.sec.android.app.shealth,0,6384,1.2663907,4962.256,317.0985,Idp7XEd6un,com.sec.android.app.shealth,409229a7-4dd5-44ed-bcad-05fd4e3dbe72,1607212800000,
543ad482-49c7-403d-895b-30a781956ba2.binning_data.json,2022-03-26 15:59:47.968,2022-03-26 15:59:47.968,com.sec.android.app.shealth,0,863,1.2619352,672.7012,42.932007,Idp7XEd6un,com.sec.android.app.shealth,543ad482-49c7-403d-895b-30a781956ba2,1607126400000,
90809732-0d59-4ed1-97f5-83afea7e154f.binning_data.json,2022-03-26 15:59:47.972,2022-03-26 15:59:47.972,com.sec.android.app.shealth,0,977,1.1956292,752.2344,48.882812,Idp7XEd6un,com.sec.android.app.shealth,90809732-0d59-4ed1-97f5-83afea7e154f,1607904000000,
ec2a1420-2ee1-40b2-b815-2da33d9e4012.binning_data.json,2022-03-26 15:59:47.973,2022-03-26 15:59:47.973,com.sec.android.app.shealth,0,364,1.0872878,280.05615,18.260376,Idp7XEd6un,com.sec.android.app.shealth,ec2a1420-2ee1-40b2-b815-2da33d9e4012,1608076800000,
67cc70a2-0a1d-4243-9aeb-065b568fd484.binning_data.json,2022-03-26 15:59:47.970,2022-03-26 15:59:47.970,com.sec.android.app.shealth,0,611,1.1767062,473.89062,30.54248,Idp7XEd6un,com.sec.android.app.shealth,67cc70a2-0a1d-4243-9aeb-065b568fd484,1607472000000,
b55c3e19-4d2a-46ce-9db4-e64452f300f2.binning_data.json,2022-03-26 15:59:47.971,2022-03-26 15:59:47.971,com.sec.android.app.shealth,0,1103,1.1969007,858.0742,54.964844,Idp7XEd6un,com.sec.android.app.shealth,b55c3e19-4d2a-46ce-9db4-e64452f300f2,1607731200000,
552e0234-fa3d-48ee-b1ac-b0736f85b11b.binning_data.json,2022-03-26 15:59:47.971,2022-03-26 15:59:47.971,com.sec.android.app.shealth,0,5114,1.243,3958.7734,254.54199,Idp7XEd6un,com.sec.android.app.shealth,552e0234-fa3d-48ee-b1ac-b0736f85b11b,1607817600000,
d466bf32-3bb5-413a-8bf8-ef166c166f4a.binning_data.json,2022-03-26 15:59:47.976,2022-03-26 15:59:47.976,com.sec.android.app.shealth,0,2187,1.197035,1679.6279,109.55725,Idp7XEd6un,com.sec.android.app.shealth,d466bf32-3bb5-413a-8bf8-ef166c166f4a,1608422400000,
b9dcab86-d5cf-44c9-b717-3fc5f39c2ce1.binning_data.json,2022-03-26 15:59:47.971,2022-03-26 15:59:47.971,com.sec.android.app.shealth,0,3078,1.2933185,2397.6914,152.76123,Idp7XEd6un,com.sec.android.app.shealth,b9dcab86-d5cf-44c9-b717-3fc5f39c2ce1,1607644800000,
290e5d34-f964-4c03-acbb-e0fa98f3d3bf.binning_data.json,2022-03-26 15:59:47.977,2022-03-26 15:59:47.977,com.sec.android.app.shealth,0,1033,1.1086073,790.5371,51.953857,Idp7XEd6un,com.sec.android.app.shealth,290e5d34-f964-4c03-acbb-e0fa98f3d3bf,1608595200000,
75fe3e8a-73b5-43a6-ba1a-90ccaa407867.binning_data.json,2022-03-26 15:59:47.973,2022-03-26 15:59:47.973,com.sec.android.app.shealth,0,2813,1.3147712,2200.1907,139.22713,Idp7XEd6un,com.sec.android.app.shealth,75fe3e8a-73b5-43a6-ba1a-90ccaa407867,1607990400000,
de0cb7a1-778d-4026-9388-270b94e4b668.binning_data.json,2022-03-26 15:59:47.974,2022-03-26 15:59:47.974,com.sec.android.app.shealth,0,3184,1.2538847,2471.821,158.2525,Idp7XEd6un,com.sec.android.app.shealth,de0cb7a1-778d-4026-9388-270b94e4b668,1608249600000,
cfb11606-f1ae-40f7-8b84-9c9d46caec78.binning_data.json,2022-03-26 15:59:47.975,2022-03-26 15:59:47.975,com.sec.android.app.shealth,0,8952,1.2479639,6937.061,445.48807,Idp7XEd6un,com.sec.android.app.shealth,cfb11606-f1ae-40f7-8b84-9c9d46caec78,1608336000000,
54629c6c-48ea-46f1-852f-63bcd7fc7070.binning_data.json,2022-03-26 15:59:47.979,2022-03-26 15:59:47.979,com.sec.android.app.shealth,0,3026,1.2550838,2355.3286,151.03459,Idp7XEd6un,com.sec.android.app.shealth,54629c6c-48ea-46f1-852f-63bcd7fc7070,1608940800000,
94178e94-e3a0-46e3-9495-7834d2d4333b.binning_data.json,2022-03-26 15:59:47.980,2022-03-26 15:59:47.980,com.sec.android.app.shealth,0,3888,1.270883,3040.779,192.69269,Idp7XEd6un,com.sec.android.app.shealth,94178e94-e3a0-46e3-9495-7834d2d4333b,1609113600000,
22c9f6dd-4356-4bfe-b7c2-8dec75fd6db1.binning_data.json,2022-03-26 15:59:47.982,2022-03-26 15:59:47.982,com.sec.android.app.shealth,0,725,1.1643502,559.4531,36.181274,Idp7XEd6un,com.sec.android.app.shealth,22c9f6dd-4356-4bfe-b7c2-8dec75fd6db1,1609459200000,
7b33a896-ea4c-4e59-84e3-b6e2da9a676f.binning_data.json,2022-03-26 15:59:47.978,2022-03-26 15:59:47.978,com.sec.android.app.shealth,0,4634,1.24161,3595.83,230.82808,Idp7XEd6un,com.sec.android.app.shealth,7b33a896-ea4c-4e59-84e3-b6e2da9a676f,1608768000000,
13bf38b1-340a-4c66-a4cf-aa3aaa17c1f2.binning_data.json,2022-03-26 15:59:47.979,2022-03-26 15:59:47.979,com.sec.android.app.shealth,0,193,1.1141669,147.81714,9.74395,Idp7XEd6un,com.sec.android.app.shealth,13bf38b1-340a-4c66-a4cf-aa3aaa17c1f2,1608854400000,
cfe0b0d2-85b8-4522-a247-df47c827b62b.binning_data.json,2022-03-26 15:59:47.974,2022-03-26 15:59:47.974,com.sec.android.app.shealth,0,720,1.1859901,553.46875,36.64534,Idp7XEd6un,com.sec.android.app.shealth,cfe0b0d2-85b8-4522-a247-df47c827b62b,1608163200000,
9e5b4a3a-c487-4221-b71b-460bb0815a36.binning_data.json,2022-03-26 15:59:47.976,2022-03-26 15:59:47.976,com.sec.android.app.shealth,0,1908,1.2722617,1479.2422,94.83447,Idp7XEd6un,com.sec.android.app.shealth,9e5b4a3a-c487-4221-b71b-460bb0815a36,1608508800000,
b3565dea-4bf6-4503-8cda-6290f3fa8dc3.binning_data.json,2022-03-26 15:59:47.986,2022-03-26 15:59:47.986,com.sec.android.app.shealth,0,491,1.1416421,377.49414,24.6604,Idp7XEd6un,com.sec.android.app.shealth,b3565dea-4bf6-4503-8cda-6290f3fa8dc3,1609977600000,
f917f433-8a72-4d71-8166-8695ad413884.binning_data.json,2022-03-26 15:59:47.982,2022-03-26 15:59:47.982,com.sec.android.app.shealth,0,920,1.176236,707.03467,46.458923,Idp7XEd6un,com.sec.android.app.shealth,f917f433-8a72-4d71-8166-8695ad413884,1609286400000,
cefa9d02-9d03-402d-8e94-a52aa169fc7a.binning_data.json,2022-03-26 15:59:47.984,2022-03-26 15:59:47.984,com.sec.android.app.shealth,0,2928,1.1868503,2255.1484,147.05371,Idp7XEd6un,com.sec.android.app.shealth,cefa9d02-9d03-402d-8e94-a52aa169fc7a,1609632000000,
35c0919c-04d5-458a-bf6f-3545fda2390a.binning_data.json,2022-03-26 15:59:47.977,2022-03-26 15:59:47.977,com.sec.android.app.shealth,0,1167,1.2276222,907.72363,58.112427,Idp7XEd6un,com.sec.android.app.shealth,35c0919c-04d5-458a-bf6f-3545fda2390a,1608681600000,
6844486e-be9b-47cc-96c1-04c44be4a966.binning_data.json,2022-03-26 15:59:47.982,2022-03-26 15:59:47.982,com.sec.android.app.shealth,0,953,1.2087984,746.2793,47.359375,Idp7XEd6un,com.sec.android.app.shealth,6844486e-be9b-47cc-96c1-04c44be4a966,1609372800000,
707bced7-43c1-4f21-8c56-a0485d155223.binning_data.json,2022-03-26 15:59:47.980,2022-03-26 15:59:47.980,com.sec.android.app.shealth,0,2946,1.1895524,2281.7422,148.22525,Idp7XEd6un,com.sec.android.app.shealth,707bced7-43c1-4f21-8c56-a0485d155223,1609027200000,
f63e5021-a420-4e06-9833-41ddf6b81b01.binning_data.json,2022-03-26 15:59:47.989,2022-03-26 15:59:47.989,com.sec.android.app.shealth,0,1909,1.2629559,1620.1465,110.35632,Idp7XEd6un,com.sec.android.app.shealth,f63e5021-a420-4e06-9833-41ddf6b81b01,1610496000000,
31a213ac-f3bd-48e7-ad34-4e5cbb6f33d3.binning_data.json,2022-03-26 15:59:47.985,2022-03-26 15:59:47.985,com.sec.android.app.shealth,0,784,1.1919938,605.1133,39.480835,Idp7XEd6un,com.sec.android.app.shealth,31a213ac-f3bd-48e7-ad34-4e5cbb6f33d3,1609804800000,
edb42c86-9706-4dff-8556-da7ee31fcf9f.binning_data.json,2022-03-26 15:59:47.981,2022-03-26 15:59:47.981,com.sec.android.app.shealth,0,1210,1.183316,935.8784,60.63492,Idp7XEd6un,com.sec.android.app.shealth,edb42c86-9706-4dff-8556-da7ee31fcf9f,1609200000000,
9f233da6-096d-49c7-a50b-d8ef43fbb1e2.binning_data.json,2022-03-26 15:59:47.987,2022-03-26 15:59:47.987,com.sec.android.app.shealth,0,2506,1.2190266,1943.0176,124.787964,Idp7XEd6un,com.sec.android.app.shealth,9f233da6-096d-49c7-a50b-d8ef43fbb1e2,1610150400000,
48b25c89-e8f1-4237-bf46-a9add01046c5.binning_data.json,2022-03-26 15:59:47.985,2022-03-26 15:59:47.985,com.sec.android.app.shealth,0,1022,1.2293571,789.8047,51.052246,Idp7XEd6un,com.sec.android.app.shealth,48b25c89-e8f1-4237-bf46-a9add01046c5,1609891200000,
03ca6004-342c-465e-9b52-a91c9c902ce3.binning_data.json,2022-03-26 15:59:47.983,2022-03-26 15:59:47.983,com.sec.android.app.shealth,0,10537,1.3050045,8262.0205,521.612,Idp7XEd6un,com.sec.android.app.shealth,03ca6004-342c-465e-9b52-a91c9c902ce3,1609545600000,
acb9c5c2-77a6-4686-8669-6f4a7c7f5da7.binning_data.json,2022-03-26 15:59:47.988,2022-03-26 15:59:47.988,com.sec.android.app.shealth,0,362,1.2547432,280.14453,18.080566,Idp7XEd6un,com.sec.android.app.shealth,acb9c5c2-77a6-4686-8669-6f4a7c7f5da7,1610323200000,
231efdc8-fd83-4062-8601-e3b04dd43722.binning_data.json,2022-03-26 15:59:47.993,2022-03-26 15:59:47.993,com.sec.android.app.shealth,0,1099,1.2108315,843.6211,55.059082,Idp7XEd6un,com.sec.android.app.shealth,231efdc8-fd83-4062-8601-e3b04dd43722,1611014400000,
3b47720c-20bd-45dd-ab77-cba7599df4db.binning_data.json,2022-03-26 15:59:47.991,2022-03-26 15:59:47.991,com.sec.android.app.shealth,0,2490,1.2041094,1912.207,124.7572,Idp7XEd6un,com.sec.android.app.shealth,3b47720c-20bd-45dd-ab77-cba7599df4db,1610668800000,
746c089e-1d1e-4378-b42c-a1647359c681.binning_data.json,2022-03-26 15:59:47.987,2022-03-26 15:59:47.987,com.sec.android.app.shealth,0,122,1.1190633,94.0957,6.116089,Idp7XEd6un,com.sec.android.app.shealth,746c089e-1d1e-4378-b42c-a1647359c681,1610064000000,
a6d5a333-1937-4d60-8782-30cb6850f985.binning_data.json,2022-03-26 15:59:47.984,2022-03-26 15:59:47.984,com.sec.android.app.shealth,0,471,1.0917047,360.09375,23.730225,Idp7XEd6un,com.sec.android.app.shealth,a6d5a333-1937-4d60-8782-30cb6850f985,1609718400000,
0fdbf983-da09-489d-bf33-2d3d3515b02a.binning_data.json,2022-03-26 15:59:47.992,2022-03-26 15:59:47.992,com.sec.android.app.shealth,0,461,1.0890315,352.35742,23.199463,Idp7XEd6un,com.sec.android.app.shealth,0fdbf983-da09-489d-bf33-2d3d3515b02a,1610841600000,
3f056582-0d89-471d-a4c5-2b90dc064d94.binning_data.json,2022-03-26 15:59:47.989,2022-03-26 15:59:47.989,com.sec.android.app.shealth,0,735,1.197871,570.9336,36.61975,Idp7XEd6un,com.sec.android.app.shealth,3f056582-0d89-471d-a4c5-2b90dc064d94,1610409600000,
466624e0-2302-4a92-a9cf-e39fd5b5418b.binning_data.json,2022-03-26 15:59:47.990,2022-03-26 15:59:47.990,com.sec.android.app.shealth,0,2769,1.1962062,2134.3945,138.594,Idp7XEd6un,com.sec.android.app.shealth,466624e0-2302-4a92-a9cf-e39fd5b5418b,1610582400000,
5265d433-ff2a-4bcb-8d3b-1525ea4c6710.binning_data.json,2022-03-26 15:59:47.987,2022-03-26 15:59:47.987,com.sec.android.app.shealth,0,298,1.2427528,231.11914,14.835449,Idp7XEd6un,com.sec.android.app.shealth,5265d433-ff2a-4bcb-8d3b-1525ea4c6710,1610236800000,
260e3bec-b3ac-4661-b2c7-b60361f414a8.binning_data.json,2022-03-26 15:59:47.996,2022-03-26 15:59:47.996,com.sec.android.app.shealth,0,819,1.2776126,637.1546,40.771942,Idp7XEd6un,com.sec.android.app.shealth,260e3bec-b3ac-4661-b2c7-b60361f414a8,1611187200000,
00cd51e0-a357-4df9-b228-9e394a5352e8.binning_data.json,2022-03-26 15:59:47.998,2022-03-26 15:59:47.998,com.sec.android.app.shealth,0,289,1.1454438,221.64746,14.512421,Idp7XEd6un,com.sec.android.app.shealth,00cd51e0-a357-4df9-b228-9e394a5352e8,1611532800000,
a1056ff6-803d-463b-8527-0989214231af.binning_data.json,2022-03-26 15:59:47.997,2022-03-26 15:59:47.997,com.sec.android.app.shealth,0,152,1.1736804,116.7038,7.629055,Idp7XEd6un,com.sec.android.app.shealth,a1056ff6-803d-463b-8527-0989214231af,1611360000000,
f43f6105-bc65-4a6f-9701-157c9c300c22.binning_data.json,2022-03-26 15:59:47.993,2022-03-26 15:59:47.993,com.sec.android.app.shealth,0,925,1.0967783,708.3008,46.583984,Idp7XEd6un,com.sec.android.app.shealth,f43f6105-bc65-4a6f-9701-157c9c300c22,1610928000000,
3e13e547-9577-40f2-b5fb-6d77c7b19fc8.binning_data.json,2022-03-26 15:59:47.991,2022-03-26 15:59:47.991,com.sec.android.app.shealth,0,859,1.2236335,661.8164,42.91455,Idp7XEd6un,com.sec.android.app.shealth,3e13e547-9577-40f2-b5fb-6d77c7b19fc8,1610755200000,
d9329c0b-4a15-44f0-8d75-6e6668ffd71f.binning_data.json,2022-03-26 15:59:47.999,2022-03-26 15:59:47.999,com.sec.android.app.shealth,0,1373,1.2326444,1073.3972,69.083694,Idp7XEd6un,com.sec.android.app.shealth,d9329c0b-4a15-44f0-8d75-6e6668ffd71f,1611705600000,
ec9a0a5e-99ae-411e-8450-48eadd392512.binning_data.json,2022-03-26 15:59:48.002,2022-03-26 15:59:48.002,com.sec.android.app.shealth,0,1554,1.1840131,1199.6294,77.64444,Idp7XEd6un,com.sec.android.app.shealth,ec9a0a5e-99ae-411e-8450-48eadd392512,1612051200000,
385e6959-ff3a-46e4-8fee-0eb5e78df3bb.binning_data.json,2022-03-26 15:59:48.001,2022-03-26 15:59:48.001,com.sec.android.app.shealth,0,160,1.1387398,124.65918,7.984375,Idp7XEd6un,com.sec.android.app.shealth,385e6959-ff3a-46e4-8fee-0eb5e78df3bb,1611878400000,
f2599c61-35f5-4148-8903-fae603dd33a3.binning_data.json,2022-03-26 15:59:47.994,2022-03-26 15:59:47.994,com.sec.android.app.shealth,0,272,1.15661,207.97566,13.701659,Idp7XEd6un,com.sec.android.app.shealth,f2599c61-35f5-4148-8903-fae603dd33a3,1611100800000,
