com.samsung.shealth.permission,6211031,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,0,2022-03-26 15:58:59.437,2022-03-26 15:57:29.821,data,,Idp7XEd6un,com.sec.android.app.shealth,sync,1,00c7ef3f-a6ad-809c-39ed-40343fe5326e,00c7ef3f-a6ad-809c-39ed-40343fe5326e.optionals.json,
