com.samsung.shealth.exercise,6211031,11
live_data_internal,mission_value,subset_data,total_calorie,completion_status,pace_info_id,pace_live_data,sensing_status,source_type,mission_type,tracking_status,program_id,reward_status,heart_rate_sample_count,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid,com.samsung.health.exercise.sweat_loss
,0,,83.0,0,,,,4,0,,,0,,0.0,,,,,1158740,,,,2021-10-21 22:21:18.780,1001,,,,,30001,,,,2021-10-21 22:41:41.667,2021-10-21 22:41:41.667,,1.8055556,,,1466,1157.115,,83.0,,,,UTC-0400,j9zBUHWfhn,,,3cfb8816-f363-6243-acd8-48c96f0eacb2.com.samsung.health.exercise.live_data.json,,1.4422026,com.sec.android.app.shealth,,,,2021-10-21 22:40:37.520,3cfb8816-f363-6243-acd8-48c96f0eacb2,,
,0,,148.0,0,,,,4,0,,,0,,0.0,,,,,1573480,,,,2021-09-06 20:09:36.500,1001,,,,,30001,,,,2021-09-06 20:36:54.293,2021-09-06 20:36:54.293,,1.8888888,,,2429,1735.0721,,148.0,,,,UTC-0400,j9zBUHWfhn,,,cffe4249-0f84-b840-35fe-037a242948d9.com.samsung.health.exercise.live_data.json,,1.6023314,com.sec.android.app.shealth,,,,2021-09-06 20:35:49.980,cffe4249-0f84-b840-35fe-037a242948d9,,
,0,,35.0,0,,,,4,0,,,0,,0.0,,,,,760600,,,bf84653b-44e9-e758-7909-094146557401.com.samsung.health.exercise.location_data.json,2020-10-03 14:41:05.360,1001,,,,,30001,,,,2020-10-03 14:54:49.353,2020-10-03 14:54:49.353,,1.5,,,1128,830.12,,35.0,,,,UTC-0400,j9zBUHWfhn,,,bf84653b-44e9-e758-7909-094146557401.com.samsung.health.exercise.live_data.json,,1.3852578,com.sec.android.app.shealth,,,,2020-10-03 14:53:45.960,bf84653b-44e9-e758-7909-094146557401,,
,0,,50.0,0,,,,4,0,,,0,,0.0,,,,,671040,,,,2021-05-11 22:13:05.020,1001,,,,,30001,,,,2021-05-11 22:25:16.934,2021-05-11 22:25:16.934,,1.75,,,937,747.64,,50.0,,,,UTC-0400,j9zBUHWfhn,,,3b62baca-c9f7-764a-5e49-eab1408184ed.com.samsung.health.exercise.live_data.json,,1.4490899,com.sec.android.app.shealth,,,,2021-05-11 22:24:16.060,3b62baca-c9f7-764a-5e49-eab1408184ed,,
4bab616a-1d8f-6523-9579-09c907f08007.live_data_internal.json,0,,64.0,0,,,,4,0,,,0,36,0.0,,,,,615920,,,,2021-12-30 18:53:16.960,1001,,,,86.0,30001,,,91.0,2021-12-30 19:05:08.339,2021-12-30 19:05:08.339,,2.1666667,,84.0,608,482.44,,64.0,,,,UTC-0500,j9zBUHWfhn,,,4bab616a-1d8f-6523-9579-09c907f08007.com.samsung.health.exercise.live_data.json,,1.4850091,com.sec.android.app.shealth,,,,2021-12-30 19:03:32.880,4bab616a-1d8f-6523-9579-09c907f08007,,
,0,,103.0,0,,,,4,0,,,0,,0.0,,,,,1374860,,,,2021-07-12 22:23:52.340,1001,,,,,30001,,,,2021-07-12 22:47:47.360,2021-07-12 22:47:47.360,,2.0277777,,,1806,1432.72,,103.0,,,,UTC-0400,j9zBUHWfhn,,,a52520c2-4ca6-8fe2-15ca-d8df6b2ec782.com.samsung.health.exercise.live_data.json,,1.5199667,com.sec.android.app.shealth,,,,2021-07-12 22:46:47.200,a52520c2-4ca6-8fe2-15ca-d8df6b2ec782,,
,0,,153.0,0,,,,4,0,,,0,,0.0,,,,,2358700,,,6edb812d-0a34-dc1b-cd4b-596f2745e91e.com.samsung.health.exercise.location_data.json,2020-11-22 21:25:46.040,1001,,,,,30001,,,,2020-11-22 22:06:12.406,2020-11-22 22:06:12.406,,2.1462584,,,2977,2356.1807,,153.0,,,,UTC-0500,j9zBUHWfhn,,,6edb812d-0a34-dc1b-cd4b-596f2745e91e.com.samsung.health.exercise.live_data.json,,1.4636531,com.sec.android.app.shealth,,,,2020-11-22 22:05:04.740,6edb812d-0a34-dc1b-cd4b-596f2745e91e,,
7b76c591-59d6-e7e9-adbd-a7b164be8aaa.live_data_internal.json,0,,88.0,0,,,,4,0,,,0,61,0.0,,,,,858040,,,,2022-03-03 08:38:46.000,1001,,,,93.0,30001,,,107.0,2022-03-03 08:54:39.643,2022-03-03 08:54:39.643,,2.0555556,,69.0,966,752.27,,88.0,,,,UTC+0700,j9zBUHWfhn,,,7b76c591-59d6-e7e9-adbd-a7b164be8aaa.com.samsung.health.exercise.live_data.json,,1.4265485,com.sec.android.app.shealth,,,,2022-03-03 08:53:04.040,7b76c591-59d6-e7e9-adbd-a7b164be8aaa,,
,0,,198.0,0,,,,4,0,,,0,,0.0,,,,,2474020,,,,2021-09-18 14:30:09.320,1001,,,,,30001,,,,2021-09-18 15:12:26.228,2021-09-18 15:12:26.228,,3.0609748,,,2482,2106.99,,198.0,,,,UTC-0400,j9zBUHWfhn,,,3d26e5df-99b2-23c2-b600-c5b988600998.com.samsung.health.exercise.live_data.json,,1.6346328,com.sec.android.app.shealth,,,,2021-09-18 15:11:23.340,3d26e5df-99b2-23c2-b600-c5b988600998,,
,0,,378.0,0,,,,4,0,,,0,,0.0,,,,,2934600,,,,2021-09-18 21:26:29.560,0,,,,,,,,,2021-09-18 22:16:26.209,2021-09-18 22:16:26.209,,,,,,,,378.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-09-18 22:15:24.160,507cb895-0314-04d7-1825-60eaa34374c3,,
,0,,96.0,0,,,,4,0,,,0,,0.0,,,,,1171360,,,,2021-09-14 22:29:28.620,1001,,,,,30001,,,,2021-09-14 22:50:01.659,2021-09-14 22:50:01.659,,1.5555556,,,1873,1473.3627,,96.0,,,,UTC-0400,j9zBUHWfhn,,,72539fdd-664e-bbb2-f97d-5ba6631addaf.com.samsung.health.exercise.live_data.json,,1.4028819,com.sec.android.app.shealth,,,,2021-09-14 22:48:59.980,72539fdd-664e-bbb2-f97d-5ba6631addaf,,
,0,,80.0,0,,,,4,0,,,0,,0.0,,,,,757820,,,,2021-04-15 12:12:29.680,0,,,,,,,,,2021-04-15 12:26:12.309,2021-04-15 12:26:12.309,,,,,,,,80.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-04-15 12:25:07.500,af0fa9c4-ef56-0127-aced-e94b23cad114,,
,0,,81.0,0,,,,4,0,,,0,,0.0,,,,,1133620,,,,2021-04-25 16:29:39.540,1001,,,,,30001,,,,2021-04-25 16:49:36.271,2021-04-25 16:49:36.271,,2.5833333,,,1430,1130.5049,,81.0,,,,UTC-0400,j9zBUHWfhn,,,bfcd0d0e-5d5c-a454-d24c-c33eff749ecc.com.samsung.health.exercise.live_data.json,,1.5127329,com.sec.android.app.shealth,,,,2021-04-25 16:48:33.160,bfcd0d0e-5d5c-a454-d24c-c33eff749ecc,,
,0,,110.0,0,,,,4,0,,,0,,0.0,,,,,1430740,,,,2021-04-02 21:53:55.140,1001,,,,,30001,,,,2021-04-02 22:18:48.265,2021-04-02 22:18:48.265,,2.0060008,,,2159,1704.27,,110.0,,,,UTC-0400,j9zBUHWfhn,,,34466b20-3b37-ff8c-aee3-dd991cfb65a2.com.samsung.health.exercise.live_data.json,,1.4551339,com.sec.android.app.shealth,,,,2021-04-02 22:17:45.880,34466b20-3b37-ff8c-aee3-dd991cfb65a2,,
,0,,101.0,0,,,,4,0,,,0,,0.0,,,,,1211480,,,,2021-04-12 22:05:55.660,1001,,,,,30001,,,,2021-04-12 22:27:10.309,2021-04-12 22:27:10.309,,2.2284622,,,2024,1599.983,,101.0,,,,UTC-0400,j9zBUHWfhn,,,71b0d6ec-955a-1534-5165-3613820af37d.com.samsung.health.exercise.live_data.json,,1.4678351,com.sec.android.app.shealth,,,,2021-04-12 22:26:07.140,71b0d6ec-955a-1534-5165-3613820af37d,,
,0,,92.0,0,,,,4,0,,,0,,0.0,,,,,1510880,,,,2021-06-03 21:39:14.080,1001,,,,,30001,,,,2021-06-03 22:05:28.250,2021-06-03 22:05:28.250,,1.9722222,,,1681,1324.75,,92.0,,,,UTC-0400,j9zBUHWfhn,,,e65f59b7-6bbd-4c59-baf8-996aca54b71a.com.samsung.health.exercise.live_data.json,,1.447937,com.sec.android.app.shealth,,,,2021-06-03 22:04:24.960,e65f59b7-6bbd-4c59-baf8-996aca54b71a,,
,0,,187.66,0,,,,4,0,,,0,,0.0,,,,,700320,,,,2021-08-18 21:35:19.042,11007,,,,,,,,,2021-08-18 21:49:15.228,2021-08-18 21:49:15.228,,,,,,,,187.66,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-08-18 21:46:59.362,7a0cae50-e552-229d-0929-55700780d89f,,
,0,,377.62,0,,,,4,0,,,0,,0.0,,,,,1534880,,,,2021-09-10 22:18:43.032,11007,,,,,,,,,2021-09-10 22:46:34.214,2021-09-10 22:46:34.214,,,,,,,,377.62,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-09-10 22:44:17.912,ccc94f42-4e5f-6970-67a3-ec63c1d1dbd1,,
,0,,142.0,0,,,,4,0,,,0,,0.0,,,,,1962480,,,,2021-07-13 21:48:20.800,1001,,,,,30001,,,,2021-07-13 22:22:07.415,2021-07-13 22:22:07.415,,1.9166666,,,2580,2060.969,,142.0,,,,UTC-0400,j9zBUHWfhn,,,13e6f619-0919-ffb6-4a58-9ad653fccb39.com.samsung.health.exercise.live_data.json,,1.474318,com.sec.android.app.shealth,,,,2021-07-13 22:21:03.280,13e6f619-0919-ffb6-4a58-9ad653fccb39,,
,0,,53.0,0,,,,4,0,,,0,,0.0,,,,,856680,,,f724dbac-32f8-4f12-2468-04bc051a3bb6.com.samsung.health.exercise.location_data.json,2020-11-10 17:38:44.160,1001,,,,,30001,,,,2020-11-10 17:54:03.340,2020-11-10 17:54:03.340,,1.7777778,,,1181,923.04,,53.0,,,,UTC-0500,j9zBUHWfhn,,,f724dbac-32f8-4f12-2468-04bc051a3bb6.com.samsung.health.exercise.live_data.json,,1.4115751,com.sec.android.app.shealth,,,,2020-11-10 17:53:00.840,f724dbac-32f8-4f12-2468-04bc051a3bb6,,
,0,,77.0,0,,,,4,0,,,0,,0.0,,,,,979260,,,,2021-06-01 21:52:41.560,0,,,,,,,,,2021-06-01 22:10:05.252,2021-06-01 22:10:05.252,,,,,,,,77.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-06-01 22:09:00.820,1344e756-622f-73fc-ce19-b15a570002b2,,
,0,,103.0,0,,,,4,0,,,0,,0.0,,,,,893280,,,,2021-08-03 12:43:26.680,0,,,,,,,,,2021-08-03 12:59:24.342,2021-08-03 12:59:24.342,,,,,,,,103.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-08-03 12:58:19.960,19e177dd-668b-8b7e-7dfc-96691b136d09,,
,0,,65.0,0,,,,4,0,,,0,,0.0,,,,,791880,,,,2021-04-23 22:38:11.120,1001,,,,,30001,,,,2021-04-23 22:52:29.397,2021-04-23 22:52:29.397,,1.5555556,,,1232,977.70667,,65.0,,,,UTC-0400,j9zBUHWfhn,,,e20bf779-bb4f-5294-b5cf-dbbaedcc2b5b.com.samsung.health.exercise.live_data.json,,1.4432467,com.sec.android.app.shealth,,,,2021-04-23 22:51:23.000,e20bf779-bb4f-5294-b5cf-dbbaedcc2b5b,,
,0,,54.0,0,,,,4,0,,,0,,0.0,,,,,816280,,,b1f82fa9-befc-7809-cdf3-b2bdf7d14130.com.samsung.health.exercise.location_data.json,2020-11-12 12:42:20.800,1001,,,,,30001,,,,2020-11-12 12:56:58.262,2020-11-12 12:56:58.262,,1.9050627,,,1020,821.12,,54.0,,,,UTC-0500,j9zBUHWfhn,,,b1f82fa9-befc-7809-cdf3-b2bdf7d14130.com.samsung.health.exercise.live_data.json,,1.5458683,com.sec.android.app.shealth,,,,2020-11-12 12:55:57.080,b1f82fa9-befc-7809-cdf3-b2bdf7d14130,,
,0,,157.0,0,,,,4,0,,,0,,0.0,,,,,1909180,,,,2021-06-28 23:52:17.100,1001,,,,,30001,,,,2021-06-29 00:25:07.102,2021-06-29 00:25:07.102,,1.9444444,,,2908,2389.635,,157.0,,,,UTC-0400,j9zBUHWfhn,,,62690679-ef47-9ab4-d428-c47ff269cff6.com.samsung.health.exercise.live_data.json,,1.653674,com.sec.android.app.shealth,,,,2021-06-29 00:24:06.280,62690679-ef47-9ab4-d428-c47ff269cff6,,
,0,,127.0,0,,,,4,0,,,0,,0.0,,,,,1728540,,,b69924fa-c286-84a3-0b90-d2ecb09d635b.com.samsung.health.exercise.location_data.json,2020-11-01 15:37:08.400,1001,,,,,30001,,,,2020-11-01 16:07:00.524,2020-11-01 16:07:00.524,,2.1117334,,,2605,2029.76,,127.0,,,,UTC-0500,j9zBUHWfhn,,,b69924fa-c286-84a3-0b90-d2ecb09d635b.com.samsung.health.exercise.live_data.json,,1.4222432,com.sec.android.app.shealth,,,,2020-11-01 16:05:56.940,b69924fa-c286-84a3-0b90-d2ecb09d635b,,
,0,,73.0,0,,,,4,0,,,0,,0.0,,,,,817240,,,,2021-05-25 22:08:21.860,0,,,,,,,,,2021-05-25 22:23:04.325,2021-05-25 22:23:04.325,,,,,,,,73.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-05-25 22:21:59.100,fa9d41ce-83c0-1486-90ad-ca068a7fcde9,,
,0,,92.0,0,,,,4,0,,,0,,0.0,,,,,1108180,,,,2021-08-01 21:20:05.700,0,,,,,,,,,2021-08-01 21:39:37.306,2021-08-01 21:39:37.306,,,,,,,,92.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-08-01 21:38:33.880,2cf1758f-cc61-b988-91a1-ed4a9aecec67,,
,0,,74.0,0,,,,4,0,,,0,,0.0,,,,,1971440,,,,2021-07-17 00:49:31.200,0,,,,,,,,,2021-07-17 01:23:26.307,2021-07-17 01:23:26.307,,,,,,,,74.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-07-17 01:22:22.640,b7314395-b029-7478-f8a4-3cb561314e8d,,
,0,,58.0,0,,,,4,0,,,0,,0.0,,,,,730140,,,,2021-04-25 15:36:56.000,1001,,,,,30001,,,,2021-04-25 15:50:09.237,2021-04-25 15:50:09.237,,1.6111112,,,1177,940.6,,58.0,,,,UTC-0400,j9zBUHWfhn,,,7813f9c5-eff8-a717-8408-3e98aec80572.com.samsung.health.exercise.live_data.json,,1.4697425,com.sec.android.app.shealth,,,,2021-04-25 15:49:06.140,7813f9c5-eff8-a717-8408-3e98aec80572,,
,0,,92.0,0,,,,4,0,,,0,,0.0,,,,,1114440,,,,2021-06-29 22:07:12.600,1001,,,,,30001,,,,2021-06-29 22:26:50.310,2021-06-29 22:26:50.310,,1.5,,,1816,1421.849,,92.0,,,,UTC-0400,j9zBUHWfhn,,,671ad558-8392-14f9-e024-fd7c4daf1591.com.samsung.health.exercise.live_data.json,,1.3933265,com.sec.android.app.shealth,,,,2021-06-29 22:25:47.040,671ad558-8392-14f9-e024-fd7c4daf1591,,
,0,,96.0,0,,,,4,0,,,0,,0.0,,,,,1710340,,,bb4923c8-d145-c568-1c3a-16f841cd1c21.com.samsung.health.exercise.location_data.json,2020-10-09 21:47:42.120,1001,,,,,30001,,,,2020-10-09 22:17:16.395,2020-10-09 22:17:16.395,,1.7777778,,,2900,2196.31,,96.0,,,,UTC-0400,j9zBUHWfhn,,,bb4923c8-d145-c568-1c3a-16f841cd1c21.com.samsung.health.exercise.live_data.json,,1.3878802,com.sec.android.app.shealth,,,,2020-10-09 22:16:12.460,bb4923c8-d145-c568-1c3a-16f841cd1c21,,
,0,,279.21,0,,,,4,0,,,0,,0.0,,,,,1099680,,,,2021-07-07 22:00:10.039,11007,,,,,,,,,2021-07-07 22:20:52.480,2021-07-07 22:20:52.480,,,,,,,,279.21,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-07-07 22:18:29.719,0fc10979-5bab-adf3-440d-0bb61c40593e,,
,0,,52.0,0,,,,4,0,,,0,,0.0,,,,,683540,,,9126e5f8-a1a8-4227-cfd7-9f6983cb90fe.com.samsung.health.exercise.location_data.json,2021-01-19 23:24:20.520,1001,,,,,30001,,,,2021-01-19 23:36:47.400,2021-01-19 23:36:47.400,,1.9444444,,,1245,1040.83,,52.0,,,,UTC-0500,j9zBUHWfhn,,,9126e5f8-a1a8-4227-cfd7-9f6983cb90fe.com.samsung.health.exercise.live_data.json,,1.8117734,com.sec.android.app.shealth,,,,2021-01-19 23:35:44.060,9126e5f8-a1a8-4227-cfd7-9f6983cb90fe,,
,0,,91.0,0,,,,4,0,,,0,,0.0,,,,,1207140,,,,2021-07-27 22:16:09.440,1001,,,,,30001,,,,2021-07-27 22:37:23.321,2021-07-27 22:37:23.321,,1.6388888,,,1669,1308.7258,,91.0,,,,UTC-0400,j9zBUHWfhn,,,700e47e8-01bb-0ebe-fdf9-3471949573da.com.samsung.health.exercise.live_data.json,,1.4168253,com.sec.android.app.shealth,,,,2021-07-27 22:36:16.580,700e47e8-01bb-0ebe-fdf9-3471949573da,,
,0,,57.0,0,,,,4,0,,,0,,0.0,,,,,699160,,,,2021-10-24 15:19:47.580,1001,,,,,30001,,,,2021-10-24 15:32:28.106,2021-10-24 15:32:28.106,,2.3128831,,,999,816.65,,57.0,,,,UTC-0400,j9zBUHWfhn,,,8ff59b38-6a9c-6e87-9566-47f7f0f6833e.com.samsung.health.exercise.live_data.json,,1.7100719,com.sec.android.app.shealth,,,,2021-10-24 15:31:26.740,8ff59b38-6a9c-6e87-9566-47f7f0f6833e,,
,0,,138.0,0,,,,4,0,,,0,,0.0,,,,,1483420,,,,2021-06-19 14:07:04.360,0,,,,,,,,,2021-06-19 14:32:52.366,2021-06-19 14:32:52.366,,,,,,,,138.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-06-19 14:31:47.780,fe8b9df3-8c2f-0780-5d52-420b59420174,,
,0,,51.0,0,,,,4,0,,,0,,0.0,,,,,695320,,,,2021-06-05 15:07:37.120,1001,,,,,30001,,,,2021-06-05 15:20:16.304,2021-06-05 15:20:16.304,,1.9653157,,,980,781.998,,51.0,,,,UTC-0400,j9zBUHWfhn,,,2acd5bb4-6fd9-8a2d-4848-54566a6d961a.com.samsung.health.exercise.live_data.json,,1.5181601,com.sec.android.app.shealth,,,,2021-06-05 15:19:12.440,2acd5bb4-6fd9-8a2d-4848-54566a6d961a,,
d59a63d1-b52d-7fd9-cf9a-9bb4b5fdbbb2.live_data_internal.json,0,,179.0,0,,,,4,0,,,0,154,0.0,,,,,1854320,,,,2022-03-20 11:01:32.200,1001,,,,108.0,30001,,,121.0,2022-03-20 11:34:00.289,2022-03-20 11:34:00.289,,1.7222222,,97.0,1630,1251.07,,179.0,,,,UTC-0400,j9zBUHWfhn,,,d59a63d1-b52d-7fd9-cf9a-9bb4b5fdbbb2.com.samsung.health.exercise.live_data.json,,1.2892388,com.sec.android.app.shealth,,,,2022-03-20 11:32:26.520,d59a63d1-b52d-7fd9-cf9a-9bb4b5fdbbb2,,
,0,,87.0,0,,,,4,0,,,0,,0.0,,,,,1124080,,,,2021-04-24 17:03:46.820,1001,,,,,30001,,,,2021-04-24 17:23:34.333,2021-04-24 17:23:34.333,,1.8888888,,,1490,1187.649,,87.0,,,,UTC-0400,j9zBUHWfhn,,,b31d11a5-e6da-0f22-0fa3-fa2b09158d02.com.samsung.health.exercise.live_data.json,,1.5053447,com.sec.android.app.shealth,,,,2021-04-24 17:22:30.900,b31d11a5-e6da-0f22-0fa3-fa2b09158d02,,
,0,,54.0,0,,,,4,0,,,0,,0.0,,,,,678620,,,,2021-11-04 22:00:00.540,1001,,,,,30001,,,,2021-11-04 22:12:22.268,2021-11-04 22:12:22.268,,1.6871932,,,866,681.05,,54.0,,,,UTC-0400,j9zBUHWfhn,,,bda4b14f-975b-d38d-9250-b7fc97f863af.com.samsung.health.exercise.live_data.json,,1.4349422,com.sec.android.app.shealth,,,,2021-11-04 22:11:19.160,bda4b14f-975b-d38d-9250-b7fc97f863af,,
911ef521-dc4d-8e20-5864-debe1dbfe4e7.live_data_internal.json,0,,87.0,0,,,,4,0,,,0,25,0.0,,,,,815700,,,,2022-03-18 14:58:41.860,0,,,,93.0,,,,95.0,2022-03-18 15:13:20.564,2022-03-18 15:13:20.564,,,,90.0,,,,87.0,,,,UTC-0400,j9zBUHWfhn,,,911ef521-dc4d-8e20-5864-debe1dbfe4e7.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-03-18 15:12:17.560,911ef521-dc4d-8e20-5864-debe1dbfe4e7,,
,0,,112.0,0,,,,4,0,,,0,,0.0,,,,,1589960,,,,2021-07-14 22:30:23.860,1001,,,,,30001,,,,2021-07-14 22:57:59.302,2021-07-14 22:57:59.302,,2.1388888,,,1873,1475.4698,,112.0,,,,UTC-0400,j9zBUHWfhn,,,3237d987-0612-1282-5709-02c97f1e96ec.com.samsung.health.exercise.live_data.json,,1.4695733,com.sec.android.app.shealth,,,,2021-07-14 22:56:53.820,3237d987-0612-1282-5709-02c97f1e96ec,,
,0,,79.0,0,,,,4,0,,,0,,0.0,,,,,1293843,,,f4ba2f11-831f-4dcf-db20-1c7be3634f5a.com.samsung.health.exercise.location_data.json,2021-01-07 02:56:23.320,1001,,,,,30001,,,,2021-01-07 12:42:25.387,2021-01-07 12:42:25.387,,1.9632695,,,1573,1276.8627,,79.0,,,,UTC-0500,j9zBUHWfhn,,,f4ba2f11-831f-4dcf-db20-1c7be3634f5a.com.samsung.health.exercise.live_data.json,,1.6011198,com.sec.android.app.shealth,,,,2021-01-07 03:17:57.163,f4ba2f11-831f-4dcf-db20-1c7be3634f5a,,
,0,,87.0,0,,,,4,0,,,0,,0.0,,,,,1029500,,,,2021-04-27 22:22:09.280,1001,,,,,30001,,,,2021-04-27 22:40:21.385,2021-04-27 22:40:21.385,,1.514,,,1734,1364.91,,87.0,,,,UTC-0400,j9zBUHWfhn,,,bbb77b3f-c738-bdf0-434e-ae3a6a6c68d7.com.samsung.health.exercise.live_data.json,,1.4231422,com.sec.android.app.shealth,,,,2021-04-27 22:39:18.780,bbb77b3f-c738-bdf0-434e-ae3a6a6c68d7,,
,0,,192.0,0,,,,4,0,,,0,,0.0,,,,,1847560,,,4cf31663-6527-f1dd-bca1-32ddbd31e0b2.com.samsung.health.exercise.location_data.json,2020-10-03 19:56:25.420,0,,,,,,,,,2020-10-03 20:28:14.080,2020-10-03 20:28:14.080,,,,,,,,192.0,,,,UTC-0400,j9zBUHWfhn,,,4cf31663-6527-f1dd-bca1-32ddbd31e0b2.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2020-10-03 20:27:12.980,4cf31663-6527-f1dd-bca1-32ddbd31e0b2,,
,0,,68.0,0,,,,4,0,,,0,,0.0,,,,,715520,,,,2021-04-19 00:27:38.220,0,,,,,,,,,2021-04-19 00:40:37.364,2021-04-19 00:40:37.364,,,,,,,,68.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-04-19 00:39:33.740,b5469812-e269-7583-f5d5-3c99e8b50852,,
,0,,161.0,0,,,,4,0,,,0,,0.0,,,,,2138860,,,,2021-10-12 19:02:12.220,1001,,,,,30001,,,,2021-10-12 19:38:54.087,2021-10-12 19:38:54.087,,1.6666666,,,2913,2222.09,,161.0,,,,UTC+0200,j9zBUHWfhn,,,e22bb0ba-977b-f32b-83bb-fe9c40f47bb0.com.samsung.health.exercise.live_data.json,,1.3808113,com.sec.android.app.shealth,,,,2021-10-12 19:37:51.080,e22bb0ba-977b-f32b-83bb-fe9c40f47bb0,,
,0,,130.0,0,,,,4,0,,,0,,0.0,,,,,2336800,,,54bf0d1b-4d2a-197b-36be-1fc059794d30.com.samsung.health.exercise.location_data.json,2020-10-18 17:36:04.720,1001,,,,,30001,,,,2020-10-18 18:16:03.202,2020-10-18 18:16:03.202,,1.5,,,3695,2758.05,,130.0,,,,UTC-0400,j9zBUHWfhn,,,54bf0d1b-4d2a-197b-36be-1fc059794d30.com.samsung.health.exercise.live_data.json,,1.3388062,com.sec.android.app.shealth,,,,2020-10-18 18:15:01.520,54bf0d1b-4d2a-197b-36be-1fc059794d30,,
,0,,81.0,0,,,,4,0,,,0,,0.0,,,,,1104360,,,772117c1-f1d2-857a-484d-fc39c62c8bf2.com.samsung.health.exercise.location_data.json,2020-11-10 17:11:41.600,1001,,,,,30001,,,,2020-11-10 17:31:07.350,2020-11-10 17:31:07.350,,1.5521079,,,1759,1378.0273,,81.0,,,,UTC-0500,j9zBUHWfhn,,,772117c1-f1d2-857a-484d-fc39c62c8bf2.com.samsung.health.exercise.live_data.json,,1.3982909,com.sec.android.app.shealth,,,,2020-11-10 17:30:05.960,772117c1-f1d2-857a-484d-fc39c62c8bf2,,
,0,,83.0,0,,,,4,0,,,0,,0.0,,,,,919520,,,,2021-06-19 19:38:49.080,0,,,,,,,,,2021-06-19 19:55:15.504,2021-06-19 19:55:15.504,,,,,,,,83.0,,,,UTC-0400,j9zBUHWfhn,,,,,,com.sec.android.app.shealth,,,,2021-06-19 19:54:08.600,7d5034ce-102e-33e8-697d-d71af07b212a,,
,0,,152.0,0,,,,4,0,,,0,,0.0,,,,,2143820,,,,2021-04-13 22:38:10.540,1001,,,,,30001,,,,2021-04-13 23:14:58.317,2021-04-13 23:14:58.317,,3.0277777,,,2721,2180.543,,152.0,,,,UTC-0400,j9zBUHWfhn,,,84c9b6ad-2bf2-fb9c-dab4-dc108e8e0dbc.com.samsung.health.exercise.live_data.json,,1.565035,com.sec.android.app.shealth,,,,2021-04-13 23:13:54.360,84c9b6ad-2bf2-fb9c-dab4-dc108e8e0dbc,,
