com.samsung.health.floors_climbed,6211031,5
start_time,custom,update_time,create_time,floor,time_offset,deviceuuid,pkg_name,end_time,datauuid
2021-05-29 21:31:22.457,,2021-05-29 21:32:59.494,2021-05-29 21:32:59.464,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-05-29 21:31:41.459,2dfb8b6e-fd7b-4570-4531-5f89de74e17b,
2021-07-23 18:08:12.109,,2021-07-23 18:08:44.176,2021-07-23 18:08:44.112,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-07-23 18:08:25.111,3bca1165-afc8-3e6d-51e6-47f53f3c0053,
2022-02-26 20:13:11.532,,2022-02-26 20:13:47.574,2022-02-26 20:13:47.536,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-26 20:13:35.534,86119b85-0f19-0315-2d2c-8e418047ad05,
2021-03-07 23:55:17.687,,2021-03-07 23:56:51.731,2021-03-07 23:56:51.691,2.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-03-07 23:55:53.689,3677bdab-f28c-2002-cd42-4890f01ffddf,
2021-02-07 01:59:53.416,,2021-02-07 02:00:09.453,2021-02-07 02:00:09.420,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-02-07 02:00:04.418,936568b4-6a2b-4ba7-f234-480ac828911f,
2021-08-07 23:19:35.169,,2021-08-07 23:33:27.315,2021-08-07 23:33:27.257,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-08-07 23:19:58.171,770dc457-f8ba-89d0-2aed-1178dbc0da89,
2021-09-06 20:40:58.470,,2021-09-06 20:41:58.513,2021-09-06 20:41:58.476,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-09-06 20:41:27.472,b402643a-8267-4c9f-c7bb-9b98b6db2718,
2021-11-17 20:52:44.558,,2021-11-17 20:55:50.614,2021-11-17 20:55:50.580,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-11-17 20:52:58.560,50bc7e71-3417-c92c-e7ea-1dfbc5bb10c8,
2022-02-28 02:15:10.834,,2022-02-28 02:26:28.880,2022-02-28 02:26:28.852,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-28 02:15:28.835,4b9a75ae-c4ca-3d48-672f-a18c3730ceb2,
2022-02-06 17:13:41.283,,2022-02-06 17:14:12.333,2022-02-06 17:14:12.286,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-06 17:13:58.285,cff46980-d949-02b6-f10e-77cddbf2897e,
2020-11-30 13:06:30.442,,2020-11-30 13:06:50.474,2020-11-30 13:06:50.444,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2020-11-30 13:06:46.444,db219843-aa13-8993-328f-b7855b36144b,
2021-09-29 12:59:59.944,,2021-09-29 13:00:35.992,2021-09-29 13:00:35.966,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-09-29 13:00:14.946,ee2e0e68-c600-6eda-9ec2-370233ff03ef,
2021-05-17 01:22:37.597,,2021-05-17 01:49:47.630,2021-05-17 01:49:47.600,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-05-17 01:22:54.600,9f54d995-72ef-e812-6928-c60deb2d7fe8,
2022-01-25 14:13:07.410,,2022-01-25 14:16:09.509,2022-01-25 14:16:09.438,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-01-25 14:13:27.433,d1e019e4-6650-402e-ea42-63a872b58413,
2022-03-01 00:34:02.120,,2022-03-01 00:35:17.327,2022-03-01 00:35:17.129,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-01 00:34:16.122,31b46d56-9f38-1de9-fab3-140f8717f53c,
2021-11-27 17:11:02.136,,2021-11-27 17:11:32.206,2021-11-27 17:11:32.155,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-11-27 17:11:18.142,e16df994-5bc8-b7ea-89dc-ac693bb11bef,
2022-01-27 00:34:43.745,,2022-01-27 00:51:41.884,2022-01-27 00:51:41.802,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-01-27 00:34:58.747,912bda8e-2b6d-0ad9-e613-0a3fc25f94f4,
2021-01-02 16:38:28.020,,2021-01-02 16:47:56.162,2021-01-02 16:47:56.080,2.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-01-02 16:39:15.024,99d2f75e-7849-d663-68fe-831e1fc991b5,
2021-11-12 00:56:09.428,,2021-11-12 00:56:29.537,2021-11-12 00:56:29.482,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-11-12 00:56:23.430,b6c02f6d-d352-df43-a8b6-445fc1492ed3,
2022-03-03 12:05:23.659,,2022-03-03 12:13:47.819,2022-03-03 12:13:47.721,1.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-03 12:05:42.661,9a34e071-7130-8215-e3a5-66cbdb7e7dfb,
2021-11-07 18:06:11.441,,2021-11-07 18:10:21.643,2021-11-07 18:10:21.518,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-11-07 18:06:27.444,4640fdba-8067-317d-43bf-063f59a8e93e,
2021-06-19 15:52:33.709,,2021-06-19 15:56:41.766,2021-06-19 15:56:41.713,2.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-06-19 15:52:46.711,5dd6be59-2dec-3acc-edb2-03e84cba7e0c,
2021-12-24 17:45:15.684,,2021-12-24 18:18:25.821,2021-12-24 18:18:25.691,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-12-24 17:45:22.689,af5f6d0f-e307-ba26-d19f-2035623ea708,
2021-12-02 22:00:11.793,,2021-12-02 22:00:25.830,2021-12-02 22:00:25.800,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-12-02 22:00:24.795,f490f21f-a526-668c-5c72-ea4633670a09,
2022-01-07 13:55:23.383,,2022-01-07 13:55:45.464,2022-01-07 13:55:45.428,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-01-07 13:55:34.385,c6fbca8f-c94f-fa72-238d-9c70e8768a94,
2022-03-06 03:42:27.530,,2022-03-06 03:43:32.709,2022-03-06 03:43:32.541,2.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-06 03:43:02.532,5b2a3bb4-e38d-747a-eac1-8db0c877b80f,
2020-12-24 01:50:49.977,,2020-12-24 01:51:43.022,2020-12-24 01:51:42.979,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2020-12-24 01:51:03.979,f2737aa8-7042-ca0f-b963-d3645967fa15,
2021-10-09 15:56:30.630,,2021-10-09 16:00:18.716,2021-10-09 16:00:18.681,1.0,UTC+0200,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-09 15:56:55.635,dbe832b7-6a0b-6d24-ec1d-59b8166a4a18,
2022-02-27 15:02:13.744,,2022-02-27 15:03:04.865,2022-02-27 15:03:04.751,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-27 15:02:26.746,4157f7fb-2f20-f1e4-853e-074ace3f3e62,
2021-10-09 10:48:35.454,,2021-10-09 10:52:34.732,2021-10-09 10:52:34.527,2.0,UTC+0200,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-09 10:49:33.462,57779699-c166-d496-ee6e-730502dfc2e7,
2021-07-24 19:45:26.583,,2021-07-24 19:51:53.985,2021-07-24 19:45:45.585,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-07-24 19:45:45.922,084ffa5a-a5b9-2ee6-011a-45954074575f,
2021-09-25 16:03:15.650,,2021-09-25 16:06:51.707,2021-09-25 16:06:51.665,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-09-25 16:03:32.653,201db6bf-1f7c-6f30-0fad-0c075f2d103c,
2022-03-06 06:46:04.636,,2022-03-06 06:48:25.681,2022-03-06 06:48:25.642,2.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-06 06:46:41.638,dac55447-f4a0-f244-dae1-76ed96b12937,
2022-02-28 13:51:49.947,,2022-02-28 14:07:11.983,2022-02-28 14:07:11.949,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-28 13:52:01.949,2b6eea4f-e1c2-539a-f353-2ae9800c5ee1,
2021-10-13 19:34:50.794,,2021-10-13 19:37:46.857,2021-10-13 19:37:46.801,1.0,UTC+0200,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-13 19:35:23.797,b43b138f-2774-c2f0-5960-d07010377224,
2021-10-11 18:35:25.506,,2021-10-11 18:36:57.624,2021-10-11 18:36:57.513,4.0,UTC+0200,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-11 18:36:30.511,281ac9c4-b028-4895-faba-6312aa5f7c2f,
2022-03-01 00:38:10.069,,2022-03-01 00:40:33.162,2022-03-01 00:40:33.107,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-01 00:38:26.071,ec3a05f4-348b-a416-35e5-b967129cb2e0,
2020-10-03 19:15:41.389,,2020-10-03 19:19:01.585,2020-10-03 19:16:13.392,4.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2020-10-03 19:17:45.565,0826a53c-4c9f-e22c-175e-d9d3510f971b,
2021-06-11 16:59:31.434,,2021-06-11 17:00:14.551,2021-06-11 17:00:14.440,2.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-06-11 16:59:40.439,c338c5bb-7bdd-b8f3-15c3-c71f747131e8,
2021-10-10 12:55:51.871,,2021-10-10 13:00:52.929,2021-10-10 13:00:52.900,1.0,UTC+0200,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-10 12:56:12.873,dc3a8417-e5c7-8b40-ff00-3e1b54c9ac6b,
2022-03-06 22:33:00.332,,2022-03-06 22:42:11.930,2022-03-06 22:42:11.719,3.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-06 22:33:53.337,686db17a-a281-b84d-b0f9-43dd3b76267b,
2022-03-04 04:15:04.545,,2022-03-04 04:17:24.830,2022-03-04 04:17:24.726,1.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-04 04:15:30.550,0c21542f-83f2-5e22-55e1-bacf63ebbd09,
2022-01-03 17:17:05.816,,2022-01-03 17:17:26.877,2022-01-03 17:17:26.839,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-01-03 17:17:18.817,e42d536f-a747-7cd7-45c5-3ee5230d2774,
2021-05-15 21:14:22.500,,2021-05-15 21:15:54.604,2021-05-15 21:15:54.513,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-05-15 21:14:38.510,d4b0f6ef-c3eb-d0b6-5ffc-d458da701793,
2022-03-06 04:15:56.539,,2022-03-06 04:17:43.608,2022-03-06 04:17:43.569,1.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-06 04:16:10.540,79327839-4c34-61bc-8b12-9736dd5cb1a1,
2021-09-18 22:16:54.304,,2021-09-18 22:19:11.321,2021-09-18 22:19:11.307,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-09-18 22:17:07.305,e3fff58b-4deb-76e4-13a1-8d8e8e6e8852,
2021-01-03 15:55:23.151,,2021-01-03 16:03:50.306,2021-01-03 16:03:50.161,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-01-03 15:55:34.155,1f17090c-bed3-0246-8237-10d069e863bb,
2020-12-24 18:02:28.309,,2020-12-24 18:04:12.466,2020-12-24 18:04:12.444,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2020-12-24 18:02:54.312,96bec524-5121-d153-aa04-d8c36707be0f,
2022-03-11 07:10:36.274,,2022-03-11 07:14:25.636,2022-03-11 07:14:25.602,1.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-11 07:11:09.278,243e01a2-149f-0889-ea8c-70f3c291b0ba,
2021-10-29 21:54:35.492,,2021-10-29 21:55:59.543,2021-10-29 21:55:59.530,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-29 21:54:47.494,72803779-d860-7a10-236c-5d1aefa3b2f3,
2020-10-03 18:42:03.364,,2020-10-03 18:43:58.623,2020-10-03 18:43:47.393,3.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2020-10-03 18:43:58.589,17a5f06f-c8a6-3f4f-b72a-7c9ac9dc393e,
2022-03-06 08:59:55.269,,2022-03-06 09:01:50.362,2022-03-06 09:01:50.311,2.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-06 09:00:43.271,882d04f6-4a5e-036f-6794-8cd81a5775f5,
2022-01-11 02:23:57.564,,2022-01-11 02:24:18.602,2022-01-11 02:24:18.569,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-01-11 02:24:13.566,fe60233a-c8cc-8f7e-92d8-823d4b2bd7de,
2021-10-12 14:48:32.674,,2021-10-12 14:55:19.120,2021-10-12 14:55:18.691,7.0,UTC+0200,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-12 14:51:52.688,77bd9719-12cb-6c60-f7e1-3e3dbf4653ae,
2022-03-11 04:30:25.878,,2022-03-11 04:33:58.940,2022-03-11 04:33:58.909,1.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-11 04:30:47.880,4e909efa-a488-bcf8-1bf7-d3ef7a6be2ca,
2021-10-11 09:45:09.873,,2021-10-11 09:51:44.911,2021-10-11 09:51:44.894,1.0,UTC+0200,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-11 09:45:22.875,2573dfa5-12bf-7058-e0e5-ecf48bf29553,
2022-03-13 06:49:03.039,,2022-03-13 07:20:56.117,2022-03-13 07:20:56.094,1.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-13 06:49:14.041,0fd3c960-b3f9-6b0f-68b7-54318bc2e93f,
2021-03-02 18:52:29.327,,2021-03-02 18:54:24.373,2021-03-02 18:54:24.329,2.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-03-02 18:52:36.329,2715cc47-79a5-daf9-010f-d1c8d498e15a,
2021-10-11 14:29:27.008,,2021-10-11 14:35:40.555,2021-10-11 14:32:03.108,3.0,UTC+0200,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-11 14:32:06.524,4fea79c6-b4b2-5d4f-8206-1a482203d22c,
2022-03-11 07:12:22.277,,2022-03-11 07:14:25.788,2022-03-11 07:14:25.651,5.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-11 07:13:43.286,4dbf0327-21a4-b231-071c-57f082866b91,
2021-10-02 03:37:12.006,,2021-10-02 03:37:30.104,2021-10-02 03:37:30.012,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-02 03:37:26.009,25e74bf5-1474-3ac7-804d-f8f2c7b523e1,
2021-04-04 22:49:42.483,,2021-04-04 23:14:27.521,2021-04-04 23:14:27.485,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-04-04 22:49:58.485,f4a4e27f-7f44-68c9-d404-714d958eff4b,
2022-03-18 13:48:48.501,,2022-03-18 13:49:04.552,2022-03-18 13:49:04.504,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-18 13:49:03.503,6d8549c8-a145-3dcd-9acd-175f5a1c7b8a,
2020-10-03 18:17:32.229,,2020-10-03 18:21:01.267,2020-10-03 18:21:01.238,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2020-10-03 18:18:17.232,208d3b97-b1aa-1b5d-cc69-6170f3eb4dcd,
2022-03-16 04:45:06.908,,2022-03-16 05:10:16.036,2022-03-16 05:10:15.912,1.0,UTC+0700,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-16 04:45:13.910,c0abf1b4-56ea-e6bd-3b27-c4c966b90dad,
2021-07-05 18:11:16.386,,2021-07-05 18:12:36.529,2021-07-05 18:12:36.438,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-07-05 18:11:36.388,07bc0a66-3df2-f5ec-ad22-68abb82add58,
2021-12-22 13:51:46.489,,2021-12-22 13:57:07.546,2021-12-22 13:57:07.495,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-12-22 13:51:59.491,ec5af766-ef3e-1e3e-1dc9-2c59c2652cb6,
2021-11-24 17:42:15.337,,2021-11-24 17:43:10.362,2021-11-24 17:43:10.341,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-11-24 17:42:33.339,cf51ca5a-f67b-f59f-73e4-0cfd243aec84,
2020-11-08 18:02:37.262,,2020-11-08 18:30:58.710,2020-11-08 18:30:58.620,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2020-11-08 18:02:44.421,81603fa7-1c72-1292-5e72-fbda015647c7,
2022-03-18 14:56:04.392,,2022-03-18 14:56:25.451,2022-03-18 14:56:25.397,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-18 14:56:17.394,d7ecdd00-e99e-174f-86d5-2834f6b1f9f3,
2021-09-27 20:06:26.836,,2021-09-27 20:08:09.867,2021-09-27 20:08:09.838,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-09-27 20:06:37.838,a680ec6c-0956-cee1-aa50-78312fad45f7,
2022-03-22 19:38:06.419,,2022-03-22 19:38:39.507,2022-03-22 19:38:39.423,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-22 19:38:18.422,67b998e5-c4be-5c49-8b62-06e9de611ad4,
2020-12-08 20:05:30.413,,2020-12-08 20:09:26.502,2020-12-08 20:09:26.478,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2020-12-08 20:05:42.415,f5d3aee3-eb4d-e34a-a19a-144e45dc0192,
2022-01-24 18:06:07.850,,2022-01-24 18:07:14.977,2022-01-24 18:07:14.857,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-01-24 18:06:25.852,29fb41b6-3533-0009-a30a-5b9cd52df44c,
2021-12-25 01:35:30.632,,2021-12-25 01:37:46.685,2021-12-25 01:37:46.655,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-12-25 01:35:52.634,53b1b765-18c5-c387-a2cc-32d14ff568cb,
2020-11-28 00:48:01.295,,2020-11-28 00:49:21.350,2020-11-28 00:48:18.300,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2020-11-28 00:48:26.322,d8e66355-b7cb-dfbe-5961-321609ae8722,
2021-12-03 03:41:47.254,,2021-12-03 03:42:17.292,2021-12-03 03:42:17.258,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-12-03 03:42:08.256,339e9fca-88a8-b1b8-df29-35014f5fab72,
2020-10-03 16:44:40.687,,2020-10-03 16:46:58.777,2020-10-03 16:46:58.719,2.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2020-10-03 16:45:12.691,3f86c498-e54b-d2dd-4d3c-1ea50309ebe6,
2022-03-23 12:50:53.492,,2022-03-23 12:53:13.728,2022-03-23 12:53:13.502,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2022-03-23 12:51:08.494,a8871284-fecd-a7f1-8951-f8e7bf54c800,
2022-02-04 18:12:45.838,,2022-02-04 18:13:00.136,2022-02-04 18:12:58.981,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-02-04 18:12:56.108,985088fa-8656-8855-8d5b-0d19b23fe0f1,
2020-10-03 19:06:30.405,,2020-10-03 19:07:47.507,2020-10-03 19:07:47.446,3.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2020-10-03 19:07:29.407,9464ca6a-e476-034c-d961-aebdc54d0765,
2020-10-04 15:53:37.248,,2020-10-04 16:06:38.310,2020-10-04 16:06:38.283,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2020-10-04 15:54:08.250,a7195f87-a8a5-cb5e-2e44-f38424b9101b,
2022-01-20 00:11:19.182,,2022-01-20 00:12:13.404,2022-01-20 00:12:13.210,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-01-20 00:11:36.184,0069b230-09c4-1d77-019b-e24e2d0b2686,
2021-07-17 18:49:28.794,,2021-07-17 19:02:42.960,2021-07-17 19:02:42.799,2.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-07-17 18:50:11.798,b7bc5e15-6221-d7d5-a6d9-fed379a49e29,
2021-08-30 02:09:13.322,,2021-08-30 02:15:26.390,2021-08-30 02:15:26.332,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-08-30 02:09:22.327,777a8104-5ee0-1beb-4f91-b99cb66e13ba,
2021-07-24 21:40:19.489,,2021-07-24 21:47:52.563,2021-07-24 21:47:52.504,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-07-24 21:40:36.491,6f9f5ba3-e401-a774-e4ca-3bba4f6d660c,
2021-01-14 15:58:04.855,,2021-01-14 16:07:59.891,2021-01-14 16:07:59.862,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-01-14 15:58:13.858,8a36ace4-0a30-f969-39b9-c0d3ed97e451,
2021-04-01 22:04:52.670,,2021-04-01 22:08:28.879,2021-04-01 22:08:28.828,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-04-01 22:05:11.676,0931131f-84d6-0842-93c2-8cf9fb0dad5c,
2021-06-14 16:24:56.487,,2021-06-14 16:27:32.549,2021-06-14 16:27:32.510,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-06-14 16:25:14.489,f6f79805-997d-f4f7-ab23-717feae8913c,
2021-03-30 18:47:08.709,,2021-03-30 18:48:05.789,2021-03-30 18:48:05.729,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-03-30 18:47:35.711,4812df41-35b9-24be-1a08-a9107e3cc414,
2020-11-08 18:21:50.420,,2020-11-08 18:30:58.784,2020-11-08 18:30:58.735,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2020-11-08 18:22:20.422,edadd1a0-1d0a-b795-02db-8e898dbb1bb0,
2021-05-16 16:17:59.986,,2021-05-16 16:22:14.096,2021-05-16 16:22:14.037,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-05-16 16:18:16.989,5d1d7788-952f-3a7e-864f-537f9d22d015,
2021-11-03 20:15:41.257,,2021-11-03 20:15:57.344,2021-11-03 20:15:57.259,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-11-03 20:15:55.259,ea6536da-95a8-58a9-ad6b-c1ff2739c069,
2021-11-13 20:09:45.490,,2021-11-13 20:10:01.589,2021-11-13 20:10:01.496,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-11-13 20:09:57.492,837a906f-bb11-608d-6443-369ac1cc8b42,
2022-01-30 16:09:26.396,,2022-01-30 16:10:06.455,2022-01-30 16:10:06.426,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-01-30 16:09:49.404,c304af88-0e4f-3dfb-f4eb-29cc2e15dda7,
2021-10-30 02:03:02.734,,2021-10-30 02:03:43.929,2021-10-30 02:03:43.769,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-30 02:03:16.746,3f093eff-8e4b-383e-61fc-6aeac06ee3bf,
2021-07-25 16:56:44.647,,2021-07-25 16:58:34.676,2021-07-25 16:58:34.651,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-07-25 16:56:57.649,ddebd86c-4580-4181-ac10-765861177f2b,
2021-07-17 22:33:13.375,,2021-07-17 22:37:18.538,2021-07-17 22:37:18.433,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-07-17 22:33:33.378,6dfed84a-5850-51c8-dfdf-a0bd064b8f44,
2021-05-28 02:45:48.445,,2021-05-28 02:46:19.526,2021-05-28 02:46:19.486,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-05-28 02:46:00.448,f807964a-93f3-ae18-ee43-c621227f3e96,
2021-10-12 19:33:50.980,,2021-10-12 19:37:03.071,2021-10-12 19:37:02.989,4.0,UTC+0200,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-12 19:35:00.984,cdcbbd0d-6d2c-54fd-f553-782e82f9c0a3,
2021-10-05 21:50:03.448,,2021-10-05 21:55:23.480,2021-10-05 21:55:23.451,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-10-05 21:50:14.450,d55ef943-ff8b-04de-c72b-b5930fe493ce,
2021-09-17 18:03:39.938,,2021-09-17 18:09:40.971,2021-09-17 18:09:40.941,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-09-17 18:03:57.940,9b36aa5c-5540-f089-33c3-dbe6152e27c2,
2021-06-24 02:26:27.373,,2021-06-24 02:27:10.438,2021-06-24 02:27:10.381,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-06-24 02:26:44.375,647564b0-5b6a-0fcf-a7b5-5b5590a41526,
2021-12-15 03:30:37.170,,2021-12-15 03:31:56.210,2021-12-15 03:31:56.178,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-12-15 03:30:52.172,b2f260bb-bb28-77aa-b409-c60fa92f8c99,
2021-08-20 02:27:10.780,,2021-08-20 02:27:47.908,2021-08-20 02:27:47.826,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-08-20 02:27:27.784,1da6d7bb-8581-46fd-180e-780d5c9bda16,
2021-09-02 01:20:03.608,,2021-09-02 01:21:01.638,2021-09-02 01:21:01.612,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-09-02 01:20:25.611,bc0c80db-5509-d8ca-a058-6305ce9d28e0,
2021-12-21 01:40:07.570,,2021-12-21 01:40:27.100,2021-12-21 01:40:21.572,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-12-21 01:40:26.054,dbf46b28-f6a9-6843-949d-63616d84eb36,
2022-01-21 03:38:13.936,,2022-01-21 03:38:35.990,2022-01-21 03:38:35.941,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2022-01-21 03:38:34.938,58fbec7e-2506-c706-3c55-a397425e07d1,
2021-01-02 15:52:23.532,,2021-01-02 16:02:13.565,2021-01-02 16:02:13.545,1.0,UTC-0500,j9zBUHWfhn,com.sec.android.app.shealth,2021-01-02 15:52:36.538,9ccf3fa5-5141-1ecf-9a9c-25ebf5f232a6,
2021-07-10 21:45:40.722,,2021-07-10 21:45:40.781,2021-07-10 21:45:40.729,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-07-10 21:45:40.724,4baa2556-d7db-aae4-aeaf-d6b823b5c42e,
2021-06-06 22:26:16.545,,2021-06-06 22:27:38.626,2021-06-06 22:27:38.549,1.0,UTC-0400,j9zBUHWfhn,com.sec.android.app.shealth,2021-06-06 22:26:26.547,f5db514b-6693-dff6-f78a-7c7c0cd558ee,
